time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_JkLD2c).X,6_rod(payload_bars compound_JkLD2c).Y,6_rod(payload_bars compound_JkLD2c).Z,6_rod(payload_bars compound_JkLD2c).Euler1,6_rod(payload_bars compound_JkLD2c).Euler2,6_rod(payload_bars compound_JkLD2c).Euler3,6_rod(payload_bars compound_JkLD2c).mass,7_rod(payload_bars compound_JkLD2c).X,7_rod(payload_bars compound_JkLD2c).Y,7_rod(payload_bars compound_JkLD2c).Z,7_rod(payload_bars compound_JkLD2c).Euler1,7_rod(payload_bars compound_JkLD2c).Euler2,7_rod(payload_bars compound_JkLD2c).Euler3,7_rod(payload_bars compound_JkLD2c).mass,8_rod(payload_bars compound_JkLD2c).X,8_rod(payload_bars compound_JkLD2c).Y,8_rod(payload_bars compound_JkLD2c).Z,8_rod(payload_bars compound_JkLD2c).Euler1,8_rod(payload_bars compound_JkLD2c).Euler2,8_rod(payload_bars compound_JkLD2c).Euler3,8_rod(payload_bars compound_JkLD2c).mass,9_rod(payload_bars compound_JkLD2c).X,9_rod(payload_bars compound_JkLD2c).Y,9_rod(payload_bars compound_JkLD2c).Z,9_rod(payload_bars compound_JkLD2c).Euler1,9_rod(payload_bars compound_JkLD2c).Euler2,9_rod(payload_bars compound_JkLD2c).Euler3,9_rod(payload_bars compound_JkLD2c).mass,10_rod(payload_bars compound_JkLD2c).X,10_rod(payload_bars compound_JkLD2c).Y,10_rod(payload_bars compound_JkLD2c).Z,10_rod(payload_bars compound_JkLD2c).Euler1,10_rod(payload_bars compound_JkLD2c).Euler2,10_rod(payload_bars compound_JkLD2c).Euler3,10_rod(payload_bars compound_JkLD2c).mass,
2.0604,-3.86725,17.5367,13.1194,-0.0747182,0.190075,2.42133,0.199491,2.67821,16.8131,10.9334,-0.0168142,0.208284,2.36137,0.199491,0.39623,17.0786,12.3974,-0.140316,0.217032,-2.32958,0.199491,0.340276,19.4479,10.2312,-0.0412296,0.298078,-2.41665,0.199491,0.598531,19.4955,12.1332,-0.138327,-1.25215,-1.53738,0.199645,-0.968809,16.9637,9.9443,0.116513,-1.26373,-1.79262,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0705,-3.93585,17.4462,13.3229,-0.0299341,0.171627,2.38811,0.199491,2.70365,16.7158,11.1302,-0.0777704,0.272857,2.3206,0.199491,0.424368,16.982,12.5851,-0.102938,0.262456,-2.35676,0.199491,0.346527,19.3067,10.3718,-0.0262311,0.332549,-2.42621,0.199491,0.629409,19.4008,12.2306,-0.0616174,-1.2493,-1.6162,0.199645,-1.0132,16.771,10.1431,-0.0324083,-1.27028,-1.64491,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0806,-4.01847,17.3491,13.5315,-0.0266673,0.198646,2.34731,0.199491,2.74136,16.6129,11.3279,-0.102649,0.299881,2.28775,0.199491,0.453114,16.8672,12.779,-0.0303998,0.34777,-2.37135,0.199491,0.351703,19.1633,10.5064,-0.0932586,0.275391,-2.45747,0.199491,0.667535,19.295,12.3221,0.118348,-1.24059,-1.7919,0.199645,-1.06265,16.562,10.3416,0.150021,-1.26112,-1.81324,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0907,-4.10512,17.2448,13.7465,-0.0529685,0.249393,2.29983,0.199491,2.78766,16.5046,11.5254,-0.0793354,0.284411,2.26881,0.199491,0.477294,16.743,12.9736,-0.0386752,0.357592,-2.41149,0.199491,0.353068,19.013,10.6381,-0.126189,0.254227,-2.47473,0.199491,0.706897,19.174,12.4109,0.165838,-1.23753,-1.84112,0.199645,-1.10951,16.3369,10.539,0.302673,-1.24375,-1.95384,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1008,-4.19154,17.1304,13.962,-0.0931246,0.304186,2.2466,0.199491,2.83664,16.3872,11.7213,-0.0438674,0.26034,2.25303,0.199491,0.499489,16.6081,13.169,-0.0790421,0.330587,-2.46266,0.199491,0.352269,18.8553,10.7688,-0.1352,0.261873,-2.48587,0.199491,0.748981,19.0398,12.4962,0.1844,-1.23834,-1.86221,0.199645,-1.15785,16.1024,10.7411,0.362078,-1.23354,-2.00563,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1109,-4.24895,17.0144,14.1847,-0.12249,0.332049,2.20245,0.199491,2.88585,16.2558,11.9125,-0.0137246,0.24305,2.2343,0.199491,0.516101,16.4583,13.3699,-0.112281,0.303086,-2.50932,0.199491,0.324823,18.6811,10.8899,-0.118343,0.292803,-2.49444,0.199491,0.786333,18.896,12.5839,0.219647,-1.23893,-1.89546,0.199645,-1.19847,15.8645,10.9423,0.394535,-1.22684,-2.03465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.121,-4.25752,16.8892,14.3918,-0.11996,0.327802,2.1741,0.199491,2.93879,16.0919,12.0782,-0.126311,0.328575,2.17285,0.199491,0.506562,16.3007,13.6067,-0.112656,0.309146,-2.54246,0.199491,0.280417,18.4935,10.994,-0.0472748,0.390527,-2.49264,0.199491,0.78242,18.7474,12.7022,0.39902,-1.21661,-2.06,0.199645,-1.20725,15.6342,11.1352,0.401499,-1.21386,-2.05086,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1311,-4.2776,16.7357,14.5917,-0.134764,0.331817,2.141,0.199491,2.97667,15.9025,12.2355,-0.135229,0.335408,2.13976,0.199491,0.515913,16.1349,13.8308,-0.114786,0.314787,-2.56873,0.199491,0.254163,18.3082,11.0786,-0.0682119,0.381627,-2.53756,0.199491,0.777206,18.6019,12.8502,0.637992,-1.14895,-2.28,0.199645,-1.2252,15.4005,11.346,0.505827,-1.18846,-2.15181,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1412,-4.29884,16.5628,14.8032,-0.135283,0.330184,2.11417,0.199491,3.00303,15.6918,12.4,-0.0428875,0.277664,2.13981,0.199491,0.530217,15.9641,14.048,-0.115036,0.321554,-2.58998,0.199491,0.220798,18.1172,11.1546,-0.14104,0.284464,-2.60135,0.199491,0.771697,18.4647,12.9916,0.600893,-1.15746,-2.25275,0.199645,-1.22801,15.1496,11.5602,0.568984,-1.1658,-2.21382,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1513,-4.3081,16.4104,15.0174,-0.100652,0.312252,2.0981,0.199491,3.04061,15.4754,12.5637,-0.00220331,0.254313,2.12445,0.199491,0.532552,15.7752,14.2572,-0.112265,0.331594,-2.61399,0.199491,0.169968,17.9146,11.2341,-0.180059,0.211293,-2.64785,0.199491,0.760914,18.2906,13.1348,0.448541,-1.19935,-2.11202,0.199645,-1.21932,14.8907,11.7753,0.610266,-1.14758,-2.25762,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1614,-4.29906,16.243,15.2228,-0.0778771,0.299815,2.07812,0.199491,3.0773,15.2594,12.7373,-0.1017,0.311796,2.06908,0.199491,0.532577,15.5741,14.4789,-0.114431,0.334871,-2.64198,0.199491,0.115034,17.6904,11.3091,-0.124208,0.313353,-2.66355,0.199491,0.748836,18.111,13.2757,0.606205,-1.1581,-2.25694,0.199645,-1.22032,14.6256,11.9835,0.635527,-1.12813,-2.28805,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1715,-4.29352,16.0653,15.4231,-0.0745162,0.298861,2.05306,0.199491,3.11492,15.0269,12.9015,-0.222983,0.369886,2.00138,0.199491,0.536545,15.3719,14.7051,-0.120834,0.329635,-2.66806,0.199491,0.0692122,17.448,11.3953,-0.0672471,0.426551,-2.67643,0.199491,0.729854,17.9305,13.4153,0.809657,-1.06644,-2.4409,0.199645,-1.2249,14.3475,12.1919,0.64879,-1.11717,-2.30543,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1816,-4.29227,15.8768,15.6233,-0.122359,0.31909,2.0114,0.199491,3.14464,14.785,13.062,-0.139345,0.335531,2.00344,0.199491,0.539219,15.1578,14.9358,-0.124632,0.3236,-2.68984,0.199491,0.0237826,17.185,11.486,-0.122744,0.325665,-2.73127,0.199491,0.713211,17.7354,13.5432,0.765782,-1.087,-2.40223,0.199645,-1.21873,14.0766,12.4068,0.696463,-1.08898,-2.35325,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1917,-4.27934,15.6809,15.8197,-0.166982,0.33394,1.97221,0.199491,3.17319,14.5375,13.2258,-0.0299177,0.291313,2.01019,0.199491,0.544177,14.9419,15.156,-0.123044,0.332255,-2.71344,0.199491,-0.0236964,16.9025,11.5861,-0.168083,0.217552,-2.77517,0.199491,0.688584,17.5285,13.6775,0.690457,-1.11814,-2.33526,0.199645,-1.21532,13.7919,12.6166,0.745309,-1.05651,-2.40237,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2018,-4.25883,15.4695,16.0173,-0.129959,0.314959,1.96143,0.199491,3.18661,14.2833,13.3963,-0.200502,0.361226,1.92803,0.199491,0.55012,14.7245,15.3619,-0.121058,0.343126,-2.73667,0.199491,-0.0665127,16.6073,11.6863,-0.123366,0.332336,-2.79582,0.199491,0.663466,17.3028,13.8129,0.869201,-1.01422,-2.49289,0.199645,-1.2095,13.5022,12.832,0.748425,-1.04846,-2.41034,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2119,-4.23515,15.2412,16.2115,-0.0723514,0.288957,1.9568,0.199491,3.19033,14.019,13.5675,-0.137904,0.33901,1.92181,0.199491,0.555628,14.5084,15.5536,-0.128896,0.333151,-2.76271,0.199491,-0.107054,16.29,11.8002,-0.112744,0.36839,-2.82496,0.199491,0.637907,17.061,13.9458,0.828381,-1.03308,-2.45853,0.199645,-1.19856,13.2163,13.0529,0.78471,-1.02003,-2.44702,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.222,-4.20238,15.0054,16.4004,-0.10762,0.296356,1.92563,0.199491,3.18222,13.7515,13.7395,-0.0267564,0.30451,1.92887,0.199491,0.56342,14.2864,15.7372,-0.129837,0.339115,-2.78778,0.199491,-0.141521,15.9509,11.9384,-0.1547,0.23636,-2.86956,0.199491,0.607411,16.801,14.0714,0.856589,-1.00395,-2.48306,0.199645,-1.1883,12.9271,13.2695,0.813799,-0.99548,-2.47612,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2321,-4.16657,14.7568,16.5882,-0.163755,0.30812,1.88934,0.199491,3.16532,13.4786,13.9141,-0.218317,0.366417,1.83659,0.199491,0.569797,14.0617,15.905,-0.129541,0.34987,-2.81347,0.199491,-0.17023,15.5958,12.0919,-0.125887,0.338891,-2.89288,0.199491,0.573299,16.5186,14.194,0.900685,-0.95832,-2.52028,0.199645,-1.17301,12.6371,13.4879,0.830978,-0.97722,-2.49517,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2422,-4.12659,14.4912,16.7767,-0.137943,0.293245,1.87794,0.199491,3.13505,13.1985,14.0928,-0.141544,0.34702,1.83392,0.199491,0.576654,13.8356,16.0581,-0.136084,0.343791,-2.8418,0.199491,-0.193548,15.2275,12.2519,-0.11226,0.403701,-2.91905,0.199491,0.543324,16.2188,14.3163,0.843625,-0.987254,-2.47404,0.199645,-1.15854,12.3433,13.7101,0.871217,-0.940894,-2.53156,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2523,-4.08657,14.214,16.9637,-0.0731231,0.267366,1.87668,0.199491,3.10048,12.9112,14.2716,0.00576608,0.312054,1.85188,0.199491,0.583156,13.601,16.2019,-0.141046,0.342537,-2.87063,0.199491,-0.212992,14.8481,12.4256,-0.138845,0.292507,-2.95971,0.199491,0.514342,15.9018,14.4356,0.925646,-0.907645,-2.54149,0.199645,-1.14431,12.045,13.9324,0.882647,-0.926801,-2.54378,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2624,-4.03954,13.9337,17.143,-0.0733451,0.266666,1.85344,0.199491,3.06426,12.6148,14.4511,-0.100246,0.343332,1.78902,0.199491,0.584491,13.3485,16.3468,-0.141412,0.351849,-2.89719,0.199491,-0.228282,14.4599,12.6101,-0.143321,0.265501,-2.99156,0.199491,0.479272,15.572,14.5507,0.965136,-0.856852,-2.5733,0.199645,-1.12834,11.7384,14.154,0.899743,-0.906266,-2.55959,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2725,-3.98605,13.6468,17.3163,-0.142772,0.288723,1.80798,0.199491,3.02713,12.3051,14.6352,-0.244446,0.368562,1.71074,0.199491,0.582164,13.0782,16.485,-0.141688,0.359832,-2.92345,0.199491,-0.242032,14.0695,12.796,-0.132175,0.346921,-3.01852,0.199491,0.437622,15.2351,14.6669,0.899561,-0.907695,-2.52608,0.199645,-1.10921,11.4189,14.381,0.927011,-0.873733,-2.58254,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2826,-3.93371,13.3469,17.4916,-0.186252,0.301446,1.76808,0.199491,2.98519,11.9869,14.8202,-0.219275,0.36347,1.69175,0.199491,0.57984,12.8011,16.6204,-0.144967,0.357083,-2.95036,0.199491,-0.25481,13.669,12.9783,-0.126716,0.422583,-3.04655,0.199491,0.402591,14.8824,14.785,0.873348,-0.920478,-2.50864,0.199645,-1.09172,11.0934,14.6099,0.95179,-0.84191,-2.60203,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2927,-3.88395,13.0386,17.6654,-0.161925,0.300098,1.74795,0.199491,2.94702,11.661,15.0032,-0.0782648,0.347279,1.71234,0.199491,0.57576,12.5107,16.7542,-0.148317,0.353733,-2.97861,0.199491,-0.26621,13.2614,13.169,-0.132528,0.40946,-3.07883,0.199491,0.368301,14.5167,14.9011,0.981621,-0.805651,-2.59363,0.199645,-1.07578,10.7574,14.8373,0.98093,-0.801426,-2.62447,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3028,-3.83905,12.7206,17.8384,-0.103271,0.294579,1.73718,0.199491,2.90813,11.3263,15.186,0.00425616,0.342088,1.71196,0.199491,0.575827,12.2078,16.8899,-0.151343,0.351853,-3.00728,0.199491,-0.274065,12.845,13.3615,-0.139538,0.333774,-3.1111,0.199491,0.332097,14.1388,15.0162,1.05289,-0.702114,-2.6452,0.199645,-1.06005,10.4133,15.0629,0.998011,-0.773926,-2.63684,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3129,-3.7977,12.3906,18.0122,-0.0465162,0.292191,1.7255,0.199491,2.87205,10.9823,15.3679,-0.0772731,0.356318,1.65542,0.199491,0.574686,11.8957,17.0221,-0.153977,0.356599,-3.03632,0.199491,-0.280898,12.4209,13.5559,-0.141929,0.305935,-3.14159,0.199491,0.29985,13.7507,15.1319,0.999762,-0.759498,-2.61216,0.199645,-1.04734,10.0577,15.2898,0.994731,-0.772087,-2.63466,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.323,-3.76265,12.0505,18.1875,-0.030177,0.298013,1.70196,0.199491,2.83881,10.6295,15.5487,-0.215407,0.364772,1.57732,0.199491,0.574547,11.5719,17.153,-0.156928,0.363925,-3.06617,0.199491,-0.286536,11.9888,13.7493,-0.146188,0.380586,3.11106,0.199491,0.270183,13.3495,15.2482,0.931417,-0.825895,-2.56655,0.199645,-1.03595,9.6935,15.5181,1.00947,-0.747002,-2.64438,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3331,-3.73429,11.7026,18.3645,-0.0635738,0.309819,1.66316,0.199491,2.8072,10.2705,15.7289,-0.173233,0.36669,1.56299,0.199491,0.576775,11.2359,17.2847,-0.160845,0.366466,-3.09741,0.199491,-0.29058,11.5502,13.9413,-0.15601,0.458899,3.07945,0.199491,0.243355,12.9355,15.364,1.02346,-0.703584,-2.63351,0.199645,-1.0263,9.31511,15.7462,1.05179,-0.680579,-2.6711,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3432,-3.71442,11.3456,18.5436,-0.125792,0.321437,1.61401,0.199491,2.78138,9.90439,15.9062,-0.0359326,0.370944,1.58332,0.199491,0.579597,10.8876,17.4174,-0.165442,0.364599,-3.12991,0.199491,-0.293662,11.1037,14.1321,-0.158378,0.408298,3.05206,0.199491,0.221002,12.5093,15.4793,1.07645,-0.612436,-2.66816,0.199645,-1.02,8.92505,15.9758,1.06056,-0.661366,-2.67509,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3533,-3.7044,10.9788,18.725,-0.158947,0.329109,1.57225,0.199491,2.76042,9.53013,16.0817,-0.110604,0.375977,1.52701,0.199491,0.585815,10.5281,17.5523,-0.17029,0.360915,3.11973,0.199491,-0.295116,10.6495,14.3192,-0.156701,0.344178,3.02732,0.199491,0.201685,12.074,15.5943,1.00508,-0.704247,-2.62732,0.199645,-1.01676,8.52092,16.2068,1.05657,-0.662738,-2.67041,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3634,-3.70463,10.6022,18.9062,-0.135627,0.338026,1.54684,0.199491,2.74795,9.14512,16.2533,-0.222675,0.371789,1.457,0.199491,0.592687,10.1561,17.6921,-0.175735,0.370127,3.0861,0.199491,-0.296932,10.1889,14.505,-0.172466,0.412546,2.99677,0.199491,0.186336,11.6291,15.7069,1.01608,-0.678852,-2.63746,0.199645,-1.01603,8.10592,16.4406,1.08778,-0.607222,-2.68625,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3735,-3.71197,10.2174,19.0869,-0.0847104,0.351921,1.52951,0.199491,2.74124,8.75166,16.4242,-0.148857,0.383296,1.4561,0.199491,0.601027,9.77012,17.8373,-0.182377,0.383269,3.0518,0.199491,-0.301305,9.72224,14.6846,-0.193467,0.481579,2.9648,0.199491,0.173307,11.1742,15.8177,1.10296,-0.531625,-2.69015,0.199645,-1.01517,7.6774,16.6782,1.10121,-0.577663,-2.691,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3836,-3.72563,9.826,19.2707,-0.0541273,0.367602,1.50595,0.199491,2.73988,8.35137,16.5914,-0.0737601,0.39638,1.4568,0.199491,0.609835,9.37386,17.9853,-0.187913,0.38013,3.01697,0.199491,-0.30628,9.24477,14.8575,-0.191322,0.429029,2.94485,0.199491,0.163221,10.7083,15.9308,1.08436,-0.555061,-2.68346,0.199645,-1.01617,7.2344,16.9182,1.09637,-0.579522,-2.68528,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3937,-3.74656,9.42573,19.4561,-0.0943223,0.378597,1.45685,0.199491,2.74429,7.94053,16.7558,-0.133704,0.394354,1.40605,0.199491,0.619386,8.96669,18.1354,-0.192121,0.370281,2.98234,0.199491,-0.313196,8.7581,15.0279,-0.181339,0.352054,2.92763,0.199491,0.156539,10.232,16.043,1.03323,-0.631784,-2.65755,0.199645,-1.01786,6.78133,17.1605,1.11501,-0.5405,-2.69204,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4038,-3.77278,9.01596,19.6423,-0.175034,0.379819,1.39159,0.199491,2.75329,7.51842,16.9168,-0.234563,0.379785,1.34009,0.199491,0.62965,8.54985,18.2891,-0.196482,0.364425,2.94773,0.199491,-0.321144,8.26256,15.198,-0.191431,0.365657,2.90293,0.199491,0.151415,9.74475,16.1533,1.06529,-0.575275,-2.67812,0.199645,-1.0201,6.31847,17.404,1.14619,-0.476465,-2.70398,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4139,-3.80195,8.59721,19.8286,-0.244841,0.375685,1.32981,0.199491,2.76474,7.08681,17.076,-0.279019,0.371691,1.29582,0.199491,0.641271,8.12303,18.4456,-0.202357,0.366502,2.91241,0.199491,-0.330918,7.7569,15.3665,-0.219801,0.437748,2.87138,0.199491,0.146825,9.24559,16.2637,1.13544,-0.441791,-2.71439,0.199645,-1.0219,5.84605,17.648,1.15886,-0.445086,-2.70644,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.424,-3.83219,8.17027,20.0149,-0.275714,0.375757,1.28234,0.199491,2.77909,6.64578,17.2321,-0.263253,0.378019,1.27364,0.199491,0.651257,7.6859,18.6029,-0.211523,0.379573,2.8754,0.199491,-0.342228,7.24078,15.5349,-0.24876,0.495933,2.83913,0.199491,0.142523,8.73539,16.3755,1.17376,-0.358062,-2.73086,0.199645,-1.02267,5.363,17.8929,1.15334,-0.447368,-2.70143,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4341,-3.86401,7.73384,20.2009,-0.276778,0.382771,1.2459,0.199491,2.79455,6.19433,17.3866,-0.207161,0.397401,1.26705,0.199491,0.661469,7.23923,18.7614,-0.222137,0.393753,2.83785,0.199491,-0.354641,6.71431,15.7024,-0.265988,0.512839,2.81195,0.199491,0.138679,8.21335,16.4883,1.17419,-0.353403,-2.73232,0.199645,-1.02253,4.87157,18.1384,1.14477,-0.454784,-2.69537,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4442,-3.89392,7.28954,20.3867,-0.25932,0.393999,1.21936,0.199491,2.8104,5.73511,17.5407,-0.155738,0.418003,1.26247,0.199491,0.672139,6.78268,18.92,-0.232603,0.403879,2.80084,0.199491,-0.362565,6.27078,15.8409,-0.271667,0.499019,2.78832,0.199491,0.135184,7.68392,16.5999,1.15463,-0.392161,-2.72629,0.199645,-1.02184,4.37358,18.3846,1.14652,-0.442948,-2.69386,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4543,-3.77675,6.92626,20.4741,-0.23556,0.367042,1.2421,0.199491,2.84254,5.47363,17.6474,-0.224958,0.430153,1.2802,0.199491,0.707948,6.34291,19.1468,-0.233493,0.380028,2.80278,0.199491,-0.406416,6.26449,15.8481,-0.188659,0.285433,2.81426,0.199491,0.14086,7.57087,16.6662,1.16505,-0.392335,-2.71838,0.199645,-1.10164,3.94405,18.4751,1.12595,-0.464286,-2.6834,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4644,-3.74221,6.68599,20.5444,-0.0356478,0.407653,1.35163,0.199491,3.06013,5.30734,17.5548,-0.258967,0.421758,1.32676,0.199491,0.769877,6.30978,19.3455,-0.209179,0.288421,2.86339,0.199491,-0.433485,6.3056,15.9832,-0.270572,0.565899,2.79912,0.199491,0.175253,7.74449,16.7689,1.18285,-0.440449,-2.70122,0.199645,-1.20498,3.7955,18.424,1.09424,-0.492046,-2.66728,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
