time,0_rod(payload_bars compound_7w2R63).X,0_rod(payload_bars compound_7w2R63).Y,0_rod(payload_bars compound_7w2R63).Z,0_rod(payload_bars compound_7w2R63).Euler1,0_rod(payload_bars compound_7w2R63).Euler2,0_rod(payload_bars compound_7w2R63).Euler3,0_rod(payload_bars compound_7w2R63).mass,1_rod(payload_bars compound_7w2R63).X,1_rod(payload_bars compound_7w2R63).Y,1_rod(payload_bars compound_7w2R63).Z,1_rod(payload_bars compound_7w2R63).Euler1,1_rod(payload_bars compound_7w2R63).Euler2,1_rod(payload_bars compound_7w2R63).Euler3,1_rod(payload_bars compound_7w2R63).mass,2_rod(payload_bars compound_7w2R63).X,2_rod(payload_bars compound_7w2R63).Y,2_rod(payload_bars compound_7w2R63).Z,2_rod(payload_bars compound_7w2R63).Euler1,2_rod(payload_bars compound_7w2R63).Euler2,2_rod(payload_bars compound_7w2R63).Euler3,2_rod(payload_bars compound_7w2R63).mass,3_rod(payload_bars compound_7w2R63).X,3_rod(payload_bars compound_7w2R63).Y,3_rod(payload_bars compound_7w2R63).Z,3_rod(payload_bars compound_7w2R63).Euler1,3_rod(payload_bars compound_7w2R63).Euler2,3_rod(payload_bars compound_7w2R63).Euler3,3_rod(payload_bars compound_7w2R63).mass,4_rod(payload_bars compound_7w2R63).X,4_rod(payload_bars compound_7w2R63).Y,4_rod(payload_bars compound_7w2R63).Z,4_rod(payload_bars compound_7w2R63).Euler1,4_rod(payload_bars compound_7w2R63).Euler2,4_rod(payload_bars compound_7w2R63).Euler3,4_rod(payload_bars compound_7w2R63).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
5.8883,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82433,5.35187,2.61065,0.00382054,-0.105655,-2.43169,0.199491,2.38807,5.33589,3.13217,-0.0265569,-0.0768647,-2.42464,0.199491,-0.123431,4.81388,2.95213,-0.0278321,-0.0458725,-0.863751,0.199491,0.0363539,6.91454,5.20329,0.017976,-0.094911,-0.856372,0.199491,-0.172037,5.21003,5.33701,-1.5193,0.732478,0.0629013,0.199645,-0.91766,7.45922,2.28893,-1.5043,0.696777,0.112758,0.199491,
5.8984,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82441,5.35183,2.61071,0.00357494,-0.105976,-2.43165,0.199491,2.38826,5.33579,3.1323,-0.0267481,-0.0770255,-2.42459,0.199491,-0.123383,4.81388,2.95213,-0.0282904,-0.0454818,-0.863728,0.199491,0.0362877,6.91466,5.20371,0.0176777,-0.0946843,-0.85633,0.199491,-0.172048,5.20976,5.33721,-1.5193,0.732598,0.0629444,0.199645,-0.917596,7.45922,2.28894,-1.50431,0.696763,0.112756,0.199491,
5.9085,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82533,5.35149,2.61104,0.00349174,-0.106355,-2.43153,0.199491,2.38912,5.33508,3.13319,-0.0270058,-0.0770323,-2.42435,0.199491,-0.12336,4.81391,2.95215,-0.0286369,-0.045184,-0.863705,0.199491,0.0352757,6.91537,5.20639,0.0178301,-0.0950232,-0.856261,0.199491,-0.172621,5.20786,5.33856,-1.51939,0.732497,0.0632037,0.199645,-0.917647,7.45922,2.28903,-1.50422,0.697248,0.112829,0.199491,
5.9186,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82709,5.35087,2.61162,0.00382722,-0.106486,-2.43137,0.199491,2.39062,5.33379,3.13481,-0.0274069,-0.0769927,-2.42393,0.199491,-0.123377,4.81395,2.95219,-0.0286962,-0.0451304,-0.863691,0.199491,0.0333429,6.91664,5.21127,0.0171724,-0.0948317,-0.856047,0.199491,-0.173762,5.20441,5.34103,-1.51953,0.732303,0.0636763,0.199645,-0.917834,7.45922,2.28918,-1.50407,0.69809,0.112967,0.199491,
5.9287,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82965,5.34999,2.61243,0.00458022,-0.106355,-2.43118,0.199491,2.39267,5.33195,3.1371,-0.0277528,-0.0766942,-2.42335,0.199491,-0.123448,4.81402,2.95223,-0.0283615,-0.0454119,-0.863689,0.199491,0.0305352,6.91845,5.21818,0.0161667,-0.0944963,-0.855731,0.199491,-0.175453,5.19952,5.34452,-1.51973,0.732191,0.0643548,0.199645,-0.918168,7.45923,2.28938,-1.50387,0.699138,0.113155,0.199491,
5.9388,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8329,5.34887,2.61344,0.00566406,-0.106037,-2.43094,0.199491,2.39521,5.32963,3.13999,-0.0281104,-0.0762389,-2.42262,0.199491,-0.123568,4.81409,2.95229,-0.0277187,-0.0459535,-0.863698,0.199491,0.0269299,6.92071,5.22689,0.0156717,-0.0947406,-0.855405,0.199491,-0.177652,5.19335,5.34893,-1.51998,0.731896,0.0652005,0.199645,-0.918642,7.45925,2.28965,-1.5036,0.700565,0.113404,0.199491,
5.9489,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83674,5.34754,2.61464,0.00700639,-0.105585,-2.43068,0.199491,2.39815,5.32689,3.14339,-0.0286557,-0.0758653,-2.42175,0.199491,-0.123719,4.81419,2.95236,-0.0268616,-0.0466767,-0.863713,0.199491,0.022668,6.92333,5.23713,0.0145153,-0.0945301,-0.854968,0.199491,-0.180304,5.18608,5.35413,-1.52028,0.731501,0.0661863,0.199645,-0.919227,7.45928,2.28998,-1.50329,0.702183,0.113697,0.199491,
5.959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.841,5.34604,2.61598,0.0083867,-0.105216,-2.43036,0.199491,2.4014,5.3238,3.1472,-0.0292342,-0.0754248,-2.42078,0.199491,-0.123884,4.8143,2.95245,-0.0258517,-0.0475311,-0.863731,0.199491,0.0179046,6.92622,5.24857,0.0130267,-0.094125,-0.854454,0.199491,-0.18332,5.17795,5.35995,-1.5206,0.731233,0.0672895,0.199645,-0.919888,7.45932,2.29039,-1.50294,0.703954,0.114028,0.199491,
5.9691,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84554,5.34442,2.61742,0.00974717,-0.104954,-2.43001,0.199491,2.40487,5.32048,3.15129,-0.0299308,-0.0750487,-2.41973,0.199491,-0.124051,4.81442,2.95254,-0.0248213,-0.0484027,-0.863748,0.199491,0.0128018,6.92926,5.26083,0.0121535,-0.094316,-0.853965,0.199491,-0.186591,5.1692,5.3662,-1.52095,0.730873,0.06846,0.199645,-0.920592,7.45937,2.29085,-1.50256,0.705868,0.114388,0.199491,
5.9792,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8502,5.34274,2.61892,0.0110571,-0.104788,-2.42963,0.199491,2.40843,5.31702,3.15554,-0.0309038,-0.074962,-2.41862,0.199491,-0.124209,4.81455,2.95264,-0.0238312,-0.0492401,-0.863762,0.199491,0.00754521,6.93237,5.27351,0.0107838,-0.0941061,-0.853413,0.199491,-0.190012,5.16016,5.37267,-1.52132,0.73048,0.0696583,0.199645,-0.921312,7.45943,2.29135,-1.50218,0.707751,0.114755,0.199491,
5.9893,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85483,5.34105,2.62042,0.012245,-0.104757,-2.42925,0.199491,2.41195,5.31356,3.15977,-0.03189,-0.0749025,-2.41751,0.199491,-0.12436,4.81468,2.95274,-0.0228427,-0.0500776,-0.863777,0.199491,0.00231167,6.93545,5.28615,0.00917727,-0.0936856,-0.852836,0.199491,-0.193474,5.15112,5.37912,-1.52167,0.730243,0.0708521,0.199645,-0.92203,7.45951,2.29187,-1.50179,0.70963,0.115128,0.199491,
5.9994,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85926,5.33943,2.62185,0.0133267,-0.104793,-2.42887,0.199491,2.41531,5.31022,3.16384,-0.0328403,-0.0748573,-2.41644,0.199491,-0.124512,4.8148,2.95284,-0.0218196,-0.0509451,-0.863795,0.199491,-0.00273639,6.93838,5.2983,0.00830801,-0.0938668,-0.852346,0.199491,-0.196861,5.14243,5.38534,-1.52202,0.729933,0.0719867,0.199645,-0.922738,7.4596,2.29238,-1.50143,0.711351,0.115482,0.199491,
6.0095,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86337,5.33793,2.62317,0.014441,-0.104689,-2.42853,0.199491,2.41835,5.30714,3.16759,-0.0338462,-0.07498,-2.41545,0.199491,-0.12467,4.81492,2.95293,-0.0207205,-0.051879,-0.863821,0.199491,-0.00742141,6.94106,5.30949,0.00708086,-0.0936626,-0.851855,0.199491,-0.20006,5.13441,5.39108,-1.52234,0.729608,0.0730239,0.199645,-0.923423,7.4597,2.29287,-1.50109,0.712908,0.115812,0.199491,
6.0196,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86699,5.3366,2.62432,0.0155278,-0.104472,-2.42825,0.199491,2.42094,5.30442,3.17088,-0.0346187,-0.0749814,-2.41458,0.199491,-0.12484,4.81502,2.95301,-0.0195295,-0.0528926,-0.863856,0.199491,-0.0115759,6.94336,5.31928,0.00580968,-0.0933121,-0.851401,0.199491,-0.202947,5.12738,5.39611,-1.52261,0.729443,0.0739358,0.199645,-0.924078,7.45979,2.29332,-1.50079,0.71431,0.116113,0.199491,
6.0297,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86999,5.3355,2.62525,0.0164864,-0.104218,-2.42802,0.199491,2.42298,5.30218,3.17358,-0.0350986,-0.0748282,-2.41388,0.199491,-0.125023,4.81511,2.95308,-0.0183485,-0.0538972,-0.863896,0.199491,-0.0150483,6.9452,5.32728,0.00538646,-0.0935629,-0.851081,0.199491,-0.205397,5.12162,5.40023,-1.52283,0.729227,0.0746746,0.199645,-0.924682,7.45986,2.2937,-1.50055,0.715368,0.116356,0.199491,
6.0398,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87224,5.33467,2.62594,0.0172308,-0.103991,-2.42785,0.199491,2.4244,5.30051,3.17558,-0.0354136,-0.074696,-2.41336,0.199491,-0.125198,4.81517,2.95313,-0.017348,-0.0547485,-0.863932,0.199491,-0.0176815,6.94648,5.33315,0.00465565,-0.0933828,-0.850801,0.199491,-0.207295,5.11737,5.40327,-1.52299,0.729049,0.0752173,0.199645,-0.925198,7.4599,2.29402,-1.50035,0.716247,0.116553,0.199491,
6.0499,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87364,5.33415,2.62635,0.0177017,-0.103832,-2.42774,0.199491,2.42516,5.29949,3.1768,-0.0353844,-0.0743916,-2.41306,0.199491,-0.125352,4.81522,2.95317,-0.0165948,-0.055392,-0.863961,0.199491,-0.0193424,6.94717,5.33667,0.00411244,-0.0931868,-0.850615,0.199491,-0.208531,5.11479,5.4051,-1.52307,0.729014,0.0755499,0.199645,-0.92558,7.45991,2.29424,-1.50022,0.716789,0.116682,0.199491,
6.06,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87411,5.33397,2.62647,0.0177574,-0.103888,-2.42769,0.199491,2.42527,5.29916,3.17719,-0.0350818,-0.0739957,-2.41298,0.199491,-0.125467,4.81525,2.95319,-0.0161886,-0.0557422,-0.863977,0.199491,-0.0199488,6.94728,5.33768,0.00440343,-0.0935292,-0.85059,0.199491,-0.209015,5.11401,5.40564,-1.52309,0.728956,0.075651,0.199645,-0.925788,7.45988,2.29435,-1.50018,0.716938,0.11673,0.199491,
6.0701,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87363,5.33415,2.62627,0.0174086,-0.104141,-2.42771,0.199491,2.42475,5.29955,3.17673,-0.0347359,-0.0737674,-2.41313,0.199491,-0.125517,4.81524,2.95319,-0.0162204,-0.0557218,-0.863978,0.199491,-0.0194446,6.94683,5.33618,0.00434036,-0.0933671,-0.850624,0.199491,-0.208704,5.11506,5.40487,-1.52303,0.728973,0.0755223,0.199645,-0.925789,7.45984,2.29431,-1.5002,0.716831,0.11671,0.199491,
6.0802,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87223,5.33468,2.62577,0.0166741,-0.104574,-2.42779,0.199491,2.42365,5.30065,3.17544,-0.0343237,-0.0736664,-2.41348,0.199491,-0.125498,4.8152,2.95317,-0.0165964,-0.0554114,-0.863968,0.199491,-0.0178417,6.94589,5.33223,0.00463373,-0.0933256,-0.850786,0.199491,-0.207597,5.11789,5.40285,-1.52291,0.729109,0.075173,0.199645,-0.925569,7.45979,2.29414,-1.50031,0.716273,0.1166,0.199491,
6.0903,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86996,5.33554,2.62498,0.0156425,-0.105105,-2.42795,0.199491,2.42204,5.30239,3.17334,-0.0338521,-0.0736806,-2.41404,0.199491,-0.125408,4.81512,2.95311,-0.0173423,-0.0547858,-0.863946,0.199491,-0.0152193,6.94449,5.32601,0.00560824,-0.0937013,-0.851099,0.199491,-0.205749,5.12237,5.39964,-1.52273,0.729215,0.0746066,0.199645,-0.92514,7.45973,2.29381,-1.5005,0.715411,0.116416,0.199491,
6.1004,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86692,5.3367,2.62394,0.014358,-0.105709,-2.42816,0.199491,2.41993,5.30471,3.17054,-0.0332527,-0.0737148,-2.41478,0.199491,-0.125262,4.81502,2.95303,-0.0183729,-0.0539171,-0.863917,0.199491,-0.011686,6.94268,5.31778,0.00615081,-0.0935399,-0.85145,0.199491,-0.203263,5.12831,5.39538,-1.5225,0.729403,0.0738503,0.199645,-0.924537,7.45968,2.29335,-1.50077,0.714192,0.116158,0.199491,
6.1105,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86324,5.33808,2.62272,0.0128148,-0.10643,-2.42842,0.199491,2.4174,5.3075,3.16717,-0.0326608,-0.0739084,-2.41566,0.199491,-0.125068,4.8149,2.95294,-0.019707,-0.0527882,-0.863878,0.199491,-0.00741195,6.94049,5.30788,0.0071008,-0.0935991,-0.8519,0.199491,-0.200274,5.13546,5.39027,-1.52222,0.729697,0.0729342,0.199645,-0.923805,7.45961,2.29283,-1.50109,0.712689,0.115843,0.199491,
6.1206,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85906,5.33963,2.62137,0.0111128,-0.107196,-2.4287,0.199491,2.41449,5.31063,3.16338,-0.0320538,-0.07421,-2.41664,0.199491,-0.124848,4.81477,2.95284,-0.0212335,-0.0514931,-0.863832,0.199491,-0.00259447,6.93793,5.29668,0.00853775,-0.0939796,-0.852434,0.199491,-0.196946,5.14352,5.38451,-1.52192,0.729943,0.0718847,0.199645,-0.922996,7.45955,2.29227,-1.50144,0.711063,0.115495,0.199491,
6.1307,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85455,5.34127,2.61993,0.00945467,-0.107816,-2.42903,0.199491,2.41127,5.31397,3.15931,-0.0313436,-0.0744942,-2.41769,0.199491,-0.124627,4.81464,2.95273,-0.0227156,-0.0502367,-0.863792,0.199491,0.0025672,6.93508,5.2846,0.0094819,-0.0938648,-0.852938,0.199491,-0.19345,5.15218,5.37831,-1.52158,0.730277,0.0707498,0.199645,-0.922168,7.45947,2.29174,-1.50183,0.70923,0.115123,0.199491,
6.1408,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8499,5.34294,2.61847,0.00787633,-0.108299,-2.42937,0.199491,2.40783,5.3174,3.15513,-0.0305497,-0.0747496,-2.41878,0.199491,-0.124426,4.81452,2.95263,-0.0240638,-0.0490933,-0.863758,0.199491,0.00784828,6.93202,5.27208,0.0107456,-0.0939944,-0.853474,0.199491,-0.189947,5.16114,5.37191,-1.52122,0.730689,0.0695703,0.199645,-0.921378,7.45939,2.29124,-1.50221,0.707419,0.114754,0.199491,
6.1509,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84528,5.34459,2.61704,0.00649515,-0.10856,-2.42972,0.199491,2.40429,5.32079,3.15096,-0.0297461,-0.0750211,-2.41986,0.199491,-0.124266,4.8144,2.95253,-0.0252181,-0.0481116,-0.863735,0.199491,0.0130419,6.92888,5.25956,0.0123442,-0.094413,-0.854032,0.199491,-0.186575,5.17006,5.36554,-1.52087,0.73098,0.068376,0.199645,-0.920672,7.45932,2.29079,-1.50258,0.7056,0.114392,0.199491,
6.161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84087,5.34616,2.61566,0.00548799,-0.108438,-2.4301,0.199491,2.40079,5.32405,3.14695,-0.0288971,-0.0752222,-2.4209,0.199491,-0.124156,4.81428,2.95243,-0.0260429,-0.0474094,-0.863726,0.199491,0.0179839,6.92581,5.24748,0.0133321,-0.0943338,-0.854515,0.199491,-0.18344,5.17866,5.35941,-1.52052,0.731297,0.0672186,0.199645,-0.92007,7.45927,2.29038,-1.50294,0.703785,0.114044,0.199491,
6.1711,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83682,5.34761,2.61438,0.0048794,-0.107947,-2.43048,0.199491,2.39748,5.32707,3.14322,-0.0280486,-0.0753557,-2.42187,0.199491,-0.124095,4.81417,2.95234,-0.0265218,-0.0470018,-0.863733,0.199491,0.0225154,6.92295,5.23625,0.014457,-0.0944381,-0.85498,0.199491,-0.180618,5.18665,5.35372,-1.52019,0.731666,0.0661426,0.199645,-0.919574,7.45924,2.29,-1.50327,0.702138,0.113731,0.199491,
6.1812,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83325,5.34891,2.61322,0.00458385,-0.107226,-2.43085,0.199491,2.3945,5.32976,3.13988,-0.0273813,-0.075585,-2.42273,0.199491,-0.124068,4.81407,2.95224,-0.0267735,-0.0467875,-0.863749,0.199491,0.0265056,6.92042,5.22625,0.0157999,-0.0948253,-0.855428,0.199491,-0.178166,5.19376,5.34866,-1.51991,0.73187,0.0651749,0.199645,-0.91917,7.45925,2.28965,-1.50357,0.700543,0.113442,0.199491,
6.1913,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83025,5.35001,2.61224,0.00444155,-0.106493,-2.43118,0.199491,2.39198,5.33203,3.13706,-0.0268713,-0.075843,-2.42345,0.199491,-0.124054,4.81397,2.95216,-0.0269164,-0.0466666,-0.863767,0.199491,0.0298663,6.91831,5.21782,0.0164303,-0.0947161,-0.855764,0.199491,-0.176127,5.19977,5.34439,-1.51968,0.732044,0.0643552,0.199645,-0.918841,7.45927,2.28935,-1.50383,0.699174,0.113199,0.199491,
6.2014,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82788,5.35088,2.61146,0.00427763,-0.105979,-2.43143,0.199491,2.39002,5.33381,3.13485,-0.0264709,-0.0760388,-2.42402,0.199491,-0.124036,4.8139,2.95209,-0.0270949,-0.0465154,-0.863778,0.199491,0.0325105,6.91668,5.21124,0.0170227,-0.0947156,-0.85604,0.199491,-0.174531,5.20447,5.34106,-1.51949,0.73228,0.0637165,0.199645,-0.918571,7.45929,2.2891,-1.50403,0.698112,0.11301,0.199491,
6.2115,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82623,5.35149,2.61093,0.00407036,-0.105731,-2.43159,0.199491,2.38871,5.33504,3.13332,-0.0263342,-0.0763269,-2.4244,0.199491,-0.124005,4.81385,2.95204,-0.0274096,-0.0462474,-0.863777,0.199491,0.034362,6.91558,5.20671,0.0177866,-0.0950216,-0.856265,0.199491,-0.173403,5.2077,5.33876,-1.51937,0.732373,0.0632711,0.199645,-0.918354,7.45931,2.28892,-1.50419,0.69728,0.112867,0.199491,
6.2216,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82534,5.3518,2.61066,0.00380809,-0.10578,-2.43166,0.199491,2.38807,5.33567,3.13253,-0.0264288,-0.0766578,-2.42458,0.199491,-0.12396,4.81382,2.95202,-0.0278271,-0.0458919,-0.863765,0.199491,0.0353707,6.91502,5.20437,0.0178234,-0.0948709,-0.856347,0.199491,-0.172777,5.20938,5.33757,-1.51931,0.732418,0.0630394,0.199645,-0.918196,7.45933,2.28883,-1.50426,0.696912,0.112796,0.199491,
6.2317,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82526,5.35182,2.61067,0.00358485,-0.106024,-2.43164,0.199491,2.38811,5.3357,3.1325,-0.0265823,-0.0768246,-2.42458,0.199491,-0.123915,4.81382,2.95201,-0.0282607,-0.0455224,-0.863746,0.199491,0.0354883,6.91502,5.2043,0.0177125,-0.0947687,-0.856338,0.199491,-0.172679,5.20944,5.33753,-1.51931,0.732519,0.0630343,0.199645,-0.918119,7.45934,2.28882,-1.50427,0.696917,0.11279,0.199491,
6.2418,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.826,5.35154,2.61094,0.00350882,-0.10634,-2.43155,0.199491,2.38882,5.33512,3.13322,-0.0268389,-0.0768823,-2.42438,0.199491,-0.123892,4.81384,2.95203,-0.0286047,-0.045227,-0.863724,0.199491,0.0346784,6.9156,5.20649,0.017776,-0.0949915,-0.856275,0.199491,-0.173132,5.2079,5.33863,-1.51937,0.732469,0.0632466,0.199645,-0.918151,7.45934,2.28889,-1.50421,0.697227,0.112841,0.199491,
6.2519,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82757,5.35099,2.61146,0.0037523,-0.106524,-2.4314,0.199491,2.39016,5.33397,3.13467,-0.0271997,-0.0768475,-2.424,0.199491,-0.123902,4.81388,2.95206,-0.0287216,-0.0451242,-0.863708,0.199491,0.0329553,6.91674,5.21086,0.0171683,-0.0948037,-0.856079,0.199491,-0.174146,5.20481,5.34084,-1.5195,0.732302,0.0636696,0.199645,-0.918313,7.45934,2.28903,-1.50407,0.69801,0.112967,0.199491,
6.262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82993,5.35017,2.61221,0.00437685,-0.106488,-2.43121,0.199491,2.39207,5.33226,3.1368,-0.0275294,-0.0765793,-2.42346,0.199491,-0.12396,4.81394,2.95211,-0.0284714,-0.045334,-0.863704,0.199491,0.0303574,6.91841,5.21727,0.016355,-0.0945964,-0.855798,0.199491,-0.175709,5.20028,5.34408,-1.51968,0.732167,0.0642971,0.199645,-0.918614,7.45935,2.28922,-1.50388,0.699045,0.113146,0.199491,
6.2721,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.833,5.34911,2.61317,0.00537574,-0.106217,-2.43099,0.199491,2.39448,5.33007,3.13953,-0.0278977,-0.0761821,-2.42277,0.199491,-0.124068,4.81402,2.95216,-0.0279014,-0.0458144,-0.86371,0.199491,0.0269574,6.92054,5.2255,0.0157826,-0.0947384,-0.855481,0.199491,-0.177781,5.19444,5.34825,-1.51992,0.731911,0.0650991,0.199645,-0.919051,7.45936,2.28948,-1.50363,0.700311,0.113374,0.199491,
6.2822,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83667,5.34784,2.61431,0.00663989,-0.105808,-2.43073,0.199491,2.39731,5.32744,3.14279,-0.0284071,-0.0758065,-2.42194,0.199491,-0.124208,4.81411,2.95223,-0.0271,-0.046491,-0.863723,0.199491,0.0228824,6.92306,5.23531,0.0146532,-0.0945188,-0.855059,0.199491,-0.180309,5.18748,5.35323,-1.52021,0.731546,0.0660453,0.199645,-0.919604,7.45939,2.28979,-1.50332,0.70193,0.113661,0.199491,
