time,0_rod(payload_bars compound_T833sS).X,0_rod(payload_bars compound_T833sS).Y,0_rod(payload_bars compound_T833sS).Z,0_rod(payload_bars compound_T833sS).Euler1,0_rod(payload_bars compound_T833sS).Euler2,0_rod(payload_bars compound_T833sS).Euler3,0_rod(payload_bars compound_T833sS).mass,1_rod(payload_bars compound_T833sS).X,1_rod(payload_bars compound_T833sS).Y,1_rod(payload_bars compound_T833sS).Z,1_rod(payload_bars compound_T833sS).Euler1,1_rod(payload_bars compound_T833sS).Euler2,1_rod(payload_bars compound_T833sS).Euler3,1_rod(payload_bars compound_T833sS).mass,2_rod(payload_bars compound_T833sS).X,2_rod(payload_bars compound_T833sS).Y,2_rod(payload_bars compound_T833sS).Z,2_rod(payload_bars compound_T833sS).Euler1,2_rod(payload_bars compound_T833sS).Euler2,2_rod(payload_bars compound_T833sS).Euler3,2_rod(payload_bars compound_T833sS).mass,3_rod(payload_bars compound_T833sS).X,3_rod(payload_bars compound_T833sS).Y,3_rod(payload_bars compound_T833sS).Z,3_rod(payload_bars compound_T833sS).Euler1,3_rod(payload_bars compound_T833sS).Euler2,3_rod(payload_bars compound_T833sS).Euler3,3_rod(payload_bars compound_T833sS).mass,4_rod(sense_bar compound_T833sS).X,4_rod(sense_bar compound_T833sS).Y,4_rod(sense_bar compound_T833sS).Z,4_rod(sense_bar compound_T833sS).Euler1,4_rod(sense_bar compound_T833sS).Euler2,4_rod(sense_bar compound_T833sS).Euler3,4_rod(sense_bar compound_T833sS).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.3736,-0.766501,11.3049,-1.36112,-0.0317196,-0.0191394,-0.399965,0.24652,-0.766501,11.3049,-1.36112,-0.0317196,-0.0191394,-0.399965,0.24652,-0.766501,11.3049,-1.36112,-0.0317196,-0.0191394,-0.399965,0.24652,-0.766501,11.3049,-1.36112,-0.0317196,-0.0191394,-0.399965,0.24652,-0.766501,11.3049,-1.36112,-0.0317196,-0.0191394,-0.399965,0.24652,-1.49778,11.3141,-1.36202,-0.012773,0.0399637,-2.75228,0.0593527,-0.011948,11.2618,-1.33521,-0.0482006,-0.0466788,-2.75216,0.0593527,-0.774194,10.6001,-1.63223,-0.0123292,-0.0102556,-1.18976,0.0593527,-0.73405,11.9758,-1.06544,-0.055002,0.00684918,-1.18966,0.0593527,-0.764928,11.0101,-0.658425,-1.6131,-0.390311,0.0191311,0.0593527,-0.744174,11.5658,-2.03943,-1.61506,-0.44116,0.020683,0.0593527,
1.3837,-0.786283,11.3373,-1.39675,-0.0311686,-0.0376259,-0.575294,0.24652,-0.786283,11.3373,-1.39675,-0.0311686,-0.0376259,-0.575294,0.24652,-0.786283,11.3373,-1.39675,-0.0311686,-0.0376259,-0.575294,0.24652,-0.786283,11.3373,-1.39675,-0.0311686,-0.0376259,-0.575294,0.24652,-0.786283,11.3373,-1.39675,-0.0311686,-0.0376259,-0.575294,0.24652,-1.51758,11.3491,-1.40921,-0.0378159,-0.0426423,-2.92652,0.0593527,-0.0323309,11.2965,-1.35476,-0.0310544,-0.0111366,-2.9267,0.0593527,-0.795085,10.5963,-1.54171,0.0172112,-0.0315799,-1.3649,0.0593527,-0.753986,12.0492,-1.22178,0.00788441,-0.0296118,-1.36502,0.0593527,-0.795041,11.169,-0.653505,-1.63047,-0.589635,0.0438163,0.0593527,-0.754511,11.4762,-2.10981,-1.63283,-0.620342,0.0456836,0.0593527,
1.3938,-0.806185,11.3593,-1.4323,-0.0266771,-0.0550273,-0.749769,0.24652,-0.806185,11.3593,-1.4323,-0.0266771,-0.0550273,-0.749769,0.24652,-0.806185,11.3593,-1.4323,-0.0266771,-0.0550273,-0.749769,0.24652,-0.806185,11.3593,-1.4323,-0.0266771,-0.0550273,-0.749769,0.24652,-0.806185,11.3593,-1.4323,-0.0266771,-0.0550273,-0.749769,0.24652,-1.53713,11.3718,-1.45617,-0.0346309,-0.0848919,-3.10092,0.0593527,-0.0530834,11.3237,-1.37392,-0.0307051,0.00399001,-3.10108,0.0593527,-0.81772,10.6043,-1.44621,-0.0292911,-0.0397129,-1.53819,0.0593527,-0.771813,12.0908,-1.38329,0.0193713,-0.0412413,-1.54034,0.0593527,-0.824992,11.3232,-0.671405,-1.65518,-0.757905,0.0758888,0.0593527,-0.764766,11.3727,-2.15815,-1.65031,-0.701237,0.0732672,0.0593527,
1.4039,-0.826094,11.3713,-1.4675,-0.0204701,-0.0726235,-0.92382,0.24652,-0.826094,11.3713,-1.4675,-0.0204701,-0.0726235,-0.92382,0.24652,-0.826094,11.3713,-1.4675,-0.0204701,-0.0726235,-0.92382,0.24652,-0.826094,11.3713,-1.4675,-0.0204701,-0.0726235,-0.92382,0.24652,-0.826094,11.3713,-1.4675,-0.0204701,-0.0726235,-0.92382,0.24652,-1.55662,11.3818,-1.50271,-0.0327955,-0.0276243,3.00788,0.0593527,-0.0739545,11.3436,-1.39375,-0.0272113,-0.0698111,3.00761,0.0593527,-0.841922,10.6255,-1.35025,-0.0553704,-0.0617402,-1.71076,0.0593527,-0.7878,12.1,-1.54607,-0.0438488,-0.0601194,-1.71183,0.0593527,-0.854629,11.4677,-0.712123,-1.69038,-0.907989,0.119044,0.0593527,-0.775519,11.2577,-2.18406,-1.689,-0.895796,0.11857,0.0593527,
1.414,-0.84596,11.373,-1.50259,-0.0118211,-0.0886704,-1.09867,0.24652,-0.84596,11.373,-1.50259,-0.0118211,-0.0886704,-1.09867,0.24652,-0.84596,11.373,-1.50259,-0.0118211,-0.0886704,-1.09867,0.24652,-0.84596,11.373,-1.50259,-0.0118211,-0.0886704,-1.09867,0.24652,-0.84596,11.373,-1.50259,-0.0118211,-0.0886704,-1.09867,0.24652,-1.57596,11.3799,-1.5485,-0.0307385,-0.048022,2.83379,0.0593527,-0.0951237,11.3561,-1.4144,-0.00703701,-0.121787,2.83178,0.0593527,-0.8675,10.659,-1.25757,-0.00285548,-0.0693828,-1.8884,0.0593527,-0.802399,12.0768,-1.70556,-0.0420877,-0.0821733,-1.8854,0.0593527,-0.88354,11.5993,-0.775831,-1.76131,-1.0915,0.196064,0.0593527,-0.78703,11.1364,-2.18741,-1.7905,-1.14824,0.222945,0.0593527,
1.4241,-0.86589,11.3647,-1.53685,0.00035659,-0.103168,-1.27417,0.24652,-0.86589,11.3647,-1.53685,0.00035659,-0.103168,-1.27417,0.24652,-0.86589,11.3647,-1.53685,0.00035659,-0.103168,-1.27417,0.24652,-0.86589,11.3647,-1.53685,0.00035659,-0.103168,-1.27417,0.24652,-0.86589,11.3647,-1.53685,0.00035659,-0.103168,-1.27417,0.24652,-1.59505,11.3658,-1.59403,0.00924882,-0.132203,2.65584,0.0593527,-0.116206,11.3603,-1.43731,-0.0134289,-0.0894883,2.65836,0.0593527,-0.894615,10.704,-1.17213,0.0316267,-0.0686759,-2.06536,0.0593527,-0.815691,12.0223,-1.85874,0.0278467,-0.0706902,-2.06544,0.0593527,-0.911436,11.714,-0.861123,-1.92646,-1.27356,0.366626,0.0593527,-0.799409,11.0123,-2.16966,-1.92127,-1.26774,0.362284,0.0593527,
1.4342,-0.885674,11.3461,-1.57095,0.0152203,-0.115164,-1.45016,0.24652,-0.885674,11.3461,-1.57095,0.0152203,-0.115164,-1.45016,0.24652,-0.885674,11.3461,-1.57095,0.0152203,-0.115164,-1.45016,0.24652,-0.885674,11.3461,-1.57095,0.0152203,-0.115164,-1.45016,0.24652,-0.885674,11.3461,-1.57095,0.0152203,-0.115164,-1.45016,0.24652,-1.61413,11.3399,-1.63762,0.0141024,-0.123833,2.4812,0.0593527,-0.137506,11.3567,-1.46178,-0.0249148,-0.073163,2.48504,0.0593527,-0.923322,10.7592,-1.09739,0.00324833,-0.104963,-2.23766,0.0593527,-0.827692,11.9376,-2.0014,0.0379733,-0.0776326,-2.24109,0.0593527,-0.938301,11.8078,-0.967071,-2.32501,-1.40095,0.772854,0.0593527,-0.812909,10.8895,-2.13209,-2.15237,-1.36028,0.603873,0.0593527,
1.4443,-0.905634,11.3177,-1.60484,0.0322804,-0.124959,-1.62643,0.24652,-0.905634,11.3177,-1.60484,0.0322804,-0.124959,-1.62643,0.24652,-0.905634,11.3177,-1.60484,0.0322804,-0.124959,-1.62643,0.24652,-0.905634,11.3177,-1.60484,0.0322804,-0.124959,-1.62643,0.24652,-0.905634,11.3177,-1.60484,0.0322804,-0.124959,-1.62643,0.24652,-1.63307,11.3024,-1.67922,-0.0163004,-0.0891975,2.31037,0.0593527,-0.158867,11.3449,-1.48834,0.0199243,-0.122141,2.30655,0.0593527,-0.9528,10.822,-1.03707,-0.00062429,-0.138028,-2.41104,0.0593527,-0.838308,11.8254,-2.13055,0.00474195,-0.132088,-2.41191,0.0593527,-0.963711,11.8773,-1.09073,2.83871,-1.43494,1.89969,0.0593527,-0.827828,10.7699,-2.07674,2.70423,-1.42645,2.03344,0.0593527,
1.4544,-0.925524,11.2793,-1.63819,0.0506009,-0.131685,-1.80259,0.24652,-0.925524,11.2793,-1.63819,0.0506009,-0.131685,-1.80259,0.24652,-0.925524,11.2793,-1.63819,0.0506009,-0.131685,-1.80259,0.24652,-0.925524,11.2793,-1.63819,0.0506009,-0.131685,-1.80259,0.24652,-0.925524,11.2793,-1.63819,0.0506009,-0.131685,-1.80259,0.24652,-1.65206,11.2535,-1.71932,0.0323463,-0.127581,2.13103,0.0593527,-0.180402,11.3243,-1.51752,0.0727817,-0.15243,2.12539,0.0593527,-0.982873,10.89,-0.993753,0.0445892,-0.111438,-2.59062,0.0593527,-0.848341,11.6878,-2.2429,0.0253557,-0.142403,-2.58836,0.0593527,-0.987462,11.9199,-1.23013,2.11928,-1.29358,2.62431,0.0593527,-0.84446,10.6578,-2.00651,2.05135,-1.25432,2.68993,0.0593527,
1.4645,-0.945464,11.2312,-1.67113,0.0698136,-0.13533,-1.97896,0.24652,-0.945464,11.2312,-1.67113,0.0698136,-0.13533,-1.97896,0.24652,-0.945464,11.2312,-1.67113,0.0698136,-0.13533,-1.97896,0.24652,-0.945464,11.2312,-1.67113,0.0698136,-0.13533,-1.97896,0.24652,-0.945464,11.2312,-1.67113,0.0698136,-0.13533,-1.97896,0.24652,-1.67082,11.1934,-1.75714,0.0991821,-0.153333,1.94749,0.0593527,-0.20169,11.2941,-1.54939,0.0579727,-0.137072,1.95346,0.0593527,-1.01366,10.9599,-0.969659,0.0709232,-0.0902882,-2.76803,0.0593527,-0.858086,11.528,-2.33667,0.0703194,-0.0918034,-2.76814,0.0593527,-1.00959,11.9331,-1.38151,1.94004,-1.1276,2.81046,0.0593527,-0.86256,10.5547,-1.92501,1.96758,-1.15794,2.78596,0.0593527,
1.4746,-0.96539,11.1732,-1.70374,0.0902032,-0.13575,-2.15621,0.24652,-0.96539,11.1732,-1.70374,0.0902032,-0.13575,-2.15621,0.24652,-0.96539,11.1732,-1.70374,0.0902032,-0.13575,-2.15621,0.24652,-0.96539,11.1732,-1.70374,0.0902032,-0.13575,-2.15621,0.24652,-0.96539,11.1732,-1.70374,0.0902032,-0.13575,-2.15621,0.24652,-1.68976,11.1229,-1.7924,0.0670759,-0.136954,1.77819,0.0593527,-0.223108,11.2542,-1.58433,0.0366132,-0.130281,1.78224,0.0593527,-1.04468,11.028,-0.967011,0.0741918,-0.135761,-2.94287,0.0593527,-0.86738,11.3496,-2.40933,0.0821993,-0.0960802,-2.94416,0.0593527,-1.03009,11.9149,-1.54156,1.87172,-0.979437,2.88821,0.0593527,-0.882266,10.4629,-1.8353,1.88782,-1.00991,2.87538,0.0593527,
1.4847,-0.985323,11.1053,-1.73634,0.110436,-0.13205,-2.3333,0.24652,-0.985323,11.1053,-1.73634,0.110436,-0.13205,-2.3333,0.24652,-0.985323,11.1053,-1.73634,0.110436,-0.13205,-2.3333,0.24652,-0.985323,11.1053,-1.73634,0.110436,-0.13205,-2.3333,0.24652,-0.985323,11.1053,-1.73634,0.110436,-0.13205,-2.3333,0.24652,-1.70866,11.0426,-1.82503,0.0555678,-0.136198,1.60591,0.0593527,-0.244382,11.2047,-1.62191,0.0892263,-0.137473,1.60133,0.0593527,-1.07565,11.0906,-0.986687,0.0940072,-0.1616,-3.11963,0.0593527,-0.8767,11.1566,-2.46032,0.0941349,-0.155736,-3.11964,0.0593527,-1.04885,11.8642,-1.70592,1.82396,-0.802271,2.94403,0.0593527,-0.903872,10.3828,-1.74069,1.81391,-0.763257,2.95162,0.0593527,
1.4948,-1.00542,11.028,-1.76842,0.129649,-0.124861,-2.50925,0.24652,-1.00542,11.028,-1.76842,0.129649,-0.124861,-2.50925,0.24652,-1.00542,11.028,-1.76842,0.129649,-0.124861,-2.50925,0.24652,-1.00542,11.028,-1.76842,0.129649,-0.124861,-2.50925,0.24652,-1.00542,11.028,-1.76842,0.129649,-0.124861,-2.50925,0.24652,-1.72766,10.9518,-1.85552,0.139369,-0.129932,1.42065,0.0593527,-0.265729,11.144,-1.66236,0.155389,-0.127374,1.4186,0.0593527,-1.10579,11.1438,-1.02902,0.111886,-0.113564,2.98731,0.0593527,-0.886284,10.9523,-2.48859,0.116995,-0.146059,2.98635,0.0593527,-1.06564,11.7806,-1.87151,1.79263,-0.610354,2.98258,0.0593527,-0.927174,10.3155,-1.64632,1.78966,-0.590176,2.98496,0.0593527,
1.5049,-1.02537,10.9409,-1.80042,0.147534,-0.115156,-2.68502,0.24652,-1.02537,10.9409,-1.80042,0.147534,-0.115156,-2.68502,0.24652,-1.02537,10.9409,-1.80042,0.147534,-0.115156,-2.68502,0.24652,-1.02537,10.9409,-1.80042,0.147534,-0.115156,-2.68502,0.24652,-1.02537,10.9409,-1.80042,0.147534,-0.115156,-2.68502,0.24652,-1.74668,10.8521,-1.88335,0.169355,-0.114305,1.24304,0.0593527,-0.286697,11.0723,-1.70541,0.149874,-0.120871,1.24533,0.0593527,-1.13567,11.1838,-1.09398,0.119696,-0.0818654,2.81176,0.0593527,-0.896997,10.7409,-2.49478,0.119821,-0.0822377,2.81166,0.0593527,-1.08107,11.6643,-2.0335,1.778,-0.447683,3.00855,0.0593527,-0.951931,10.2601,-1.55541,1.78504,-0.490334,3.0059,0.0593527,
1.515,-1.04547,10.8442,-1.83233,0.164397,-0.102229,-2.86143,0.24652,-1.04547,10.8442,-1.83233,0.164397,-0.102229,-2.86143,0.24652,-1.04547,10.8442,-1.83233,0.164397,-0.102229,-2.86143,0.24652,-1.04547,10.8442,-1.83233,0.164397,-0.102229,-2.86143,0.24652,-1.04547,10.8442,-1.83233,0.164397,-0.102229,-2.86143,0.24652,-1.7659,10.7435,-1.9088,0.127428,-0.12867,1.07427,0.0593527,-0.307608,10.9886,-1.75113,0.123949,-0.13029,1.07471,0.0593527,-1.16444,11.2061,-1.18033,0.152052,-0.112292,2.63433,0.0593527,-0.908245,10.5264,-2.47947,0.133683,-0.0793483,2.63579,0.0593527,-1.09504,11.5161,-2.18834,1.76882,-0.288789,3.03085,0.0593527,-0.97795,10.2163,-1.47187,1.77032,-0.295759,3.03109,0.0593527,
1.5251,-1.06548,10.7377,-1.86424,0.178014,-0.0857703,-3.03695,0.24652,-1.06548,10.7377,-1.86424,0.178014,-0.0857703,-3.03695,0.24652,-1.06548,10.7377,-1.86424,0.178014,-0.0857703,-3.03695,0.24652,-1.06548,10.7377,-1.86424,0.178014,-0.0857703,-3.03695,0.24652,-1.06548,10.7377,-1.86424,0.178014,-0.0857703,-3.03695,0.24652,-1.78531,10.6266,-1.93219,0.153443,-0.112737,0.897387,0.0593527,-0.328297,10.8933,-1.79903,0.157141,-0.110042,0.89698,0.0593527,-1.19214,11.2076,-1.28681,0.183465,-0.11724,2.45707,0.0593527,-0.92068,10.3124,-2.44447,0.180354,-0.113453,2.45739,0.0593527,-1.10777,11.3379,-2.33202,1.76055,-0.0986098,3.05159,0.0593527,-1.00551,10.1822,-1.39889,1.75727,-0.0557843,3.05238,0.0593527,
1.5352,-1.0857,10.6219,-1.89612,0.188284,-0.0672192,3.07222,0.24652,-1.0857,10.6219,-1.89612,0.188284,-0.0672192,3.07222,0.24652,-1.0857,10.6219,-1.89612,0.188284,-0.0672192,3.07222,0.24652,-1.0857,10.6219,-1.89612,0.188284,-0.0672192,3.07222,0.24652,-1.0857,10.6219,-1.89612,0.188284,-0.0672192,3.07222,0.24652,-1.80477,10.5011,-1.95367,0.210542,-0.0519914,0.718622,0.0593527,-0.348886,10.7854,-1.8486,0.206914,-0.055867,0.718823,0.0593527,-1.21816,11.1851,-1.41086,0.167835,-0.0701418,2.28471,0.0593527,-0.934377,10.1018,-2.39139,0.19126,-0.0903297,2.28258,0.0593527,-1.11916,11.1314,-2.46176,1.7572,0.083976,3.07042,0.0593527,-1.03398,10.1553,-1.34076,1.75809,0.0808455,3.07114,0.0593527,
1.5453,-1.10578,10.4962,-1.92806,0.196345,-0.0474414,2.89808,0.24652,-1.10578,10.4962,-1.92806,0.196345,-0.0474414,2.89808,0.24652,-1.10578,10.4962,-1.92806,0.196345,-0.0474414,2.89808,0.24652,-1.10578,10.4962,-1.92806,0.196345,-0.0474414,2.89808,0.24652,-1.10578,10.4962,-1.92806,0.196345,-0.0474414,2.89808,0.24652,-1.82453,10.3682,-1.97381,0.201108,-0.0516544,0.545311,0.0593527,-0.369148,10.6649,-1.89961,0.206667,-0.042546,0.545046,0.0593527,-1.24278,11.1354,-1.55019,0.155633,-0.0411487,2.11077,0.0593527,-0.949932,9.89781,-2.32325,0.155248,-0.0409225,2.11065,0.0593527,-1.13005,10.8998,-2.57404,1.75928,0.240124,3.09001,0.0593527,-1.06312,10.1332,-1.29948,1.76197,0.200836,3.09123,0.0593527,
1.5554,-1.12593,10.361,-1.96022,0.201373,-0.026091,2.72334,0.24652,-1.12593,10.361,-1.96022,0.201373,-0.026091,2.72334,0.24652,-1.12593,10.361,-1.96022,0.201373,-0.026091,2.72334,0.24652,-1.12593,10.361,-1.96022,0.201373,-0.026091,2.72334,0.24652,-1.12593,10.361,-1.96022,0.201373,-0.026091,2.72334,0.24652,-1.84439,10.2278,-1.99279,0.18644,-0.0795279,0.372598,0.0593527,-0.389095,10.531,-1.95147,0.190181,-0.0694677,0.372314,0.0593527,-1.26593,11.0563,-1.70082,0.197574,-0.0413367,1.93483,0.0593527,-0.966982,9.70277,-2.24342,0.164571,-0.0287522,1.93584,0.0593527,-1.14047,10.6461,-2.66677,1.76402,0.411864,3.11137,0.0593527,-1.09264,10.1127,-1.27755,1.76415,0.426181,3.11196,0.0593527,
1.5655,-1.14612,10.2159,-1.9926,0.201365,-0.00377936,2.54944,0.24652,-1.14612,10.2159,-1.9926,0.201365,-0.00377936,2.54944,0.24652,-1.14612,10.2159,-1.9926,0.201365,-0.00377936,2.54944,0.24652,-1.14612,10.2159,-1.9926,0.201365,-0.00377936,2.54944,0.24652,-1.14612,10.2159,-1.9926,0.201365,-0.00377936,2.54944,0.24652,-1.86464,10.0799,-2.01092,0.204504,-0.0175067,0.19795,0.0593527,-0.408965,10.3843,-2.0037,0.19959,-0.0428098,0.198097,0.0593527,-1.2871,10.9458,-1.85983,0.223681,-0.0240982,1.7605,0.0593527,-0.985411,9.51859,-2.15505,0.219147,-0.0232247,1.76043,0.0593527,-1.15057,10.3742,-2.7381,1.77327,0.604417,3.13551,0.0593527,-1.12255,10.0904,-1.27679,1.77393,0.638299,3.13656,0.0593527,
1.5756,-1.16632,10.0614,-2.02524,0.197217,0.0178572,2.37629,0.24652,-1.16632,10.0614,-2.02524,0.197217,0.0178572,2.37629,0.24652,-1.16632,10.0614,-2.02524,0.197217,0.0178572,2.37629,0.24652,-1.16632,10.0614,-2.02524,0.197217,0.0178572,2.37629,0.24652,-1.16632,10.0614,-2.02524,0.197217,0.0178572,2.37629,0.24652,-1.88485,9.92456,-2.02888,0.204753,0.0470313,0.0240893,0.0593527,-0.428535,10.2246,-2.05595,0.204232,0.0333009,0.0240752,0.0593527,-1.30673,10.8034,-2.02335,0.184135,0.00261675,1.58704,0.0593527,-1.00586,9.34607,-2.06168,0.21376,0.00213866,1.58696,0.0593527,-1.1607,10.0873,-2.7868,1.79111,0.773267,-3.11665,0.0593527,-1.15231,10.0617,-1.29818,1.79107,0.752291,-3.11618,0.0593527,
1.5857,-1.18658,9.89682,-2.05814,0.190667,0.0393602,2.20227,0.24652,-1.18658,9.89682,-2.05814,0.190667,0.0393602,2.20227,0.24652,-1.18658,9.89682,-2.05814,0.190667,0.0393602,2.20227,0.24652,-1.18658,9.89682,-2.05814,0.190667,0.0393602,2.20227,0.24652,-1.18658,9.89682,-2.05814,0.190667,0.0393602,2.20227,0.24652,-1.90546,9.76221,-2.04737,0.200512,0.0165017,-0.149734,0.0593527,-0.448003,10.0516,-2.10736,0.194734,0.0549683,-0.149947,0.0593527,-1.32433,10.6279,-2.18712,0.157531,0.0182924,1.41239,0.0593527,-1.02786,9.1861,-1.96761,0.156668,0.0181478,1.41217,0.0593527,-1.17134,9.79015,-2.81257,1.82028,0.930053,-3.07475,0.0593527,-1.18147,10.0237,-1.34218,1.81865,0.903769,-3.07526,0.0593527,
1.5958,-1.20666,9.72258,-2.09141,0.180691,0.0597437,2.02742,0.24652,-1.20666,9.72258,-2.09141,0.180691,0.0597437,2.02742,0.24652,-1.20666,9.72258,-2.09141,0.180691,0.0597437,2.02742,0.24652,-1.20666,9.72258,-2.09141,0.180691,0.0597437,2.02742,0.24652,-1.20666,9.72258,-2.09141,0.180691,0.0597437,2.02742,0.24652,-1.9261,9.59266,-2.06665,0.202098,0.0132378,-0.323209,0.0593527,-0.466982,9.86549,-2.15739,0.197833,0.0254893,-0.323294,0.0593527,-1.341,10.4203,-2.34716,0.186289,0.0451874,1.23916,0.0593527,-1.05175,9.03799,-1.87691,0.154863,0.0343516,1.23787,0.0593527,-1.18283,9.4862,-2.81553,1.87957,1.11143,-3.00334,0.0593527,-1.21002,9.97204,-1.40841,1.88986,1.13926,-2.99366,0.0593527,
1.6059,-1.22701,9.53824,-2.12512,0.16591,0.0776966,1.8529,0.24652,-1.22701,9.53824,-2.12512,0.16591,0.0776966,1.8529,0.24652,-1.22701,9.53824,-2.12512,0.16591,0.0776966,1.8529,0.24652,-1.22701,9.53824,-2.12512,0.16591,0.0776966,1.8529,0.24652,-1.22701,9.53824,-2.12512,0.16591,0.0776966,1.8529,0.24652,-1.94711,9.41577,-2.08675,0.167283,0.0873307,-0.498744,0.0593527,-0.486148,9.66692,-2.20558,0.191453,0.0432075,-0.497172,0.0593527,-1.35559,10.1811,-2.49983,0.194722,0.0756324,1.06631,0.0593527,-1.07633,8.90148,-1.79293,0.190457,0.0732887,1.06572,0.0593527,-1.19502,9.17975,-2.79686,2.02291,1.29135,-2.84898,0.0593527,-1.2376,9.90294,-1.4961,2.04653,1.3087,-2.82544,0.0593527,
1.616,-1.24712,9.34423,-2.15919,0.148119,0.0923982,1.67821,0.24652,-1.24712,9.34423,-2.15919,0.148119,0.0923982,1.67821,0.24652,-1.24712,9.34423,-2.15919,0.148119,0.0923982,1.67821,0.24652,-1.24712,9.34423,-2.15919,0.148119,0.0923982,1.67821,0.24652,-1.24712,9.34423,-2.15919,0.148119,0.0923982,1.67821,0.24652,-1.96802,9.23083,-2.10876,0.141728,0.111409,-0.674924,0.0593527,-0.504939,9.45582,-2.25204,0.148869,0.102241,-0.674157,0.0593527,-1.36945,9.91209,-2.6417,0.148675,0.0729578,0.889044,0.0593527,-1.10286,8.77467,-1.71937,0.170821,0.090845,0.890749,0.0593527,-1.20855,8.87408,-2.75768,2.44951,1.42657,-2.41022,0.0593527,-1.26409,9.81235,-1.60304,2.33024,1.40257,-2.52762,0.0593527,
1.6261,-1.26744,9.13996,-2.19356,0.128486,0.105354,1.50232,0.24652,-1.26744,9.13996,-2.19356,0.128486,0.105354,1.50232,0.24652,-1.26744,9.13996,-2.19356,0.128486,0.105354,1.50232,0.24652,-1.26744,9.13996,-2.19356,0.128486,0.105354,1.50232,0.24652,-1.26744,9.13996,-2.19356,0.128486,0.105354,1.50232,0.24652,-1.98918,9.03804,-2.13303,0.163862,0.0827697,-0.846324,0.0593527,-0.523878,9.23271,-2.2956,0.119208,0.121959,-0.850897,0.0593527,-1.3817,9.61555,-2.76887,0.117607,0.068916,0.712658,0.0593527,-1.12999,8.65546,-1.65976,0.117325,0.0685819,0.712467,0.0593527,-1.22341,8.57301,-2.70088,-2.50068,1.44599,-1.06541,0.0593527,-1.28897,9.69792,-1.72772,-2.57532,1.44972,-1.13866,0.0593527,
1.6362,-1.28745,8.92573,-2.22838,0.106887,0.115007,1.32592,0.24652,-1.28745,8.92573,-2.22838,0.106887,0.115007,1.32592,0.24652,-1.28745,8.92573,-2.22838,0.106887,0.115007,1.32592,0.24652,-1.28745,8.92573,-2.22838,0.106887,0.115007,1.32592,0.24652,-1.28745,8.92573,-2.22838,0.106887,0.115007,1.32592,0.24652,-2.01035,8.83704,-2.15975,0.139992,0.101411,-1.02193,0.0593527,-0.542388,8.99799,-2.33594,0.133907,0.104969,-1.02256,0.0593527,-1.39398,9.29419,-2.87887,0.119979,0.106358,0.538851,0.0593527,-1.15843,8.54092,-1.61694,0.103762,0.0793042,0.537296,0.0593527,-1.24004,8.27896,-2.62874,-1.89025,1.29136,-0.443695,0.0593527,-1.31248,9.55617,-1.86701,-1.84514,1.26117,-0.400133,0.0593527,
1.6463,-1.30777,8.70111,-2.26355,0.0830816,0.11955,1.14996,0.24652,-1.30777,8.70111,-2.26355,0.0830816,0.11955,1.14996,0.24652,-1.30777,8.70111,-2.26355,0.0830816,0.11955,1.14996,0.24652,-1.30777,8.70111,-2.26355,0.0830816,0.11955,1.14996,0.24652,-1.30777,8.70111,-2.26355,0.0830816,0.11955,1.14996,0.24652,-2.03165,8.62755,-2.189,0.0655695,0.132528,-1.20431,0.0593527,-0.561279,8.75255,-2.37319,0.127663,0.10867,-1.19684,0.0593527,-1.40512,8.95114,-2.96948,0.106011,0.135459,0.363836,0.0593527,-1.18653,8.42858,-1.59299,0.104031,0.130316,0.36331,0.0593527,-1.25807,7.99463,-2.54484,-1.74776,1.12259,-0.28922,0.0593527,-1.33422,9.38502,-2.01769,-1.74806,1.12024,-0.288724,0.0593527,
