time,0_rod(payload_bars compound_3).X,0_rod(payload_bars compound_3).Y,0_rod(payload_bars compound_3).Z,0_rod(payload_bars compound_3).Euler1,0_rod(payload_bars compound_3).Euler2,0_rod(payload_bars compound_3).Euler3,0_rod(payload_bars compound_3).mass,1_rod(payload_bars compound_3).X,1_rod(payload_bars compound_3).Y,1_rod(payload_bars compound_3).Z,1_rod(payload_bars compound_3).Euler1,1_rod(payload_bars compound_3).Euler2,1_rod(payload_bars compound_3).Euler3,1_rod(payload_bars compound_3).mass,2_rod(payload_bars compound_3).X,2_rod(payload_bars compound_3).Y,2_rod(payload_bars compound_3).Z,2_rod(payload_bars compound_3).Euler1,2_rod(payload_bars compound_3).Euler2,2_rod(payload_bars compound_3).Euler3,2_rod(payload_bars compound_3).mass,3_rod(payload_bars compound_3).X,3_rod(payload_bars compound_3).Y,3_rod(payload_bars compound_3).Z,3_rod(payload_bars compound_3).Euler1,3_rod(payload_bars compound_3).Euler2,3_rod(payload_bars compound_3).Euler3,3_rod(payload_bars compound_3).mass,4_rod(payload_bars compound_3).X,4_rod(payload_bars compound_3).Y,4_rod(payload_bars compound_3).Z,4_rod(payload_bars compound_3).Euler1,4_rod(payload_bars compound_3).Euler2,4_rod(payload_bars compound_3).Euler3,4_rod(payload_bars compound_3).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
23.937,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.48033,4.09143,15.7939,0.722923,0.731417,1.48894,0.199491,1.59058,6.89705,10.6369,0.757813,0.816091,1.42305,0.199491,-0.0945467,6.46761,13.005,0.699631,0.806959,3.01144,0.199491,-1.5028,4.6163,10.3545,0.715175,0.82377,2.88506,0.199491,-2.10805,6.41172,11.3482,0.923764,-0.731295,-1.76533,0.199645,0.332822,3.63178,12.3741,0.949869,-0.758522,-1.8056,0.199491,
23.9471,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47945,4.09126,15.7934,0.723181,0.731571,1.48926,0.199491,1.59201,6.89635,10.6386,0.75646,0.81572,1.42249,0.199491,-0.0928512,6.46693,13.0042,0.70038,0.800448,3.01228,0.199491,-1.50059,4.61919,10.3552,0.714823,0.823125,2.88543,0.199491,-2.10492,6.41235,11.3481,0.922915,-0.731653,-1.76514,0.199645,0.333176,3.63184,12.3744,0.950599,-0.758494,-1.80617,0.199491,
23.9572,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47867,4.09104,15.7931,0.72257,0.731632,1.48898,0.199491,1.59397,6.89594,10.6406,0.755945,0.815335,1.42259,0.199491,-0.0907159,6.46641,13.0036,0.699012,0.804636,3.0116,0.199491,-1.49794,4.62262,10.3559,0.714324,0.822487,2.88579,0.199491,-2.1011,6.41334,11.3479,0.923136,-0.731955,-1.76573,0.199645,0.333844,3.63197,12.3751,0.951293,-0.758546,-1.80675,0.199491,
23.9673,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47802,4.0908,15.7928,0.722388,0.731695,1.48898,0.199491,1.59641,6.89582,10.6431,0.75579,0.814909,1.423,0.199491,-0.0882124,6.46616,13.0032,0.698086,0.805864,3.01128,0.199491,-1.49485,4.62656,10.3566,0.713719,0.821752,2.88618,0.199491,-2.09678,6.41482,11.3478,0.922191,-0.732519,-1.76562,0.199645,0.334736,3.63221,12.3759,0.952335,-0.758608,-1.8076,0.199491,
23.9774,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47751,4.09056,15.7927,0.722171,0.73173,1.48893,0.199491,1.59933,6.89602,10.6458,0.754009,0.81424,1.42226,0.199491,-0.085359,6.4661,13.003,0.698562,0.799123,3.01196,0.199491,-1.49138,4.63095,10.3573,0.713069,0.820805,2.88661,0.199491,-2.09197,6.41672,11.3476,0.921274,-0.733167,-1.76558,0.199645,0.335881,3.63254,12.3771,0.953395,-0.758735,-1.80849,0.199491,
23.9875,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47713,4.09027,15.7927,0.721102,0.731666,1.4883,0.199491,1.6027,6.89653,10.6489,0.753564,0.813626,1.42253,0.199491,-0.0821534,6.46624,13.003,0.697067,0.802449,3.01123,0.199491,-1.48759,4.63571,10.3579,0.712229,0.820073,2.88697,0.199491,-2.08665,6.41893,11.3474,0.921417,-0.733744,-1.76628,0.199645,0.337319,3.63292,12.3784,0.9535,-0.759098,-1.80877,0.199491,
23.9976,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47688,4.08993,15.7928,0.720372,0.731596,1.48789,0.199491,1.60647,6.89731,10.6521,0.752808,0.812925,1.4226,0.199491,-0.0786563,6.46664,13.0033,0.695795,0.804162,3.01068,0.199491,-1.48351,4.64079,10.3585,0.71124,0.819475,2.88728,0.199491,-2.08101,6.42155,11.3472,0.920491,-0.734548,-1.76632,0.199645,0.338943,3.63338,12.38,0.953593,-0.759519,-1.80906,0.199491,
24.0077,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47675,4.08959,15.7929,0.719883,0.731516,1.48763,0.199491,1.61063,6.89833,10.6556,0.750721,0.812043,1.42173,0.199491,-0.0749132,6.46719,13.0038,0.696085,0.797231,3.01126,0.199491,-1.4792,4.64612,10.3591,0.710353,0.818382,2.88771,0.199491,-2.07509,6.42448,11.347,0.919582,-0.735407,-1.76641,0.199645,0.340734,3.63389,12.3817,0.954244,-0.759889,-1.80976,0.199491,
24.0178,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47675,4.0892,15.7932,0.718873,0.731367,1.48701,0.199491,1.61506,6.89954,10.6592,0.75014,0.811266,1.42196,0.199491,-0.0709411,6.46787,13.0045,0.694643,0.799242,3.01058,0.199491,-1.47472,4.65163,10.3596,0.709393,0.817321,2.88811,0.199491,-2.06889,6.42759,11.3468,0.919611,-0.73618,-1.76714,0.199645,0.342734,3.6344,12.3836,0.954309,-0.760404,-1.81009,0.199491,
24.0279,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47685,4.08881,15.7936,0.71806,0.731212,1.4865,0.199491,1.61967,6.90091,10.6629,0.748958,0.810397,1.42176,0.199491,-0.0668673,6.46872,13.0053,0.693013,0.802025,3.00978,0.199491,-1.4701,4.65729,10.3601,0.708405,0.816203,2.88852,0.199491,-2.06254,6.4309,11.3466,0.918768,-0.73712,-1.76731,0.199645,0.344807,3.63498,12.3856,0.955022,-0.760836,-1.81088,0.199491,
24.038,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47702,4.08845,15.7939,0.717351,0.731057,1.48606,0.199491,1.62437,6.90242,10.6668,0.746863,0.809411,1.42091,0.199491,-0.062761,6.46963,13.0062,0.693164,0.795314,3.01025,0.199491,-1.46537,4.66305,10.3607,0.707414,0.815023,2.88895,0.199491,-2.05612,6.43434,11.3464,0.917893,-0.738091,-1.76748,0.199645,0.346933,3.6356,12.3877,0.95583,-0.761274,-1.81174,0.199491,
24.0481,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47723,4.08809,15.7943,0.715912,0.73084,1.48511,0.199491,1.62908,6.904,10.6707,0.746375,0.808566,1.4212,0.199491,-0.0586279,6.47053,13.0072,0.692053,0.795276,3.00978,0.199491,-1.46063,4.6688,10.3612,0.706363,0.813992,2.88934,0.199491,-2.04961,6.43776,11.3462,0.917821,-0.73896,-1.76817,0.199645,0.349139,3.63623,12.3898,0.956278,-0.761788,-1.81235,0.199491,
24.0582,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47747,4.08773,15.7948,0.714741,0.730636,1.48435,0.199491,1.63375,6.90555,10.6746,0.745088,0.80764,1.42092,0.199491,-0.0545527,6.47147,13.0082,0.690155,0.799387,3.00876,0.199491,-1.45589,4.67453,10.3618,0.705367,0.812832,2.88976,0.199491,-2.04315,6.44117,11.346,0.917301,-0.739894,-1.76856,0.199645,0.351298,3.63687,12.392,0.957593,-0.762147,-1.81357,0.199491,
24.0683,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47768,4.08738,15.7952,0.714,0.730472,1.48387,0.199491,1.63833,6.90704,10.6785,0.743182,0.806672,1.42018,0.199491,-0.0505612,6.47235,13.0091,0.69009,0.793983,3.00906,0.199491,-1.45122,4.68017,10.3624,0.704459,0.811504,2.89023,0.199491,-2.03684,6.44451,11.3459,0.91628,-0.740883,-1.76861,0.199645,0.353387,3.63749,12.3941,0.958936,-0.762485,-1.81479,0.199491,
24.0784,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47782,4.08701,15.7955,0.712582,0.730268,1.48296,0.199491,1.64276,6.90841,10.6823,0.742779,0.805884,1.42052,0.199491,-0.0466454,6.47308,13.0101,0.689566,0.791198,3.00901,0.199491,-1.44668,4.68563,10.363,0.703527,0.810376,2.89065,0.199491,-2.03064,6.44765,11.3458,0.916083,-0.741721,-1.76918,0.199645,0.355436,3.63806,12.3962,0.959679,-0.762906,-1.8156,0.199491,
24.0885,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47789,4.08663,15.7959,0.711226,0.730081,1.48209,0.199491,1.64696,6.90959,10.6859,0.74144,0.805038,1.42017,0.199491,-0.0428942,6.47375,13.0108,0.687641,0.795989,3.00797,0.199491,-1.4423,4.69087,10.3637,0.70265,0.809252,2.89107,0.199491,-2.02467,6.45058,11.3457,0.915851,-0.74252,-1.76971,0.199645,0.35734,3.63859,12.3981,0.961062,-0.763176,-1.81683,0.199491,
24.0986,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47787,4.0863,15.7961,0.710412,0.729962,1.4816,0.199491,1.65089,6.91056,10.6894,0.7397,0.804205,1.41951,0.199491,-0.0393673,6.47428,13.0115,0.687149,0.793539,3.00795,0.199491,-1.4381,4.69588,10.3644,0.701876,0.808028,2.89153,0.199491,-2.01903,6.45329,11.3457,0.914652,-0.743406,-1.76956,0.199645,0.359066,3.63907,12.3999,0.962374,-0.763412,-1.81799,0.199491,
24.1087,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47772,4.08602,15.7963,0.70897,0.729828,1.48069,0.199491,1.65446,6.91132,10.6926,0.739518,0.80359,1.41994,0.199491,-0.036069,6.47458,13.0119,0.687261,0.788275,3.00834,0.199491,-1.43416,4.70059,10.3651,0.701095,0.807057,2.89193,0.199491,-2.01367,6.45565,11.3456,0.914326,-0.744098,-1.76996,0.199645,0.360654,3.63948,12.4015,0.962795,-0.76376,-1.81852,0.199491,
24.1188,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47746,4.08578,15.7963,0.707139,0.729692,1.47953,0.199491,1.65762,6.91182,10.6956,0.738407,0.80294,1.41967,0.199491,-0.0330609,6.47474,13.0121,0.68576,0.791857,3.00756,0.199491,-1.43047,4.70494,10.3659,0.700334,0.806292,2.89227,0.199491,-2.00865,6.45765,11.3455,0.914378,-0.744661,-1.77057,0.199645,0.362036,3.63982,12.4029,0.963358,-0.764024,-1.81911,0.199491,
24.1289,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47706,4.08562,15.7963,0.706262,0.729664,1.47901,0.199491,1.66036,6.91204,10.6982,0.736928,0.802331,1.41909,0.199491,-0.0303783,6.47478,13.012,0.684719,0.793416,3.00711,0.199491,-1.42709,4.70894,10.3666,0.699649,0.805596,2.89261,0.199491,-2.00412,6.45935,11.3454,0.913205,-0.74532,-1.77032,0.199645,0.363175,3.64011,12.4041,0.963409,-0.764314,-1.81931,0.199491,
24.139,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47648,4.08551,15.7962,0.70602,0.729722,1.47893,0.199491,1.66267,6.91201,10.7005,0.737073,0.801982,1.41965,0.199491,-0.0279809,6.47458,13.0118,0.685167,0.787696,3.00769,0.199491,-1.42408,4.7125,10.3674,0.699052,0.80499,2.89293,0.199491,-2.00004,6.46066,11.3453,0.912736,-0.74578,-1.77048,0.199645,0.364122,3.64029,12.4051,0.962237,-0.764755,-1.81863,0.199491,
24.1491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47573,4.08539,15.796,0.705457,0.729779,1.47865,0.199491,1.66455,6.9117,10.7024,0.736274,0.801619,1.4195,0.199491,-0.0258863,6.47419,13.0114,0.684562,0.788018,3.00751,0.199491,-1.42145,4.71559,10.3682,0.698495,0.80464,2.89319,0.199491,-1.99645,6.46154,11.3452,0.912885,-0.746056,-1.77099,0.199645,0.364855,3.64038,12.4058,0.960668,-0.765196,-1.81765,0.199491,
24.1592,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.4749,4.08524,15.7958,0.705187,0.729876,1.47859,0.199491,1.66599,6.91109,10.704,0.734945,0.801284,1.41892,0.199491,-0.0241603,6.47367,13.0108,0.683243,0.792583,3.00684,0.199491,-1.41923,4.71819,10.369,0.698027,0.804407,2.89342,0.199491,-1.99346,6.46207,11.3452,0.911831,-0.746422,-1.77064,0.199645,0.365311,3.6404,12.4062,0.959609,-0.765479,-1.81699,0.199491,
24.1693,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47396,4.08512,15.7955,0.705448,0.730039,1.4789,0.199491,1.66696,6.91023,10.7053,0.735339,0.801207,1.41954,0.199491,-0.022826,6.47296,13.0101,0.683539,0.789303,3.00729,0.199491,-1.41747,4.72027,10.3698,0.697664,0.804258,2.89362,0.199491,-1.99109,6.46225,11.3453,0.911246,-0.746632,-1.77054,0.199645,0.365538,3.64035,12.4064,0.95833,-0.765737,-1.81614,0.199491,
24.1794,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47294,4.08503,15.7951,0.705366,0.730195,1.47898,0.199491,1.66744,6.90921,10.7062,0.735058,0.801124,1.41961,0.199491,-0.0219018,6.47205,13.0092,0.683948,0.786034,3.00778,0.199491,-1.41617,4.7218,10.3705,0.697321,0.804461,2.89373,0.199491,-1.98928,6.46203,11.3453,0.911395,-0.74665,-1.77085,0.199645,0.365574,3.64023,12.4064,0.956468,-0.76604,-1.81485,0.199491,
24.1895,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47192,4.08497,15.7947,0.704889,0.730329,1.47879,0.199491,1.66741,6.90806,10.7067,0.73416,0.801045,1.41917,0.199491,-0.021429,6.47112,13.0082,0.682963,0.790661,3.00726,0.199491,-1.41532,4.72279,10.3713,0.696991,0.80502,2.89375,0.199491,-1.98812,6.46147,11.3454,0.910795,-0.746701,-1.77057,0.199645,0.365362,3.6401,12.4062,0.954898,-0.766238,-1.81374,0.199491,
24.1996,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47098,4.08496,15.7942,0.704558,0.730478,1.47869,0.199491,1.66689,6.90679,10.7069,0.73503,0.801228,1.41992,0.199491,-0.0213995,6.47015,13.0072,0.682807,0.791486,3.00728,0.199491,-1.41494,4.72325,10.3719,0.696785,0.805591,2.89375,0.199491,-1.98764,6.46064,11.3455,0.910316,-0.746659,-1.77032,0.199645,0.36492,3.63992,12.4058,0.953815,-0.766298,-1.81293,0.199491,
24.2097,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47012,4.085,15.7937,0.703814,0.730598,1.47829,0.199491,1.66599,6.90548,10.7067,0.735334,0.80141,1.4202,0.199491,-0.021777,6.4691,13.0061,0.683821,0.786705,3.00807,0.199491,-1.41506,4.7231,10.3724,0.696725,0.806114,2.89372,0.199491,-1.9878,6.45952,11.3456,0.910341,-0.746474,-1.77034,0.199645,0.364328,3.63969,12.4052,0.952696,-0.766322,-1.81208,0.199491,
24.2198,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46934,4.08509,15.7932,0.702825,0.730689,1.47771,0.199491,1.66472,6.90416,10.7061,0.734714,0.801552,1.41972,0.199491,-0.0225418,6.4681,13.0051,0.683624,0.788781,3.00796,0.199491,-1.41567,4.72235,10.3727,0.696699,0.806888,2.89358,0.199491,-1.9886,6.45819,11.3456,0.910309,-0.746229,-1.77023,0.199645,0.363583,3.63941,12.4044,0.951457,-0.766326,-1.81112,0.199491,
24.2299,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46871,4.08523,15.7928,0.702499,0.730816,1.47755,0.199491,1.66312,6.90289,10.7051,0.735729,0.801943,1.42034,0.199491,-0.0236649,6.46727,13.004,0.683116,0.792955,3.00759,0.199491,-1.41676,4.72102,10.3729,0.69677,0.807723,2.89338,0.199491,-1.9901,6.45673,11.3457,0.910256,-0.745919,-1.77005,0.199645,0.362682,3.6391,12.4036,0.950176,-0.766298,-1.81012,0.199491,
24.24,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46824,4.08543,15.7924,0.702361,0.730936,1.47749,0.199491,1.66125,6.90173,10.7036,0.736299,0.802355,1.42056,0.199491,-0.0251175,6.46652,13.0032,0.684165,0.789456,3.00825,0.199491,-1.41834,4.71911,10.3729,0.697002,0.808442,2.89317,0.199491,-1.99225,6.45512,11.3456,0.910153,-0.745556,-1.76976,0.199645,0.361701,3.63874,12.4026,0.94859,-0.76629,-1.80889,0.199491,
24.2501,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46796,4.08565,15.7921,0.702023,0.731009,1.47727,0.199491,1.65913,6.90073,10.7018,0.735945,0.802714,1.42003,0.199491,-0.0268924,6.46589,13.0025,0.684848,0.788348,3.00859,0.199491,-1.42039,4.7166,10.3727,0.697319,0.809251,2.89288,0.199491,-1.99502,6.45338,11.3456,0.910549,-0.745073,-1.76972,0.199645,0.360667,3.63835,12.4015,0.946855,-0.766289,-1.80755,0.199491,
24.2602,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46789,4.08588,15.7919,0.702037,0.731069,1.47725,0.199491,1.65677,6.89989,10.6997,0.737196,0.803275,1.42057,0.199491,-0.0290066,6.46549,13.002,0.684407,0.793612,3.00809,0.199491,-1.4229,4.71352,10.3724,0.697655,0.810306,2.89248,0.199491,-1.99842,6.45162,11.3456,0.91099,-0.744547,-1.76964,0.199645,0.359553,3.63798,12.4004,0.945398,-0.766227,-1.80639,0.199491,
24.2703,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46804,4.08612,15.7919,0.702419,0.73112,1.47745,0.199491,1.65419,6.89928,10.6973,0.738044,0.803818,1.42073,0.199491,-0.0314524,6.46526,13.0018,0.685195,0.79289,3.00841,0.199491,-1.42584,4.70991,10.3718,0.698097,0.811362,2.89204,0.199491,-2.00244,6.44985,11.3457,0.910998,-0.744059,-1.76919,0.199645,0.358398,3.63763,12.3993,0.944089,-0.766137,-1.80533,0.199491,
24.2804,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46842,4.08637,15.7919,0.702542,0.731103,1.47745,0.199491,1.65144,6.89893,10.6947,0.738088,0.804295,1.42024,0.199491,-0.0341866,6.46515,13.0019,0.686558,0.789589,3.00906,0.199491,-1.42919,4.70579,10.3712,0.698642,0.812424,2.89156,0.199491,-2.007,6.44802,11.3459,0.911817,-0.743433,-1.76921,0.199645,0.35725,3.63729,12.3982,0.942811,-0.766046,-1.80429,0.199491,
24.2905,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46904,4.08659,15.7922,0.702771,0.73104,1.47749,0.199491,1.64851,6.89882,10.6919,0.739745,0.804953,1.42084,0.199491,-0.0371851,6.46529,13.0022,0.68656,0.793871,3.00871,0.199491,-1.4329,4.70121,10.3704,0.69924,0.813593,2.89101,0.199491,-2.01207,6.44619,11.3461,0.912684,-0.742788,-1.7692,0.199645,0.356084,3.63698,12.3971,0.941881,-0.765902,-1.80349,0.199491,
24.3006,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.46991,4.08679,15.7926,0.703657,0.730983,1.47794,0.199491,1.64547,6.89894,10.689,0.740881,0.805567,1.42099,0.199491,-0.0404342,6.46564,13.0028,0.68705,0.795906,3.00866,0.199491,-1.43693,4.69622,10.3696,0.699975,0.814599,2.89048,0.199491,-2.01764,6.44443,11.3464,0.912912,-0.74223,-1.7687,0.199645,0.354894,3.63672,12.3961,0.941367,-0.765698,-1.80297,0.199491,
24.3107,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47098,4.087,15.793,0.704414,0.730874,1.47828,0.199491,1.64236,6.89931,10.686,0.741243,0.806102,1.42053,0.199491,-0.0438747,6.4661,13.0038,0.688727,0.791978,3.0094,0.199491,-1.44124,4.69086,10.3685,0.700838,0.815433,2.88995,0.199491,-2.0236,6.44269,11.3467,0.913929,-0.741554,-1.76868,0.199645,0.353736,3.63648,12.395,0.940998,-0.765482,-1.80256,0.199491,
24.3208,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47225,4.08721,15.7937,0.705,0.730711,1.47848,0.199491,1.63918,6.89988,10.6828,0.743056,0.806787,1.42106,0.199491,-0.0474581,6.46674,13.0049,0.689261,0.794285,3.00929,0.199491,-1.44579,4.68519,10.3674,0.701748,0.816276,2.88938,0.199491,-2.02985,6.44098,11.3471,0.915136,-0.74085,-1.76874,0.199645,0.352611,3.63625,12.3941,0.940778,-0.765254,-1.80226,0.199491,
24.3309,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47373,4.08743,15.7944,0.706152,0.730559,1.47903,0.199491,1.63594,6.90064,10.6795,0.744185,0.807411,1.42106,0.199491,-0.0511771,6.46762,13.0062,0.68951,0.798202,3.00895,0.199491,-1.45047,4.67932,10.3662,0.702748,0.816955,2.88883,0.199491,-2.0364,6.43936,11.3475,0.91574,-0.740234,-1.76838,0.199645,0.351474,3.63606,12.3932,0.940918,-0.764975,-1.80221,0.199491,
24.341,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47535,4.08771,15.7951,0.707297,0.730387,1.47955,0.199491,1.6327,6.90158,10.6762,0.744779,0.807983,1.42064,0.199491,-0.0549756,6.46858,13.0077,0.691144,0.794899,3.00956,0.199491,-1.45526,4.67329,10.3649,0.703833,0.817452,2.88831,0.199491,-2.0431,6.43778,11.3479,0.916698,-0.739569,-1.76824,0.199645,0.350373,3.63588,12.3923,0.941174,-0.764687,-1.80224,0.199491,
24.3511,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.47706,4.08801,15.7959,0.707919,0.73016,1.4797,0.199491,1.62946,6.90264,10.6728,0.746615,0.808674,1.42108,0.199491,-0.0587915,6.46963,13.0092,0.692095,0.795197,3.00964,0.199491,-1.46008,4.66718,10.3636,0.704888,0.818038,2.88774,0.199491,-2.04985,6.43622,11.3482,0.918052,-0.738853,-1.76835,0.199645,0.349332,3.6357,12.3915,0.941345,-0.764424,-1.80222,0.199491,
