time,0_rod(payload_bars compound_YMSwew).X,0_rod(payload_bars compound_YMSwew).Y,0_rod(payload_bars compound_YMSwew).Z,0_rod(payload_bars compound_YMSwew).Euler1,0_rod(payload_bars compound_YMSwew).Euler2,0_rod(payload_bars compound_YMSwew).Euler3,0_rod(payload_bars compound_YMSwew).mass,1_rod(payload_bars compound_YMSwew).X,1_rod(payload_bars compound_YMSwew).Y,1_rod(payload_bars compound_YMSwew).Z,1_rod(payload_bars compound_YMSwew).Euler1,1_rod(payload_bars compound_YMSwew).Euler2,1_rod(payload_bars compound_YMSwew).Euler3,1_rod(payload_bars compound_YMSwew).mass,2_rod(payload_bars compound_YMSwew).X,2_rod(payload_bars compound_YMSwew).Y,2_rod(payload_bars compound_YMSwew).Z,2_rod(payload_bars compound_YMSwew).Euler1,2_rod(payload_bars compound_YMSwew).Euler2,2_rod(payload_bars compound_YMSwew).Euler3,2_rod(payload_bars compound_YMSwew).mass,3_rod(payload_bars compound_YMSwew).X,3_rod(payload_bars compound_YMSwew).Y,3_rod(payload_bars compound_YMSwew).Z,3_rod(payload_bars compound_YMSwew).Euler1,3_rod(payload_bars compound_YMSwew).Euler2,3_rod(payload_bars compound_YMSwew).Euler3,3_rod(payload_bars compound_YMSwew).mass,4_rod(sense_bar compound_YMSwew).X,4_rod(sense_bar compound_YMSwew).Y,4_rod(sense_bar compound_YMSwew).Z,4_rod(sense_bar compound_YMSwew).Euler1,4_rod(sense_bar compound_YMSwew).Euler2,4_rod(sense_bar compound_YMSwew).Euler3,4_rod(sense_bar compound_YMSwew).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2322,-0.737527,9.7839,-0.965018,0.0881589,0.122138,1.50197,0.24652,-0.737527,9.7839,-0.965018,0.0881589,0.122138,1.50197,0.24652,-0.737527,9.7839,-0.965018,0.0881589,0.122138,1.50197,0.24652,-0.737527,9.7839,-0.965018,0.0881589,0.122138,1.50197,0.24652,-0.737527,9.7839,-0.965018,0.0881589,0.122138,1.50197,0.24652,-1.45644,9.6959,-0.877838,0.12376,0.132886,-0.848658,0.0593527,0.00263242,9.86224,-1.09515,0.0785989,0.171908,-0.855659,0.0593527,-0.862761,10.2585,-1.53954,0.175084,0.190255,0.722077,0.0593527,-0.590908,9.29993,-0.43377,0.180054,0.195909,0.723103,0.0593527,-0.721208,9.21418,-1.47081,-2.59264,1.41202,-1.13903,0.0593527,-0.732823,10.3441,-0.502425,-2.2611,1.37098,-0.812284,0.0593527,
1.2423,-0.767944,9.96081,-1.00459,0.0766218,0.121349,1.28457,0.24652,-0.767944,9.96081,-1.00459,0.0766218,0.121349,1.28457,0.24652,-0.767944,9.96081,-1.00459,0.0766218,0.121349,1.28457,0.24652,-0.767944,9.96081,-1.00459,0.0766218,0.121349,1.28457,0.24652,-0.767944,9.96081,-1.00459,0.0766218,0.121349,1.28457,0.24652,-1.4891,9.8864,-0.916583,0.146894,0.108708,-1.04022,0.0593527,-0.0264418,10.0178,-1.13129,0.17028,0.0950834,-1.03749,0.0593527,-0.881727,10.317,-1.66,0.111135,0.152204,0.5175,0.0593527,-0.632337,9.58718,-0.3875,0.0564524,0.0561836,0.511483,0.0593527,-0.741347,9.30411,-1.38918,-1.91408,1.23788,-0.453028,0.0593527,-0.773045,10.5995,-0.658995,-2.00531,1.28817,-0.539324,0.0593527,
1.2524,-0.798523,10.1275,-1.04445,0.0706664,0.140955,1.09957,0.24652,-0.798523,10.1275,-1.04445,0.0706664,0.140955,1.09957,0.24652,-0.798523,10.1275,-1.04445,0.0706664,0.140955,1.09957,0.24652,-0.798523,10.1275,-1.04445,0.0706664,0.140955,1.09957,0.24652,-0.798523,10.1275,-1.04445,0.0706664,0.140955,1.09957,0.24652,-1.52348,10.069,-0.961217,0.0440157,0.144559,-1.24969,0.0593527,-0.0517825,10.1612,-1.16089,0.089998,0.128398,-1.24341,0.0593527,-0.89895,10.3473,-1.7602,0.0471641,0.0366854,0.314867,0.0593527,-0.676432,9.88272,-0.362428,0.0547109,0.0598117,0.314985,0.0593527,-0.763177,9.4072,-1.29296,-1.78378,1.10658,-0.306624,0.0593527,-0.811996,10.8223,-0.828648,-1.80489,1.135,-0.32575,0.0593527,
1.2625,-0.828989,10.2837,-1.08376,0.0456208,0.13766,0.919839,0.24652,-0.828989,10.2837,-1.08376,0.0456208,0.13766,0.919839,0.24652,-0.828989,10.2837,-1.08376,0.0456208,0.13766,0.919839,0.24652,-0.828989,10.2837,-1.08376,0.0456208,0.13766,0.919839,0.24652,-0.828989,10.2837,-1.08376,0.0456208,0.13766,0.919839,0.24652,-1.55448,10.2384,-1.00743,0.0066877,0.131445,-1.45065,0.0593527,-0.0816433,10.2982,-1.18971,-0.0385433,0.136954,-1.4568,0.0593527,-0.915048,10.3571,-1.83118,0.055962,0.119285,0.11946,0.0593527,-0.720782,10.1796,-0.365529,0.0645262,0.189751,0.120355,0.0593527,-0.787624,9.53026,-1.18781,-1.6904,0.904859,-0.202654,0.0593527,-0.848536,11.0062,-1.00979,-1.6691,0.835482,-0.186478,0.0593527,
1.2726,-0.860027,10.4296,-1.12465,0.0169456,0.102414,0.715839,0.24652,-0.860027,10.4296,-1.12465,0.0169456,0.102414,0.715839,0.24652,-0.860027,10.4296,-1.12465,0.0169456,0.102414,0.715839,0.24652,-0.860027,10.4296,-1.12465,0.0169456,0.102414,0.715839,0.24652,-0.860027,10.4296,-1.12465,0.0169456,0.102414,0.715839,0.24652,-1.5866,10.3963,-1.05098,0.0781348,0.117422,-1.63679,0.0593527,-0.109375,10.4271,-1.21915,0.0543778,0.1157,-1.63955,0.0593527,-0.931366,10.3569,-1.8725,0.0312632,0.183207,-0.0789756,0.0593527,-0.764652,10.4666,-0.397423,0.0356636,0.127911,-0.0782811,0.0593527,-0.813805,9.67025,-1.07837,-1.63852,0.661698,-0.142903,0.0593527,-0.882231,11.1533,-1.19158,-1.64246,0.681421,-0.145135,0.0593527,
1.2827,-0.890037,10.5651,-1.16485,0.00278752,0.0747123,0.503453,0.24652,-0.890037,10.5651,-1.16485,0.00278752,0.0747123,0.503453,0.24652,-0.890037,10.5651,-1.16485,0.00278752,0.0747123,0.503453,0.24652,-0.890037,10.5651,-1.16485,0.00278752,0.0747123,0.503453,0.24652,-0.890037,10.5651,-1.16485,0.00278752,0.0747123,0.503453,0.24652,-1.61787,10.544,-1.09919,0.0516557,0.108837,-1.83354,0.0593527,-0.13868,10.5477,-1.24466,0.0937546,0.120369,-1.82916,0.0593527,-0.947768,10.3498,-1.88718,0.0298433,0.0617107,-0.274389,0.0593527,-0.8105,10.7408,-0.456866,0.0428046,0.0153496,-0.273911,0.0593527,-0.844432,9.82921,-0.972431,-1.62247,0.512283,-0.109956,0.0593527,-0.912972,11.2617,-1.37107,-1.62987,0.571726,-0.114457,0.0593527,
1.2928,-0.920929,10.6901,-1.2057,-0.00628586,0.0705783,0.310007,0.24652,-0.920929,10.6901,-1.2057,-0.00628586,0.0705783,0.310007,0.24652,-0.920929,10.6901,-1.2057,-0.00628586,0.0705783,0.310007,0.24652,-0.920929,10.6901,-1.2057,-0.00628586,0.0705783,0.310007,0.24652,-0.920929,10.6901,-1.2057,-0.00628586,0.0705783,0.310007,0.24652,-1.6504,10.6776,-1.15339,-0.0480189,0.0562239,-2.03757,0.0593527,-0.167503,10.6616,-1.26325,-0.0493845,0.0556849,-2.03767,0.0593527,-0.961989,10.3387,-1.87279,0.0385153,0.0129833,-0.470114,0.0593527,-0.855186,11.0007,-0.543656,0.0119145,0.0652456,-0.47109,0.0593527,-0.878991,10.0059,-0.872849,-1.60807,0.349684,-0.0786343,0.0593527,-0.93867,11.3333,-1.54418,-1.60376,0.294916,-0.0770902,0.0593527,
1.3029,-0.951466,10.8046,-1.24639,-0.0170557,0.0583472,0.126832,0.24652,-0.951466,10.8046,-1.24639,-0.0170557,0.0583472,0.126832,0.24652,-0.951466,10.8046,-1.24639,-0.0170557,0.0583472,0.126832,0.24652,-0.951466,10.8046,-1.24639,-0.0170557,0.0583472,0.126832,0.24652,-0.951466,10.8046,-1.24639,-0.0170557,0.0583472,0.126832,0.24652,-1.68213,10.7985,-1.20884,-0.0286848,0.0448481,-2.23201,0.0593527,-0.196755,10.7698,-1.28097,-0.0674329,0.014636,-2.23315,0.0593527,-0.978313,10.3286,-1.83264,-0.0280578,0.0852308,-0.668889,0.0593527,-0.899301,11.2396,-0.657307,-0.0406085,0.100989,-0.670395,0.0593527,-0.916673,10.1984,-0.785593,-1.59461,0.0924176,-0.0498387,0.0593527,-0.96156,11.3696,-1.70413,-1.59404,0.0702949,-0.0492983,0.0593527,
1.313,-0.981484,10.9087,-1.28729,-0.0215666,0.0210627,-0.0683431,0.24652,-0.981484,10.9087,-1.28729,-0.0215666,0.0210627,-0.0683431,0.24652,-0.981484,10.9087,-1.28729,-0.0215666,0.0210627,-0.0683431,0.24652,-0.981484,10.9087,-1.28729,-0.0215666,0.0210627,-0.0683431,0.24652,-0.981484,10.9087,-1.28729,-0.0215666,0.0210627,-0.0683431,0.24652,-1.71261,10.9075,-1.26228,0.022284,0.0813724,-2.42429,0.0593527,-0.226532,10.8699,-1.3004,0.025313,0.0851673,-2.42402,0.0593527,-0.997631,10.3277,-1.76972,-0.0457482,0.0635022,-0.864812,0.0593527,-0.942571,11.4499,-0.792825,0.00494289,0.0202172,-0.862555,0.0593527,-0.955814,10.4038,-0.71699,-1.59382,-0.104445,-0.0249458,0.0593527,-0.983737,11.3739,-1.84575,-1.59523,-0.0336844,-0.0252004,0.0593527,
1.3231,-1.0122,11.002,-1.32776,-0.018807,-0.0128434,-0.273388,0.24652,-1.0122,11.002,-1.32776,-0.018807,-0.0128434,-0.273388,0.24652,-1.0122,11.002,-1.32776,-0.018807,-0.0128434,-0.273388,0.24652,-1.0122,11.002,-1.32776,-0.018807,-0.0128434,-0.273388,0.24652,-1.0122,11.002,-1.32776,-0.018807,-0.0128434,-0.273388,0.24652,-1.74344,11.0042,-1.31748,-0.0121888,0.0261609,-2.62065,0.0593527,-0.257015,10.9641,-1.31889,0.00410989,0.0536511,-2.62002,0.0593527,-1.01724,10.3394,-1.68989,0.0378316,-0.0171598,-1.05819,0.0593527,-0.982451,11.6284,-0.94631,0.0446246,-0.0209497,-1.05867,0.0593527,-0.996596,10.6175,-0.669979,-1.59706,-0.23707,-5.04183e-05,0.0593527,-1.0034,11.3507,-1.96572,-1.59742,-0.251886,0.000399086,0.0593527,
1.3332,-1.04224,11.0855,-1.36819,-0.0160485,-0.0279554,-0.469633,0.24652,-1.04224,11.0855,-1.36819,-0.0160485,-0.0279554,-0.469633,0.24652,-1.04224,11.0855,-1.36819,-0.0160485,-0.0279554,-0.469633,0.24652,-1.04224,11.0855,-1.36819,-0.0160485,-0.0279554,-0.469633,0.24652,-1.04224,11.0855,-1.36819,-0.0160485,-0.0279554,-0.469633,0.24652,-1.7738,11.0851,-1.37412,-0.037814,-0.0724691,-2.81466,0.0593527,-0.287545,11.0532,-1.33537,-0.0420104,-0.0831099,-2.81438,0.0593527,-1.04023,10.3647,-1.59498,0.0288557,-0.0253755,-1.25401,0.0593527,-1.02113,11.774,-1.11445,-0.0244412,-0.00785672,-1.25307,0.0593527,-1.04177,10.8351,-0.648322,-1.60483,-0.459456,0.0290591,0.0593527,-1.01972,11.3026,-2.06148,-1.6066,-0.518158,0.0297422,0.0593527,
1.3433,-1.07269,11.1578,-1.40824,-0.00947866,-0.0436326,-0.656823,0.24652,-1.07269,11.1578,-1.40824,-0.00947866,-0.0436326,-0.656823,0.24652,-1.07269,11.1578,-1.40824,-0.00947866,-0.0436326,-0.656823,0.24652,-1.07269,11.1578,-1.40824,-0.00947866,-0.0436326,-0.656823,0.24652,-1.07269,11.1578,-1.40824,-0.00947866,-0.0436326,-0.656823,0.24652,-1.80392,11.1533,-1.42979,-0.0124371,-0.0471778,-3.01135,0.0593527,-0.318528,11.1368,-1.35381,-0.0146825,-0.0666709,-3.0112,0.0593527,-1.06564,10.4069,-1.48963,-0.0586501,-0.0293948,-1.44677,0.0593527,-1.05631,11.8829,-1.294,-0.0439559,-0.0312379,-1.44733,0.0593527,-1.08857,11.0533,-0.653337,-1.62458,-0.697903,0.0661782,0.0593527,-1.0336,11.2372,-2.13018,-1.62108,-0.651671,0.0642592,0.0593527,
1.3534,-1.10264,11.2204,-1.44794,0.00776957,-0.0716195,-0.850854,0.24652,-1.10264,11.2204,-1.44794,0.00776957,-0.0716195,-0.850854,0.24652,-1.10264,11.2204,-1.44794,0.00776957,-0.0716195,-0.850854,0.24652,-1.10264,11.2204,-1.44794,0.00776957,-0.0716195,-0.850854,0.24652,-1.10264,11.2204,-1.44794,0.00776957,-0.0716195,-0.850854,0.24652,-1.83334,11.2093,-1.48341,-0.00361562,-4.89135e-05,3.07612,0.0593527,-0.350111,11.2121,-1.37484,-0.00487665,0.0152366,3.07612,0.0593527,-1.09476,10.4677,-1.3814,-0.00889597,-0.0584197,-1.64335,0.0593527,-1.08919,11.9539,-1.47669,0.0426229,-0.0545891,-1.64646,0.0593527,-1.13462,11.2637,-0.687733,-1.65223,-0.847098,0.111443,0.0593527,-1.04897,11.1577,-2.17018,-1.64582,-0.80875,0.106588,0.0593527,
1.3635,-1.13302,11.2723,-1.48722,0.0293849,-0.0969737,-1.05373,0.24652,-1.13302,11.2723,-1.48722,0.0293849,-0.0969737,-1.05373,0.24652,-1.13302,11.2723,-1.48722,0.0293849,-0.0969737,-1.05373,0.24652,-1.13302,11.2723,-1.48722,0.0293849,-0.0969737,-1.05373,0.24652,-1.13302,11.2723,-1.48722,0.0293849,-0.0969737,-1.05373,0.24652,-1.86257,11.2526,-1.53554,0.0150795,-0.0786185,2.88075,0.0593527,-0.382129,11.2812,-1.39767,0.0128989,-0.0696587,2.88091,0.0593527,-1.12609,10.5473,-1.2767,0.0879374,-0.0570347,-1.84464,0.0593527,-1.11828,11.9864,-1.6564,0.0689618,-0.0623429,-1.84351,0.0593527,-1.18001,11.4624,-0.750567,-1.70282,-1.01865,0.178086,0.0593527,-1.06457,11.0713,-2.18258,-1.72637,-1.07964,0.198629,0.0593527,
1.3736,-1.16308,11.3146,-1.52606,0.0475073,-0.108195,-1.25245,0.24652,-1.16308,11.3146,-1.52606,0.0475073,-0.108195,-1.25245,0.24652,-1.16308,11.3146,-1.52606,0.0475073,-0.108195,-1.25245,0.24652,-1.16308,11.3146,-1.52606,0.0475073,-0.108195,-1.25245,0.24652,-1.16308,11.3146,-1.52606,0.0475073,-0.108195,-1.25245,0.24652,-1.89145,11.2817,-1.58553,0.0617534,-0.150304,2.6811,0.0593527,-0.414536,11.3438,-1.42341,0.06922,-0.166032,2.6799,0.0593527,-1.1612,10.6433,-1.17894,0.0522942,-0.0857349,-2.03773,0.0593527,-1.14449,11.9825,-1.83006,0.0181962,-0.102778,-2.03475,0.0593527,-1.22698,11.6431,-0.841465,-1.8696,-1.25476,0.35736,0.0593527,-1.07895,10.9822,-2.16712,-1.87481,-1.25897,0.362343,0.0593527,
1.3837,-1.19322,11.3461,-1.56427,0.0675258,-0.113591,-1.4447,0.24652,-1.19322,11.3461,-1.56427,0.0675258,-0.113591,-1.4447,0.24652,-1.19322,11.3461,-1.56427,0.0675258,-0.113591,-1.4447,0.24652,-1.19322,11.3461,-1.56427,0.0675258,-0.113591,-1.4447,0.24652,-1.19322,11.3461,-1.56427,0.0675258,-0.113591,-1.4447,0.24652,-1.9202,11.2996,-1.63246,0.0551333,-0.107318,2.48692,0.0593527,-0.446903,11.3987,-1.45285,0.0570202,-0.109358,2.48672,0.0593527,-1.19952,10.7559,-1.09304,0.0153429,-0.141183,-2.22837,0.0593527,-1.16759,11.9422,-1.99219,0.0399047,-0.122322,-2.23157,0.0593527,-1.2737,11.8019,-0.958432,-2.35013,-1.41004,0.853072,0.0593527,-1.09334,10.8967,-2.1272,-2.11327,-1.36168,0.620207,0.0593527,
1.3938,-1.22328,11.3683,-1.60213,0.0965663,-0.121775,-1.6409,0.24652,-1.22328,11.3683,-1.60213,0.0965663,-0.121775,-1.6409,0.24652,-1.22328,11.3683,-1.60213,0.0965663,-0.121775,-1.6409,0.24652,-1.22328,11.3683,-1.60213,0.0965663,-0.121775,-1.6409,0.24652,-1.22328,11.3683,-1.60213,0.0965663,-0.121775,-1.6409,0.24652,-1.94844,11.3062,-1.67627,0.0404815,-0.0826237,2.29306,0.0593527,-0.479892,11.4438,-1.48633,0.0287523,-0.0725906,2.29398,0.0593527,-1.24032,10.8805,-1.02526,0.0915666,-0.10663,-2.43216,0.0593527,-1.18818,11.8698,-2.1373,0.113012,-0.081687,-2.43446,0.0593527,-1.31727,11.9319,-1.09794,2.86929,-1.4337,1.93409,0.0593527,-1.11112,10.8182,-2.06421,2.72526,-1.42424,2.07667,0.0593527,
1.4039,-1.2535,11.3802,-1.63947,0.128149,-0.126978,-1.84305,0.24652,-1.2535,11.3802,-1.63947,0.128149,-0.126978,-1.84305,0.24652,-1.2535,11.3802,-1.63947,0.128149,-0.126978,-1.84305,0.24652,-1.2535,11.3802,-1.63947,0.128149,-0.126978,-1.84305,0.24652,-1.2535,11.3802,-1.63947,0.128149,-0.126978,-1.84305,0.24652,-1.97674,11.3018,-1.71633,0.120733,-0.130234,2.08982,0.0593527,-0.512853,11.4806,-1.52395,0.122552,-0.131241,2.08958,0.0593527,-1.28314,11.0134,-0.980092,0.143159,-0.0581285,-2.63209,0.0593527,-1.20624,11.7691,-2.2602,0.129197,-0.0830128,-2.63116,0.0593527,-1.35794,12.0309,-1.25632,2.12312,-1.26816,2.69326,0.0593527,-1.13164,10.7515,-1.98371,2.05985,-1.22255,2.75326,0.0593527,
1.414,-1.28363,11.3825,-1.67642,0.153071,-0.121955,-2.04268,0.24652,-1.28363,11.3825,-1.67642,0.153071,-0.121955,-2.04268,0.24652,-1.28363,11.3825,-1.67642,0.153071,-0.121955,-2.04268,0.24652,-1.28363,11.3825,-1.67642,0.153071,-0.121955,-2.04268,0.24652,-1.28363,11.3825,-1.67642,0.153071,-0.121955,-2.04268,0.24652,-2.00484,11.2867,-1.75257,0.190335,-0.139995,1.88627,0.0593527,-0.546031,11.5073,-1.56589,0.202152,-0.14395,1.88459,0.0593527,-1.32851,11.1499,-0.95887,0.133711,-0.1228,-2.82687,0.0593527,-1.2221,11.6441,-2.35963,0.127556,-0.14154,-2.82616,0.0593527,-1.39748,12.0943,-1.42918,1.94657,-1.05731,2.88372,0.0593527,-1.15329,10.6997,-1.88937,1.97366,-1.10325,2.85987,0.0593527,
1.4241,-1.31377,11.3751,-1.71276,0.174523,-0.109895,-2.2373,0.24652,-1.31377,11.3751,-1.71276,0.174523,-0.109895,-2.2373,0.24652,-1.31377,11.3751,-1.71276,0.174523,-0.109895,-2.2373,0.24652,-1.31377,11.3751,-1.71276,0.174523,-0.109895,-2.2373,0.24652,-1.31377,11.3751,-1.71276,0.174523,-0.109895,-2.2373,0.24652,-2.033,11.2625,-1.78575,0.144949,-0.113836,1.6972,0.0593527,-0.578873,11.5227,-1.61185,0.139182,-0.113046,1.69785,0.0593527,-1.37552,11.2862,-0.965299,0.156038,-0.161475,-3.02419,0.0593527,-1.23658,11.4991,-2.43231,0.160075,-0.127537,-3.02497,0.0593527,-1.43495,12.1208,-1.61133,1.89818,-0.905298,2.95175,0.0593527,-1.17699,10.6647,-1.7864,1.90699,-0.932655,2.94473,0.0593527,
1.4342,-1.34396,11.358,-1.74911,0.199957,-0.0960694,-2.43292,0.24652,-1.34396,11.358,-1.74911,0.199957,-0.0960694,-2.43292,0.24652,-1.34396,11.358,-1.74911,0.199957,-0.0960694,-2.43292,0.24652,-1.34396,11.358,-1.74911,0.199957,-0.0960694,-2.43292,0.24652,-1.34396,11.358,-1.74911,0.199957,-0.0960694,-2.43292,0.24652,-2.06117,11.2296,-1.81512,0.135991,-0.108464,1.50323,0.0593527,-0.611938,11.5264,-1.66173,0.126878,-0.109209,1.50423,0.0593527,-1.42284,11.4157,-0.999863,0.183884,-0.0719104,3.06108,0.0593527,-1.25026,11.3404,-2.47709,0.182507,-0.0548712,3.0611,0.0593527,-1.46811,12.1084,-1.79666,1.86326,-0.716785,3.00506,0.0593527,-1.205,10.6477,-1.67985,1.85373,-0.661682,3.01114,0.0593527,
1.4443,-1.37427,11.3314,-1.78495,0.225174,-0.0791553,-2.6314,0.24652,-1.37427,11.3314,-1.78495,0.225174,-0.0791553,-2.6314,0.24652,-1.37427,11.3314,-1.78495,0.225174,-0.0791553,-2.6314,0.24652,-1.37427,11.3314,-1.78495,0.225174,-0.0791553,-2.6314,0.24652,-1.37427,11.3314,-1.78495,0.225174,-0.0791553,-2.6314,0.24652,-2.08954,11.1883,-1.84071,0.237073,-0.0814855,1.29882,0.0593527,-0.644584,11.5177,-1.71586,0.245322,-0.0792356,1.29816,0.0593527,-1.4703,11.5324,-1.06333,0.190889,-0.0266545,2.86521,0.0593527,-1.26369,11.1737,-2.49336,0.198837,-0.0546685,2.86469,0.0593527,-1.49745,12.0578,-1.98016,1.83882,-0.481198,3.04702,0.0593527,-1.23671,10.6485,-1.57644,1.83901,-0.483062,3.04692,0.0593527,
1.4544,-1.40457,11.2951,-1.82071,0.24131,-0.0566524,-2.82856,0.24652,-1.40457,11.2951,-1.82071,0.24131,-0.0566524,-2.82856,0.24652,-1.40457,11.2951,-1.82071,0.24131,-0.0566524,-2.82856,0.24652,-1.40457,11.2951,-1.82071,0.24131,-0.0566524,-2.82856,0.24652,-1.40457,11.2951,-1.82071,0.24131,-0.0566524,-2.82856,0.24652,-2.11815,11.1397,-1.86356,0.276429,-0.0449785,1.10235,0.0593527,-0.677036,11.496,-1.77293,0.280974,-0.0426757,1.10215,0.0593527,-1.51789,11.6317,-1.1539,0.235745,-0.0837093,2.66725,0.0593527,-1.27712,11.004,-2.48256,0.237904,-0.0878802,2.66702,0.0593527,-1.52451,11.9691,-2.15578,1.83204,-0.30329,3.07782,0.0593527,-1.27054,10.6666,-1.48096,1.83588,-0.358651,3.07663,0.0593527,
1.4645,-1.43485,11.2495,-1.85649,0.25023,-0.0304228,-3.02238,0.24652,-1.43485,11.2495,-1.85649,0.25023,-0.0304228,-3.02238,0.24652,-1.43485,11.2495,-1.85649,0.25023,-0.0304228,-3.02238,0.24652,-1.43485,11.2495,-1.85649,0.25023,-0.0304228,-3.02238,0.24652,-1.43485,11.2495,-1.85649,0.25023,-0.0304228,-3.02238,0.24652,-2.14693,11.0838,-1.88458,0.220624,-0.0636665,0.910808,0.0593527,-0.709043,11.4605,-1.83184,0.212949,-0.0697471,0.911321,0.0593527,-1.56459,11.7081,-1.27047,0.266976,-0.0740056,2.47104,0.0593527,-1.29166,10.8361,-2.44616,0.246443,-0.0481301,2.47214,0.0593527,-1.54916,11.8448,-2.31847,1.83207,-0.14279,3.10644,0.0593527,-1.30695,10.6997,-1.39793,1.83113,-0.117806,3.1065,0.0593527,
1.4746,-1.46532,11.1942,-1.89221,0.258759,-0.00272357,3.06749,0.24652,-1.46532,11.1942,-1.89221,0.258759,-0.00272357,3.06749,0.24652,-1.46532,11.1942,-1.89221,0.258759,-0.00272357,3.06749,0.24652,-1.46532,11.1942,-1.89221,0.258759,-0.00272357,3.06749,0.24652,-1.46532,11.1942,-1.89221,0.258759,-0.00272357,3.06749,0.24652,-2.17611,11.0215,-1.90355,0.226487,-0.0521107,0.71568,0.0593527,-0.740774,11.4109,-1.8929,0.225124,-0.0537579,0.715754,0.0593527,-1.60912,11.7571,-1.40943,0.221094,0.00985897,2.27778,0.0593527,-1.30768,10.6753,-2.38713,0.217425,0.0129862,2.27761,0.0593527,-1.57007,11.6879,-2.4634,1.83507,0.084859,3.13508,0.0593527,-1.34685,10.7449,-1.33308,1.83487,0.123584,3.1351,0.0593527,
1.4847,-1.49578,11.1295,-1.92805,0.264442,0.0261029,2.87253,0.24652,-1.49578,11.1295,-1.92805,0.264442,0.0261029,2.87253,0.24652,-1.49578,11.1295,-1.92805,0.264442,0.0261029,2.87253,0.24652,-1.49578,11.1295,-1.92805,0.264442,0.0261029,2.87253,0.24652,-1.49578,11.1295,-1.92805,0.264442,0.0261029,2.87253,0.24652,-2.20585,10.9534,-1.92091,0.281451,0.0452362,0.520675,0.0593527,-0.771848,11.3466,-1.9554,0.286426,0.0538132,0.52092,0.0593527,-1.65179,11.7744,-1.56697,0.212372,0.0356382,2.08192,0.0593527,-1.32579,10.5255,-2.30937,0.234872,0.023019,2.08256,0.0593527,-1.58822,11.5022,-2.58642,1.84538,0.297466,-3.11724,0.0593527,-1.38942,10.7975,-1.28991,1.84422,0.25207,-3.11757,0.0593527,
1.4948,-1.52633,11.0551,-1.96421,0.260667,0.055004,2.67668,0.24652,-1.52633,11.0551,-1.96421,0.260667,0.055004,2.67668,0.24652,-1.52633,11.0551,-1.96421,0.260667,0.055004,2.67668,0.24652,-1.52633,11.0551,-1.96421,0.260667,0.055004,2.67668,0.24652,-1.52633,11.0551,-1.96421,0.260667,0.055004,2.67668,0.24652,-2.23582,10.8789,-1.93808,0.275062,0.0802746,0.326546,0.0593527,-0.802488,11.2677,-2.01748,0.274803,0.0796187,0.326529,0.0593527,-1.69223,11.7567,-1.7384,0.285794,0.0295305,1.8894,0.0593527,-1.34605,10.39,-2.21731,0.278992,0.0317793,1.88897,0.0593527,-1.60502,11.2926,-2.68414,1.86125,0.449625,-3.08227,0.0593527,-1.43326,10.854,-1.27177,1.86006,0.43073,-3.08273,0.0593527,
1.5049,-1.55677,10.9711,-2.00057,0.24927,0.0828773,2.48183,0.24652,-1.55677,10.9711,-2.00057,0.24927,0.0828773,2.48183,0.24652,-1.55677,10.9711,-2.00057,0.24927,0.0828773,2.48183,0.24652,-1.55677,10.9711,-2.00057,0.24927,0.0828773,2.48183,0.24652,-1.55677,10.9711,-2.00057,0.24927,0.0828773,2.48183,0.24652,-2.2663,10.798,-1.95622,0.250038,0.0265798,0.130832,0.0593527,-0.832673,11.1749,-2.07864,0.248958,0.0165384,0.130819,0.0593527,-1.7299,11.702,-1.91885,0.28201,0.063675,1.69559,0.0593527,-1.36925,10.2707,-2.11605,0.253256,0.0672489,1.69373,0.0593527,-1.6207,11.064,-2.75444,1.8898,0.643065,-3.03779,0.0593527,-1.47842,10.9093,-1.28034,1.89654,0.69334,-3.03368,0.0593527,
