time,0_rod(payload_bars compound_4iIKV1).X,0_rod(payload_bars compound_4iIKV1).Y,0_rod(payload_bars compound_4iIKV1).Z,0_rod(payload_bars compound_4iIKV1).Euler1,0_rod(payload_bars compound_4iIKV1).Euler2,0_rod(payload_bars compound_4iIKV1).Euler3,0_rod(payload_bars compound_4iIKV1).mass,1_rod(payload_bars compound_4iIKV1).X,1_rod(payload_bars compound_4iIKV1).Y,1_rod(payload_bars compound_4iIKV1).Z,1_rod(payload_bars compound_4iIKV1).Euler1,1_rod(payload_bars compound_4iIKV1).Euler2,1_rod(payload_bars compound_4iIKV1).Euler3,1_rod(payload_bars compound_4iIKV1).mass,2_rod(payload_bars compound_4iIKV1).X,2_rod(payload_bars compound_4iIKV1).Y,2_rod(payload_bars compound_4iIKV1).Z,2_rod(payload_bars compound_4iIKV1).Euler1,2_rod(payload_bars compound_4iIKV1).Euler2,2_rod(payload_bars compound_4iIKV1).Euler3,2_rod(payload_bars compound_4iIKV1).mass,3_rod(payload_bars compound_4iIKV1).X,3_rod(payload_bars compound_4iIKV1).Y,3_rod(payload_bars compound_4iIKV1).Z,3_rod(payload_bars compound_4iIKV1).Euler1,3_rod(payload_bars compound_4iIKV1).Euler2,3_rod(payload_bars compound_4iIKV1).Euler3,3_rod(payload_bars compound_4iIKV1).mass,4_rod(payload_bars compound_4iIKV1).X,4_rod(payload_bars compound_4iIKV1).Y,4_rod(payload_bars compound_4iIKV1).Z,4_rod(payload_bars compound_4iIKV1).Euler1,4_rod(payload_bars compound_4iIKV1).Euler2,4_rod(payload_bars compound_4iIKV1).Euler3,4_rod(payload_bars compound_4iIKV1).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.6967,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86887,5.33186,2.62954,0.0158654,-0.106542,-2.42684,0.199491,2.43234,5.29593,3.1774,-0.0382214,-0.0757673,-2.41181,0.199491,-0.118115,4.81615,2.95319,-0.00781692,-0.0621544,-0.864236,0.199491,-0.0148264,6.94647,5.34437,0.00656895,-0.0954497,-0.850163,0.199491,-0.203509,5.10658,5.4082,-1.52394,0.728702,0.0753627,0.199645,-0.919939,7.45851,2.29531,-1.50025,0.719637,0.116368,0.199491,
2.7068,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87069,5.33105,2.63027,0.0162174,-0.106651,-2.42664,0.199491,2.43276,5.29448,3.17917,-0.0369264,-0.0740825,-2.41147,0.199491,-0.118466,4.81628,2.95357,-0.00686979,-0.0629775,-0.864262,0.199491,-0.017171,6.94679,5.34895,-0.000643328,-0.0895068,-0.849303,0.199491,-0.205498,5.10319,5.41066,-1.52359,0.732819,0.076052,0.199645,-0.920692,7.45827,2.29611,-1.4999,0.721365,0.116686,0.199491,
2.7169,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87124,5.33081,2.63048,0.0156503,-0.107476,-2.4265,0.199491,2.43274,5.294,3.17998,-0.0354839,-0.0723992,-2.41144,0.199491,-0.118676,4.81635,2.95394,-0.00632164,-0.0634859,-0.864276,0.199491,-0.0180929,6.94669,5.3504,0.00424219,-0.0939515,-0.849673,0.199491,-0.206355,5.10207,5.41163,-1.52441,0.724781,0.0756818,0.199645,-0.920971,7.45809,2.29648,-1.50088,0.714807,0.116105,0.199491,
2.727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87056,5.33111,2.6302,0.0135944,-0.109706,-2.42638,0.199491,2.43226,5.2945,3.1798,-0.0364937,-0.0737346,-2.41151,0.199491,-0.118645,4.81632,2.95418,-0.0065581,-0.0633593,-0.864271,0.199491,-0.0175101,6.94635,5.34886,0.00524768,-0.094769,-0.849833,0.199491,-0.205963,5.10338,5.41091,-1.52369,0.730895,0.076021,0.199645,-0.920778,7.45815,2.29662,-1.49927,0.724842,0.117197,0.199491,
2.7371,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86882,5.33186,2.62951,0.0127596,-0.110167,-2.42651,0.199491,2.43125,5.29598,3.17862,-0.0378827,-0.075717,-2.41185,0.199491,-0.118522,4.81621,2.95432,-0.00712064,-0.0629652,-0.864263,0.199491,-0.0153253,6.94566,5.34445,-0.000270076,-0.0896179,-0.849544,0.199491,-0.204392,5.10704,5.4087,-1.52349,0.731136,0.0756746,0.199645,-0.920186,7.45819,2.29641,-1.50103,0.713556,0.11603,0.199491,
2.7472,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.866,5.33308,2.6284,0.010919,-0.111512,-2.42668,0.199491,2.42967,5.29823,3.17611,-0.0376227,-0.0759905,-2.41255,0.199491,-0.118324,4.81607,2.95433,-0.00902698,-0.0613829,-0.864182,0.199491,-0.0120311,6.94457,5.3371,0.00662977,-0.0951066,-0.850506,0.199491,-0.201916,5.11257,5.40487,-1.5239,0.725197,0.0746268,0.199645,-0.91941,7.45829,2.29581,-1.50017,0.719495,0.116524,0.199491,
2.7573,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86231,5.33461,2.62704,0.00948933,-0.112107,-2.42699,0.199491,2.42738,5.30117,3.17259,-0.0370518,-0.0761413,-2.41347,0.199491,-0.118143,4.81591,2.95423,-0.0104222,-0.0602194,-0.864139,0.199491,-0.00766956,6.94277,5.32722,0.00618663,-0.0939524,-0.850916,0.199491,-0.198772,5.11975,5.39974,-1.5229,0.732894,0.0742217,0.199645,-0.918537,7.45825,2.29505,-1.50079,0.716191,0.116003,0.199491,
2.7674,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85793,5.3363,2.62555,0.00857503,-0.11188,-2.4274,0.199491,2.42432,5.3046,3.16847,-0.0359685,-0.0759547,-2.41457,0.199491,-0.117953,4.81577,2.95412,-0.0120927,-0.0588018,-0.864078,0.199491,-0.00243093,6.94025,5.31528,0.00279604,-0.0900461,-0.851063,0.199491,-0.195093,5.12849,5.39352,-1.52289,0.729963,0.0728829,0.199645,-0.917676,7.45814,2.29436,-1.50195,0.709432,0.115118,0.199491,
2.7775,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8529,5.33812,2.62399,0.00659786,-0.112724,-2.42774,0.199491,2.42065,5.30836,3.16391,-0.0351046,-0.0762192,-2.41576,0.199491,-0.117747,4.81562,2.954,-0.0141467,-0.0570408,-0.863999,0.199491,0.00322343,6.93699,5.30157,0.0106958,-0.0958667,-0.852226,0.199491,-0.19114,5.13828,5.38651,-1.52284,0.726745,0.071387,0.199645,-0.916854,7.45812,2.29379,-1.50089,0.717095,0.115659,0.199491,
2.7876,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8475,5.34001,2.62237,0.00523738,-0.112725,-2.42817,0.199491,2.41645,5.31232,3.1591,-0.0343628,-0.0767965,-2.41699,0.199491,-0.117587,4.81549,2.9539,-0.0151172,-0.0562254,-0.863977,0.199491,0.00930389,6.93306,5.28678,0.00968422,-0.0938552,-0.852581,0.199491,-0.187127,5.14877,5.379,-1.5217,0.734559,0.0704807,0.199645,-0.916036,7.45789,2.29332,-1.5028,0.705313,0.114272,0.199491,
2.7977,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84192,5.34195,2.6207,0.00384614,-0.112709,-2.42861,0.199491,2.41188,5.31638,3.15412,-0.0316311,-0.0751566,-2.41841,0.199491,-0.117458,4.81539,2.95382,-0.0160113,-0.0554685,-0.863955,0.199491,0.0155778,6.92898,5.27152,0.00761081,-0.0908857,-0.852846,0.199491,-0.183128,5.15961,5.37123,-1.52171,0.730241,0.0687318,0.199645,-0.915295,7.4577,2.29296,-1.50241,0.70871,0.114401,0.199491,
2.8078,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83638,5.3439,2.61901,0.00233241,-0.112852,-2.42905,0.199491,2.40741,5.32047,3.1491,-0.0310123,-0.0759616,-2.41968,0.199491,-0.117325,4.81525,2.9537,-0.0173183,-0.0543448,-0.86392,0.199491,0.0216321,6.92496,5.25624,0.0155345,-0.0965891,-0.854071,0.199491,-0.17926,5.17042,5.36358,-1.52145,0.728476,0.0671556,0.199645,-0.914613,7.45761,2.29253,-1.50251,0.708728,0.114187,0.199491,
2.8179,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83113,5.34582,2.61731,0.00152377,-0.112249,-2.42955,0.199491,2.40317,5.32443,3.14423,-0.030638,-0.0769797,-2.42089,0.199491,-0.117259,4.8151,2.95357,-0.017653,-0.0540645,-0.863942,0.199491,0.0275125,6.92129,5.2416,0.0144009,-0.0944707,-0.854439,0.199491,-0.175563,5.18083,5.35615,-1.52043,0.73563,0.0661654,0.199645,-0.913954,7.45753,2.29195,-1.5042,0.698126,0.112954,0.199491,
2.828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82632,5.34764,2.61567,0.00163327,-0.110675,-2.43013,0.199491,2.39922,5.32813,3.13965,-0.0283093,-0.0755872,-2.42218,0.199491,-0.117217,4.81494,2.95343,-0.0176522,-0.0540751,-0.863985,0.199491,0.0331087,6.9182,5.22817,0.012213,-0.0915229,-0.854694,0.199491,-0.172059,5.19055,5.34919,-1.52049,0.731123,0.0645666,0.199645,-0.91332,7.45764,2.29138,-1.50321,0.70548,0.113478,0.199491,
2.8381,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82197,5.34929,2.61417,0.00108962,-0.110027,-2.43059,0.199491,2.39595,5.33145,3.13554,-0.0289863,-0.0775261,-2.42313,0.199491,-0.117097,4.81477,2.95328,-0.018604,-0.0532609,-0.86398,0.199491,0.0379514,6.91548,5.21618,0.0192149,-0.0966437,-0.855797,0.199491,-0.168988,5.19913,5.34317,-1.52028,0.729951,0.0633297,0.199645,-0.912688,7.45772,2.29075,-1.50439,0.698118,0.112591,0.199491,
2.8482,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81823,5.3507,2.6129,-0.000422054,-0.110721,-2.43086,0.199491,2.39321,5.33423,3.13211,-0.0295013,-0.0790921,-2.42393,0.199491,-0.116951,4.81467,2.95311,-0.0192981,-0.0526814,-0.86397,0.199491,0.0421202,6.91321,5.20616,0.018221,-0.0950085,-0.856074,0.199491,-0.166416,5.20631,5.33806,-1.51951,0.736172,0.0626936,0.199645,-0.912068,7.45777,2.29024,-1.50512,0.693566,0.112016,0.199491,
2.8583,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81535,5.35175,2.61196,-1.7188e-05,-0.109372,-2.43124,0.199491,2.39102,5.33634,3.12947,-0.0287728,-0.0789871,-2.42462,0.199491,-0.116784,4.81455,2.95283,-0.0202751,-0.0518558,-0.863951,0.199491,0.0455721,6.91142,5.19847,0.0152815,-0.0918643,-0.856069,0.199491,-0.164327,5.21191,5.33407,-1.51969,0.73185,0.0616596,0.199645,-0.911541,7.45792,2.28991,-1.50407,0.701165,0.112634,0.199491,
2.8684,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81342,5.35244,2.61136,0.000453634,-0.108228,-2.4315,0.199491,2.38974,5.33778,3.1277,-0.0308795,-0.0819456,-2.42488,0.199491,-0.116675,4.81445,2.95261,-0.0214045,-0.0508796,-0.863919,0.199491,0.0477598,6.91013,5.19307,0.0211207,-0.096482,-0.856757,0.199491,-0.162887,5.21572,5.3314,-1.51962,0.731059,0.0610983,0.199645,-0.911194,7.45804,2.28956,-1.50551,0.691642,0.111637,0.199491,
2.8785,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81251,5.35281,2.61103,0.000458044,-0.107952,-2.43162,0.199491,2.38907,5.33852,3.12677,-0.0313881,-0.0827949,-2.42506,0.199491,-0.116671,4.8144,2.95242,-0.021529,-0.0507677,-0.863927,0.199491,0.0488207,6.90964,5.19037,0.0202616,-0.0955226,-0.856735,0.199491,-0.162166,5.21769,5.32993,-1.5191,0.736544,0.0611402,0.199645,-0.911077,7.45819,2.28932,-1.50519,0.693889,0.111792,0.199491,
2.8886,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81272,5.35284,2.61099,0.00248192,-0.105587,-2.43184,0.199491,2.389,5.33858,3.12669,-0.0302424,-0.0814568,-2.42517,0.199491,-0.116763,4.81436,2.95234,-0.0209085,-0.0512925,-0.863968,0.199491,0.0488553,6.90986,5.19049,0.0161351,-0.0919474,-0.856394,0.199491,-0.162188,5.21774,5.32993,-1.51946,0.732327,0.0608955,0.199645,-0.911189,7.45828,2.28925,-1.50449,0.698799,0.11226,0.199491,
2.8987,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81388,5.35255,2.61124,0.00314129,-0.105149,-2.43182,0.199491,2.38982,5.33792,3.12751,-0.0305913,-0.0815932,-2.42494,0.199491,-0.116906,4.81439,2.95234,-0.0201461,-0.0519303,-0.864001,0.199491,0.0474642,6.91068,5.19315,0.0205771,-0.0959928,-0.856764,0.199491,-0.163002,5.21583,5.33138,-1.51962,0.731117,0.0611254,0.199645,-0.911469,7.45821,2.2892,-1.50574,0.690065,0.111464,0.199491,
2.9088,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81595,5.3519,2.61183,0.00349106,-0.10536,-2.43165,0.199491,2.3913,5.33651,3.12928,-0.0305183,-0.0809903,-2.42452,0.199491,-0.117039,4.81443,2.95237,-0.0189666,-0.0529403,-0.864051,0.199491,0.0450777,6.91213,5.19851,0.0198027,-0.0957557,-0.856531,0.199491,-0.164465,5.21204,5.33406,-1.51939,0.735485,0.0619202,0.199645,-0.911857,7.45827,2.28934,-1.50457,0.697786,0.112271,0.199491,
2.9189,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.81896,5.35083,2.61281,0.00577431,-0.103525,-2.43156,0.199491,2.39348,5.33437,3.13194,-0.0302222,-0.0798728,-2.4239,0.199491,-0.117157,4.8145,2.95242,-0.0181089,-0.053669,-0.864079,0.199491,0.0419405,6.91401,5.2064,0.0145158,-0.0917977,-0.855766,0.199491,-0.166423,5.20648,5.33805,-1.51993,0.731528,0.0624714,0.199645,-0.912303,7.45824,2.28969,-1.50429,0.699353,0.112535,0.199491,
2.929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8226,5.34945,2.6141,0.00590142,-0.104468,-2.43114,0.199491,2.39648,5.33162,3.13536,-0.0309955,-0.0797525,-2.42301,0.199491,-0.117233,4.81463,2.95253,-0.0183559,-0.0534304,-0.864031,0.199491,0.0377732,6.91637,5.21638,0.0178621,-0.0954581,-0.85569,0.199491,-0.16887,5.19926,5.34317,-1.52026,0.730697,0.0634235,0.199645,-0.912812,7.45816,2.29008,-1.50492,0.694627,0.112194,0.199491,
2.9391,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.82683,5.34784,2.61559,0.00554194,-0.106174,-2.43061,0.199491,2.40001,5.32837,3.13939,-0.0319362,-0.0796442,-2.42196,0.199491,-0.117241,4.81477,2.95265,-0.0187027,-0.0531219,-0.863976,0.199491,0.0329779,6.91928,5.22837,0.0171595,-0.0957694,-0.855216,0.199491,-0.171765,5.19072,5.34922,-1.52022,0.734662,0.0648219,0.199645,-0.913328,7.45819,2.29062,-1.50329,0.70509,0.113347,0.199491,
2.9492,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83165,5.34608,2.6172,0.00679706,-0.106123,-2.4302,0.199491,2.404,5.32472,3.1439,-0.0327228,-0.0791932,-2.4208,0.199491,-0.117253,4.81491,2.95277,-0.0185933,-0.0532174,-0.863944,0.199491,0.027746,6.92261,5.24191,0.0108738,-0.0913719,-0.854207,0.199491,-0.175063,5.18112,5.35611,-1.52093,0.730755,0.0658998,0.199645,-0.913819,7.45811,2.29116,-1.5036,0.702466,0.113277,0.199491,
2.9593,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.83681,5.34424,2.61885,0.00696915,-0.107475,-2.42965,0.199491,2.40837,5.32082,3.14871,-0.0337461,-0.0788975,-2.41956,0.199491,-0.117303,4.81506,2.95289,-0.0182743,-0.0534899,-0.863922,0.199491,0.0218851,6.92637,5.25639,0.0135312,-0.0948122,-0.853981,0.199491,-0.178691,5.17078,5.36347,-1.5214,0.729863,0.0672698,0.199645,-0.914397,7.45819,2.29157,-1.50341,0.703077,0.113528,0.199491,
2.9694,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.8423,5.34233,2.62054,0.00829063,-0.107545,-2.42921,0.199491,2.41283,5.3168,3.15365,-0.0355837,-0.0795219,-2.41821,0.199491,-0.117414,4.81516,2.95298,-0.0174383,-0.054205,-0.863939,0.199491,0.0157755,6.93035,5.27148,0.0127594,-0.0953048,-0.853451,0.199491,-0.182548,5.16011,5.3711,-1.52148,0.733331,0.0689441,0.199645,-0.9151,7.45838,2.29204,-1.50201,0.711618,0.114577,0.199491,
2.9795,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.84791,5.34036,2.62227,0.0109301,-0.106079,-2.42889,0.199491,2.41714,5.31275,3.1586,-0.0365994,-0.0792249,-2.41693,0.199491,-0.117628,4.81529,2.95307,-0.0162281,-0.0552263,-0.863971,0.199491,0.00965153,6.93426,5.28659,0.00617584,-0.0907251,-0.852372,0.199491,-0.186579,5.14941,5.37878,-1.52226,0.729331,0.0701275,0.199645,-0.915932,7.45847,2.2925,-1.50275,0.706062,0.114233,0.199491,
2.9896,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85326,5.33845,2.62395,0.0121996,-0.106172,-2.42844,0.199491,2.42109,5.30881,3.16339,-0.0369877,-0.0783076,-2.41573,0.199491,-0.11789,4.81544,2.95319,-0.0149521,-0.0562973,-0.864002,0.199491,0.0034925,6.93791,5.30107,0.0090583,-0.0943416,-0.852155,0.199491,-0.190673,5.13906,5.38616,-1.52266,0.729139,0.0714912,0.199645,-0.916897,7.45865,2.29303,-1.5016,0.712812,0.115112,0.199491,
2.9997,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.85828,5.33663,2.62554,0.0143042,-0.105164,-2.42811,0.199491,2.42458,5.30509,3.16789,-0.038558,-0.0789204,-2.4145,0.199491,-0.118176,4.81557,2.9533,-0.0132648,-0.0577336,-0.864064,0.199491,-0.00228739,6.94096,5.31442,0.0079814,-0.0944416,-0.851607,0.199491,-0.194684,5.12947,5.39307,-1.52271,0.732033,0.0729512,0.199645,-0.917871,7.45874,2.2937,-1.50115,0.714941,0.115548,0.199491,
3.0098,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86271,5.33496,2.627,0.0162921,-0.104115,-2.42782,0.199491,2.42741,5.30174,3.17193,-0.0385228,-0.077879,-2.41351,0.199491,-0.118491,4.81572,2.95344,-0.0117267,-0.0590438,-0.864113,0.199491,-0.00740054,6.94339,5.32613,0.00225772,-0.0903684,-0.850631,0.199491,-0.198399,5.12098,5.39914,-1.52343,0.727704,0.0737674,0.199645,-0.918824,7.45876,2.29438,-1.50146,0.712175,0.115482,0.199491,
3.0199,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86631,5.33355,2.62824,0.0169538,-0.104394,-2.42747,0.199491,2.42957,5.29894,3.17528,-0.0380992,-0.0766128,-2.41271,0.199491,-0.118805,4.81587,2.95365,-0.0108892,-0.0597549,-0.864123,0.199491,-0.0117641,6.94527,5.33572,0.00624317,-0.0946024,-0.850608,0.199491,-0.201554,5.11396,5.40411,-1.52352,0.729152,0.0747623,0.199645,-0.919723,7.4588,2.29508,-1.50007,0.720494,0.116508,0.199491,
3.03,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86901,5.33245,2.6292,0.0176176,-0.104397,-2.42721,0.199491,2.43112,5.29684,3.17779,-0.0384871,-0.0765078,-2.41205,0.199491,-0.119097,4.81599,2.95388,-0.0105775,-0.0600188,-0.86411,0.199491,-0.015043,6.94645,5.34281,0.00437367,-0.0935218,-0.850154,0.199491,-0.203998,5.10872,5.40786,-1.52349,0.731019,0.0755532,0.199645,-0.920448,7.45869,2.29569,-1.50083,0.715061,0.116088,0.199491,
3.0401,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87062,5.33177,2.62979,0.0173349,-0.105198,-2.42698,0.199491,2.43187,5.29551,3.17936,-0.0370065,-0.0745084,-2.41177,0.199491,-0.119309,4.81609,2.95413,-0.0106799,-0.059941,-0.864076,0.199491,-0.0170438,6.94712,5.34717,0.000546277,-0.0905246,-0.849614,0.199491,-0.205594,5.1055,5.41013,-1.52401,0.726837,0.0756638,0.199645,-0.92093,7.45861,2.29615,-1.50007,0.71965,0.116661,0.199491,
3.0502,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87109,5.33154,2.62998,0.0165093,-0.106303,-2.42682,0.199491,2.43201,5.29506,3.17994,-0.0364694,-0.0738283,-2.41168,0.199491,-0.119426,4.81614,2.95433,-0.0110053,-0.0596882,-0.864042,0.199491,-0.0177966,6.94715,5.34853,0.00561107,-0.0950892,-0.850021,0.199491,-0.20622,5.10442,5.4109,-1.5237,0.730096,0.076025,0.199645,-0.921101,7.4585,2.29643,-1.50004,0.719677,0.116717,0.199491,
3.0603,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.87048,5.33175,2.62978,0.0157301,-0.10703,-2.4268,0.199491,2.43151,5.2955,3.17957,-0.0368255,-0.0744125,-2.41178,0.199491,-0.119452,4.81613,2.95444,-0.011694,-0.0591317,-0.864005,0.199491,-0.0171619,6.9466,5.3469,0.00298758,-0.0926927,-0.849823,0.199491,-0.205825,5.10561,5.41015,-1.52364,0.730061,0.075901,0.199645,-0.920996,7.45843,2.29647,-1.50061,0.715943,0.116341,0.199491,
3.0704,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86882,5.33241,2.62919,0.0148419,-0.107575,-2.42691,0.199491,2.43027,5.2968,3.17818,-0.036332,-0.0742704,-2.41221,0.199491,-0.119391,4.81607,2.95447,-0.0126146,-0.058381,-0.863968,0.199491,-0.0152132,6.94565,5.34241,0.00168927,-0.0912267,-0.84986,0.199491,-0.204467,5.10901,5.40781,-1.52381,0.727027,0.0752934,0.199645,-0.92065,7.45844,2.29631,-1.49978,0.721463,0.116868,0.199491,
3.0805,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86619,5.33348,2.62823,0.013932,-0.107857,-2.42713,0.199491,2.42847,5.29892,3.17574,-0.0361825,-0.074731,-2.41285,0.199491,-0.11933,4.81596,2.95443,-0.0133951,-0.0577402,-0.863949,0.199491,-0.0121823,6.94417,5.33512,0.00721641,-0.0955038,-0.850662,0.199491,-0.202263,5.11432,5.40408,-1.52317,0.731334,0.0749315,0.199645,-0.92012,7.4584,2.29583,-1.50104,0.713683,0.115957,0.199491,
3.0906,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.86273,5.33489,2.62695,0.0130997,-0.107801,-2.42747,0.199491,2.42602,5.30171,3.17238,-0.0352762,-0.0745331,-2.41375,0.199491,-0.119224,4.81582,2.95432,-0.0145024,-0.0568047,-0.863925,0.199491,-0.00808132,6.94223,5.32545,0.00433652,-0.0922384,-0.850778,0.199491,-0.199351,5.12135,5.39906,-1.52312,0.729445,0.0739083,0.199645,-0.919479,7.45838,2.2952,-1.50065,0.716857,0.116117,0.199491,
