time,0_rod(payload_bars compound_j8RNsn).X,0_rod(payload_bars compound_j8RNsn).Y,0_rod(payload_bars compound_j8RNsn).Z,0_rod(payload_bars compound_j8RNsn).Euler1,0_rod(payload_bars compound_j8RNsn).Euler2,0_rod(payload_bars compound_j8RNsn).Euler3,0_rod(payload_bars compound_j8RNsn).mass,1_rod(payload_bars compound_j8RNsn).X,1_rod(payload_bars compound_j8RNsn).Y,1_rod(payload_bars compound_j8RNsn).Z,1_rod(payload_bars compound_j8RNsn).Euler1,1_rod(payload_bars compound_j8RNsn).Euler2,1_rod(payload_bars compound_j8RNsn).Euler3,1_rod(payload_bars compound_j8RNsn).mass,2_rod(payload_bars compound_j8RNsn).X,2_rod(payload_bars compound_j8RNsn).Y,2_rod(payload_bars compound_j8RNsn).Z,2_rod(payload_bars compound_j8RNsn).Euler1,2_rod(payload_bars compound_j8RNsn).Euler2,2_rod(payload_bars compound_j8RNsn).Euler3,2_rod(payload_bars compound_j8RNsn).mass,3_rod(payload_bars compound_j8RNsn).X,3_rod(payload_bars compound_j8RNsn).Y,3_rod(payload_bars compound_j8RNsn).Z,3_rod(payload_bars compound_j8RNsn).Euler1,3_rod(payload_bars compound_j8RNsn).Euler2,3_rod(payload_bars compound_j8RNsn).Euler3,3_rod(payload_bars compound_j8RNsn).mass,4_rod(payload_bars compound_j8RNsn).X,4_rod(payload_bars compound_j8RNsn).Y,4_rod(payload_bars compound_j8RNsn).Z,4_rod(payload_bars compound_j8RNsn).Euler1,4_rod(payload_bars compound_j8RNsn).Euler2,4_rod(payload_bars compound_j8RNsn).Euler3,4_rod(payload_bars compound_j8RNsn).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
7.6255,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76443,5.35836,5.27504,-0.00482205,0.317402,-2.43483,0.199491,1.012,5.34585,2.74086,-0.0267711,0.350233,-2.43893,0.199491,-1.35014,4.80983,3.62595,-0.0217111,0.377028,-0.87426,0.199491,-0.264775,6.92185,5.59084,0.00807055,0.345516,-0.854088,0.199491,-0.393693,5.2314,5.80896,-1.8856,0.67191,-0.498705,0.199645,-2.34677,7.46647,3.35246,-1.84952,0.645385,-0.435342,0.199491,
7.6356,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76663,5.35727,5.27716,-0.00500573,0.316319,-2.43454,0.199491,1.01601,5.34354,2.74226,-0.0252348,0.353057,-2.4377,0.199491,-1.35019,4.80993,3.62606,-0.0211166,0.37657,-0.874013,0.199491,-0.264501,6.92399,5.60002,0.0360822,0.321541,-0.844584,0.199491,-0.393325,5.22504,5.81349,-1.88799,0.674902,-0.499065,0.199645,-2.34687,7.46642,3.35267,-1.85091,0.647788,-0.436148,0.199491,
7.6457,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76974,5.35577,5.28011,-0.00399944,0.316261,-2.43375,0.199491,1.02074,5.34055,2.74423,-0.0292119,0.349686,-2.43816,0.199491,-1.3501,4.80999,3.62608,-0.0223923,0.377581,-0.874467,0.199491,-0.263712,6.92672,5.6119,0.0195573,0.334511,-0.84954,0.199491,-0.39326,5.21724,5.81974,-1.8869,0.672944,-0.497117,0.199645,-2.34705,7.46641,3.35326,-1.8514,0.648779,-0.436359,0.199491,
7.6558,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77339,5.35399,5.2836,-0.00407345,0.314741,-2.4332,0.199491,1.02585,5.33702,2.74673,-0.0295183,0.350609,-2.4372,0.199491,-1.35002,4.81016,3.62621,-0.0229721,0.378043,-0.874635,0.199491,-0.262797,6.93017,5.62618,0.00159784,0.34831,-0.855106,0.199491,-0.393569,5.20801,5.8272,-1.88543,0.67031,-0.49476,0.199645,-2.34736,7.46641,3.35404,-1.8529,0.65151,-0.437125,0.199491,
7.6659,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77755,5.3521,5.28738,-0.00328604,0.314036,-2.43236,0.199491,1.03179,5.3331,2.74938,-0.0271089,0.354871,-2.43518,0.199491,-1.35024,4.81038,3.6265,-0.0209646,0.376504,-0.873837,0.199491,-0.262579,6.9338,5.64212,0.027969,0.32532,-0.845935,0.199491,-0.393827,5.19733,5.83559,-1.88773,0.672998,-0.494419,0.199645,-2.34797,7.46627,3.35486,-1.85418,0.653827,-0.437795,0.199491,
7.676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7824,5.35007,5.29155,0.000816878,0.316894,-2.43045,0.199491,1.03819,5.3288,2.75233,-0.0302699,0.35286,-2.43497,0.199491,-1.3505,4.81046,3.62667,-0.0181033,0.374263,-0.872767,0.199491,-0.262112,6.93779,5.65941,0.0203633,0.330399,-0.847895,0.199491,-0.394349,5.18603,5.84488,-1.8875,0.67205,-0.492398,0.199645,-2.34865,7.46638,3.35576,-1.85466,0.654875,-0.437923,0.199491,
7.6861,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7875,5.34789,5.29598,0.00436026,0.318993,-2.42866,0.199491,1.0446,5.32427,2.75554,-0.0317702,0.352731,-2.43413,0.199491,-1.35069,4.81057,3.62684,-0.0157121,0.372381,-0.871866,0.199491,-0.261366,6.94227,5.67762,-0.00423067,0.349395,-0.855501,0.199491,-0.395145,5.17435,5.85451,-1.88521,0.66803,-0.489105,0.199645,-2.34941,7.46667,3.35667,-1.85694,0.658993,-0.439112,0.199491,
7.6962,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7924,5.34567,5.30038,0.0063741,0.3194,-2.42734,0.199491,1.0512,5.31979,2.75859,-0.030267,0.356097,-2.43226,0.199491,-1.35103,4.81078,3.62717,-0.0135896,0.370761,-0.871039,0.199491,-0.261036,6.94667,5.69597,0.0186993,0.329195,-0.847332,0.199491,-0.395721,5.16223,5.86422,-1.88738,0.6705,-0.488518,0.199645,-2.3503,7.46676,3.35764,-1.85729,0.659801,-0.439216,0.199491,
7.7063,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79716,5.34349,5.30467,0.00892918,0.320469,-2.42587,0.199491,1.05773,5.31535,2.76159,-0.0332663,0.354325,-2.43197,0.199491,-1.35125,4.81092,3.62739,-0.0125348,0.369963,-0.870622,0.199491,-0.26051,6.95076,5.71388,0.0176488,0.328813,-0.847202,0.199491,-0.396335,5.15042,5.87395,-1.88806,0.670839,-0.487074,0.199645,-2.35099,7.46685,3.3587,-1.8581,0.661395,-0.439584,0.199491,
7.7164,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80157,5.34142,5.30869,0.0104402,0.320481,-2.42476,0.199491,1.06369,5.31103,2.76466,-0.0356563,0.353073,-2.4315,0.199491,-1.35125,4.81105,3.62753,-0.0118023,0.369357,-0.870321,0.199491,-0.259634,6.95459,5.73076,-0.00905543,0.349645,-0.855538,0.199491,-0.397152,5.13943,5.88308,-1.88546,0.666344,-0.483763,0.199645,-2.35142,7.46709,3.35968,-1.86052,0.665711,-0.440869,0.199491,
7.7265,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.8053,5.33955,5.31223,0.0106281,0.319247,-2.42413,0.199491,1.06912,5.3071,2.76741,-0.0350052,0.355147,-2.43011,0.199491,-1.35133,4.81126,3.62782,-0.010966,0.368681,-0.869964,0.199491,-0.259181,6.95778,5.74582,0.0125036,0.330745,-0.84782,0.199491,-0.397783,5.12928,5.89124,-1.88761,0.668915,-0.483502,0.199645,-2.3518,7.46718,3.36059,-1.85984,0.664762,-0.440296,0.199491,
7.7366,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80848,5.33791,5.3153,0.0112275,0.318693,-2.42344,0.199491,1.0737,5.30377,2.76975,-0.037132,0.353863,-2.42986,0.199491,-1.35139,4.81139,3.62813,-0.0114809,0.369089,-0.870113,0.199491,-0.25879,6.96023,5.75858,0.0128772,0.329511,-0.847306,0.199491,-0.398359,5.12069,5.89832,-1.88842,0.669647,-0.48269,0.199645,-2.35214,7.46718,3.3616,-1.86146,0.667668,-0.441195,0.199491,
7.7467,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81097,5.33654,5.3178,0.0113135,0.317816,-2.423,0.199491,1.07688,5.30112,2.77179,-0.0375442,0.354137,-2.42921,0.199491,-1.35138,4.81153,3.62844,-0.0124128,0.369812,-0.870412,0.199491,-0.258312,6.96212,5.76862,-0.0123768,0.349671,-0.855377,0.199491,-0.399082,5.11413,5.9039,-1.88585,0.66542,-0.480157,0.199645,-2.35242,7.46717,3.36256,-1.86247,0.669517,-0.441689,0.199491,
7.7568,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81259,5.33562,5.31946,0.0107906,0.316591,-2.42289,0.199491,1.07889,5.29931,2.77325,-0.0348136,0.357658,-2.42772,0.199491,-1.35152,4.8117,3.62893,-0.0119556,0.369446,-0.870202,0.199491,-0.258464,6.96313,5.7753,0.0112921,0.329637,-0.847226,0.199491,-0.399693,5.10953,5.90769,-1.88825,0.668771,-0.480971,0.199645,-2.35277,7.46705,3.36333,-1.86148,0.667979,-0.441006,0.199491,
7.7669,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81347,5.33516,5.32031,0.0114961,0.317055,-2.42253,0.199491,1.07964,5.29838,2.77412,-0.0347547,0.357853,-2.42742,0.199491,-1.3517,4.81176,3.62928,-0.0113107,0.368925,-0.869954,0.199491,-0.25879,6.96318,5.77841,0.00844352,0.331762,-0.848027,0.199491,-0.400201,5.1074,5.90964,-1.88823,0.668669,-0.480633,0.199645,-2.35304,7.4669,3.36399,-1.86333,0.671125,-0.4421,0.199491,
7.777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81347,5.33512,5.32036,0.0120669,0.317708,-2.42234,0.199491,1.07899,5.29845,2.77456,-0.0340747,0.358379,-2.4272,0.199491,-1.35177,4.81178,3.6295,-0.0111407,0.368759,-0.869888,0.199491,-0.258996,6.96262,5.77796,-0.0125634,0.349123,-0.855009,0.199491,-0.400611,5.10789,5.90961,-1.88582,0.665162,-0.479257,0.199645,-2.35316,7.46681,3.3644,-1.86226,0.669432,-0.441385,0.199491,
7.7871,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81246,5.33561,5.31942,0.0109984,0.316903,-2.42282,0.199491,1.07734,5.29962,2.77437,-0.0329163,0.359225,-2.42714,0.199491,-1.35188,4.81178,3.62986,-0.0102411,0.368008,-0.869564,0.199491,-0.259591,6.96156,5.77388,0.013939,0.327477,-0.846307,0.199491,-0.400583,5.11085,5.90753,-1.88854,0.669543,-0.481351,0.199645,-2.35317,7.46676,3.3645,-1.86224,0.669422,-0.441391,0.199491,
7.7972,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.81071,5.33665,5.31756,0.0104429,0.316987,-2.42331,0.199491,1.07466,5.3017,2.7734,-0.0341113,0.357195,-2.42819,0.199491,-1.35191,4.81166,3.63004,-0.00976679,0.367572,-0.869424,0.199491,-0.260101,6.95996,5.76639,0.0072242,0.333586,-0.848767,0.199491,-0.400308,5.11618,5.9036,-1.88757,0.668522,-0.48148,0.199645,-2.353,7.46671,3.36422,-1.86229,0.669519,-0.441462,0.199491,
7.8073,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80818,5.33814,5.31488,0.00992988,0.317425,-2.42393,0.199491,1.07081,5.30456,2.77169,-0.0330891,0.357381,-2.42868,0.199491,-1.35183,4.81151,3.62999,-0.00986855,0.367575,-0.869501,0.199491,-0.260362,6.95802,5.75588,-0.00966804,0.348215,-0.854826,0.199491,-0.399958,5.1235,5.89794,-1.88544,0.665794,-0.481241,0.199645,-2.35263,7.4667,3.36344,-1.86046,0.666368,-0.440353,0.199491,
7.8174,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80481,5.33995,5.31154,0.00811574,0.316698,-2.42505,0.199491,1.06631,5.30808,2.76911,-0.0307683,0.358925,-2.42893,0.199491,-1.35179,4.81136,3.62987,-0.0108921,0.368359,-0.869909,0.199491,-0.260954,6.95556,5.74268,0.0178466,0.326357,-0.846206,0.199491,-0.399251,5.13224,5.89067,-1.8882,0.670403,-0.484249,0.199645,-2.3522,7.46662,3.36233,-1.86069,0.666538,-0.440634,0.199491,
7.8275,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.80086,5.34189,5.30783,0.00670776,0.316637,-2.42609,0.199491,1.06121,5.31206,2.76615,-0.0311076,0.357331,-2.43025,0.199491,-1.35165,4.81115,3.62963,-0.0135048,0.370423,-0.870907,0.199491,-0.261259,6.9525,5.72741,0.0106587,0.333486,-0.849054,0.199491,-0.398261,5.14235,5.88228,-1.88697,0.669136,-0.485026,0.199645,-2.35163,7.46654,3.36118,-1.85882,0.663186,-0.439664,0.199491,
7.8376,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79635,5.34392,5.30383,0.0041621,0.315469,-2.42751,0.199491,1.0554,5.31628,2.76315,-0.0301974,0.356944,-2.4312,0.199491,-1.35129,4.81098,3.62934,-0.0170367,0.373181,-0.872235,0.199491,-0.261264,6.94904,5.71076,-0.00543543,0.347963,-0.854938,0.199491,-0.397329,5.15345,5.87306,-1.88531,0.667312,-0.485769,0.199645,-2.35081,7.46647,3.36004,-1.85783,0.661272,-0.439197,0.199491,
7.8477,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.79135,5.34607,5.2995,-0.000249636,0.31233,-2.42954,0.199491,1.04938,5.32068,2.76,-0.028263,0.357671,-2.43185,0.199491,-1.35096,4.81087,3.62911,-0.0199946,0.375477,-0.873346,0.199491,-0.261759,6.94496,5.69313,0.0214998,0.326909,-0.846546,0.199491,-0.396388,5.16481,5.86353,-1.88826,0.672287,-0.489395,0.199645,-2.34989,7.46628,3.35893,-1.85741,0.660292,-0.43912,0.199491,
7.8578,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.78638,5.34823,5.29514,-0.00357304,0.310408,-2.43124,0.199491,1.04312,5.32504,2.75696,-0.0288042,0.35551,-2.43335,0.199491,-1.35063,4.81072,3.62884,-0.0226475,0.377516,-0.874361,0.199491,-0.262221,6.94051,5.67526,0.0182406,0.330871,-0.848135,0.199491,-0.395646,5.17638,5.85412,-1.88716,0.671343,-0.490541,0.199645,-2.34896,7.46604,3.358,-1.85515,0.656263,-0.437888,0.199491,
7.8679,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.78166,5.35028,5.291,-0.00601674,0.309392,-2.43263,0.199491,1.03658,5.32927,2.75418,-0.0275557,0.355271,-2.43419,0.199491,-1.35034,4.81059,3.6286,-0.0245958,0.378995,-0.875115,0.199491,-0.262521,6.9363,5.65789,-0.000457369,0.347527,-0.854845,0.199491,-0.395271,5.18786,5.84491,-1.88494,0.668759,-0.491043,0.199645,-2.3482,7.46594,3.35721,-1.85514,0.656036,-0.437974,0.199491,
7.878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77726,5.3522,5.28711,-0.00756925,0.30928,-2.43372,0.199491,1.03039,5.33336,2.75142,-0.0249522,0.356684,-2.43452,0.199491,-1.35035,4.81048,3.6285,-0.0253766,0.379617,-0.875433,0.199491,-0.263467,6.93228,5.64141,0.0232928,0.3291,-0.84743,0.199491,-0.394958,5.19859,5.8362,-1.88786,0.673632,-0.494617,0.199645,-2.34782,7.46586,3.35648,-1.85386,0.65366,-0.437369,0.199491,
7.8881,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77352,5.35398,5.28361,-0.00686786,0.311541,-2.43407,0.199491,1.02467,5.33712,2.74888,-0.0249942,0.355198,-2.43568,0.199491,-1.35052,4.81031,3.6284,-0.0252424,0.37954,-0.87543,0.199491,-0.26449,6.92861,5.62636,0.027132,0.327013,-0.846641,0.199491,-0.394824,5.20849,5.82839,-1.88769,0.673978,-0.496111,0.199645,-2.34772,7.46584,3.35587,-1.85167,0.649772,-0.436204,0.199491,
7.8982,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77046,5.35557,5.28057,-0.00549095,0.31434,-2.43415,0.199491,1.01929,5.34037,2.74683,-0.0238433,0.355125,-2.43626,0.199491,-1.35064,4.81015,3.62828,-0.023995,0.378548,-0.875012,0.199491,-0.265067,6.92565,5.61333,0.00504306,0.346248,-0.854329,0.199491,-0.395078,5.21737,5.82161,-1.88461,0.670068,-0.495661,0.199645,-2.34765,7.46596,3.35536,-1.85221,0.650592,-0.436582,0.199491,
7.9083,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7678,5.35694,5.27795,-0.00515869,0.315774,-2.43448,0.199491,1.01488,5.34311,2.74506,-0.0211086,0.357132,-2.43614,0.199491,-1.35083,4.81006,3.62826,-0.0222097,0.37715,-0.874376,0.199491,-0.26599,6.92311,5.60251,0.0221014,0.332936,-0.849001,0.199491,-0.39527,5.22452,5.81604,-1.88684,0.673689,-0.498213,0.199645,-2.34766,7.466,3.35488,-1.85059,0.647714,-0.435684,0.199491,
7.9184,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76574,5.35796,5.27595,-0.00469403,0.317119,-2.43466,0.199491,1.01174,5.34518,2.74362,-0.0216214,0.355762,-2.43695,0.199491,-1.35102,4.80998,3.62812,-0.0216786,0.376752,-0.874202,0.199491,-0.26681,6.92097,5.5942,0.0335533,0.323966,-0.845585,0.199491,-0.3953,5.2299,5.81186,-1.88777,0.675339,-0.499646,0.199645,-2.34766,7.46598,3.35454,-1.84911,0.645091,-0.434892,0.199491,
7.9285,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76449,5.35856,5.27477,-0.00343794,0.319058,-2.43446,0.199491,1.00961,5.34647,2.74281,-0.0234654,0.353097,-2.43798,0.199491,-1.351,4.80986,3.62781,-0.0226257,0.377484,-0.874582,0.199491,-0.266745,6.91973,5.58881,0.0105418,0.343484,-0.853241,0.199491,-0.395369,5.23363,5.80906,-1.88444,0.670802,-0.498213,0.199645,-2.34753,7.46617,3.35429,-1.85076,0.647902,-0.435898,0.199491,
7.9386,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76379,5.35881,5.27421,-0.00342347,0.319336,-2.43454,0.199491,1.00883,5.34706,2.74235,-0.0230396,0.353405,-2.43801,0.199491,-1.35098,4.80983,3.62772,-0.0232478,0.377972,-0.87482,0.199491,-0.266728,6.91935,5.58636,0.0184168,0.337182,-0.850622,0.199491,-0.395204,5.23524,5.80761,-1.88614,0.673315,-0.499542,0.199645,-2.34742,7.46633,3.35402,-1.84948,0.645652,-0.435162,0.199491,
7.9487,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76379,5.3588,5.27423,-0.00442314,0.318173,-2.43484,0.199491,1.00946,5.34699,2.74219,-0.0231221,0.353517,-2.43802,0.199491,-1.35097,4.80985,3.62771,-0.0239752,0.378555,-0.875085,0.199491,-0.266785,6.91963,5.58692,0.0354799,0.32291,-0.845114,0.199491,-0.394856,5.2347,5.80775,-1.88856,0.676694,-0.500914,0.199645,-2.34734,7.46626,3.35384,-1.84844,0.643835,-0.434596,0.199491,
7.9588,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76472,5.35846,5.27498,-0.00508057,0.317059,-2.43494,0.199491,1.011,5.34615,2.74267,-0.0249545,0.351819,-2.43839,0.199491,-1.35076,4.80984,3.62761,-0.0252678,0.379534,-0.875564,0.199491,-0.26609,6.9208,5.59062,0.014416,0.340172,-0.851951,0.199491,-0.394736,5.23239,5.80969,-1.88519,0.671738,-0.498428,0.199645,-2.34718,7.46627,3.35384,-1.85068,0.647726,-0.435876,0.199491,
7.9689,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76632,5.35775,5.27642,-0.00613067,0.315221,-2.43504,0.199491,1.01362,5.34456,2.74369,-0.0250758,0.35236,-2.43795,0.199491,-1.35059,4.80991,3.62761,-0.0258082,0.379929,-0.875744,0.199491,-0.265508,6.92266,5.59724,0.0126413,0.341131,-0.852371,0.199491,-0.394679,5.22809,5.81307,-1.88526,0.671557,-0.497749,0.199645,-2.34712,7.46629,3.35393,-1.85007,0.646737,-0.435431,0.199491,
7.979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.76866,5.35667,5.27858,-0.00594588,0.314517,-2.43463,0.199491,1.01747,5.34229,2.74508,-0.0250796,0.353363,-2.43726,0.199491,-1.35066,4.81001,3.62772,-0.0254958,0.379703,-0.875603,0.199491,-0.26531,6.92488,5.60647,0.0328319,0.323655,-0.845499,0.199491,-0.394504,5.22183,5.81775,-1.88852,0.675861,-0.498703,0.199645,-2.34733,7.46623,3.35421,-1.84994,0.646578,-0.435324,0.199491,
7.9891,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77189,5.3552,5.28153,-0.00366371,0.3159,-2.43346,0.199491,1.02195,5.33936,2.74709,-0.0269499,0.352346,-2.43702,0.199491,-1.35071,4.81007,3.62779,-0.025256,0.37953,-0.875499,0.199491,-0.26461,6.92767,5.61826,0.016439,0.336494,-0.850439,0.199491,-0.394581,5.21417,5.82389,-1.88617,0.672063,-0.495981,0.199645,-2.34766,7.4663,3.35481,-1.85273,0.65149,-0.43691,0.199491,
7.9992,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77562,5.35347,5.28497,-0.00242748,0.315874,-2.43253,0.199491,1.02694,5.3359,2.74955,-0.0270132,0.353512,-2.43599,0.199491,-1.35078,4.81022,3.62795,-0.0246054,0.379038,-0.875218,0.199491,-0.263984,6.93101,5.63223,0.00592214,0.344184,-0.853493,0.199491,-0.394951,5.20512,5.8312,-1.88504,0.669914,-0.493829,0.199645,-2.34815,7.46632,3.35557,-1.85269,0.651594,-0.436755,0.199491,
8.0093,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.77975,5.35162,5.28869,-0.00133587,0.31553,-2.4316,0.199491,1.03268,5.33207,2.75217,-0.0262873,0.355781,-2.43457,0.199491,-1.35102,4.81041,3.62822,-0.0225005,0.377424,-0.874391,0.199491,-0.263836,6.93454,5.6478,0.0265607,0.325936,-0.846261,0.199491,-0.39534,5.19476,5.83947,-1.88828,0.674028,-0.494141,0.199645,-2.3488,7.46624,3.35641,-1.85335,0.652895,-0.437049,0.199491,
8.0194,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.7844,5.34962,5.29275,0.0020974,0.317683,-2.42991,0.199491,1.03878,5.32788,2.75509,-0.0281829,0.355134,-2.43397,0.199491,-1.35124,4.81052,3.6284,-0.0200755,0.375531,-0.87347,0.199491,-0.263304,6.93838,5.6646,0.0162872,0.333277,-0.849115,0.199491,-0.395886,5.18377,5.8485,-1.88669,0.671115,-0.491356,0.199645,-2.34943,7.4663,3.35735,-1.85614,0.65783,-0.438578,0.199491,
