time,0_rod(payload_bars compound_0kl1Sd).X,0_rod(payload_bars compound_0kl1Sd).Y,0_rod(payload_bars compound_0kl1Sd).Z,0_rod(payload_bars compound_0kl1Sd).Euler1,0_rod(payload_bars compound_0kl1Sd).Euler2,0_rod(payload_bars compound_0kl1Sd).Euler3,0_rod(payload_bars compound_0kl1Sd).mass,1_rod(payload_bars compound_0kl1Sd).X,1_rod(payload_bars compound_0kl1Sd).Y,1_rod(payload_bars compound_0kl1Sd).Z,1_rod(payload_bars compound_0kl1Sd).Euler1,1_rod(payload_bars compound_0kl1Sd).Euler2,1_rod(payload_bars compound_0kl1Sd).Euler3,1_rod(payload_bars compound_0kl1Sd).mass,2_rod(payload_bars compound_0kl1Sd).X,2_rod(payload_bars compound_0kl1Sd).Y,2_rod(payload_bars compound_0kl1Sd).Z,2_rod(payload_bars compound_0kl1Sd).Euler1,2_rod(payload_bars compound_0kl1Sd).Euler2,2_rod(payload_bars compound_0kl1Sd).Euler3,2_rod(payload_bars compound_0kl1Sd).mass,3_rod(payload_bars compound_0kl1Sd).X,3_rod(payload_bars compound_0kl1Sd).Y,3_rod(payload_bars compound_0kl1Sd).Z,3_rod(payload_bars compound_0kl1Sd).Euler1,3_rod(payload_bars compound_0kl1Sd).Euler2,3_rod(payload_bars compound_0kl1Sd).Euler3,3_rod(payload_bars compound_0kl1Sd).mass,4_rod(payload_bars compound_0kl1Sd).X,4_rod(payload_bars compound_0kl1Sd).Y,4_rod(payload_bars compound_0kl1Sd).Z,4_rod(payload_bars compound_0kl1Sd).Euler1,4_rod(payload_bars compound_0kl1Sd).Euler2,4_rod(payload_bars compound_0kl1Sd).Euler3,4_rod(payload_bars compound_0kl1Sd).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.9088,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.43029,4.97631,26.2189,-0.0473983,0.888776,2.28126,0.199491,4.02493,5.28872,21.348,-0.0626101,0.823889,2.33027,0.199491,2.39533,4.94486,23.7175,0.00745773,0.631573,-2.30706,0.199491,1.11059,7.68811,21.9446,0.161367,0.746678,-2.26577,0.199491,2.20506,7.66149,23.4936,-0.0147552,-0.859597,-1.51356,0.199645,0.0385043,4.66194,22.0126,0.150483,-0.84096,-1.61058,0.199491,
2.9189,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.37038,4.94965,26.275,0.168618,0.743041,2.43217,0.199491,4.03676,5.2554,21.4476,0.143935,0.651358,2.46364,0.199491,2.41198,4.94848,23.7944,0.161563,0.725767,-2.2118,0.199491,1.12493,7.63367,22.0183,0.0500208,0.664485,-2.34522,0.199491,2.21109,7.61238,23.5692,0.0890829,-0.862238,-1.59114,0.199645,0.0889381,4.63106,22.1067,-0.161147,-0.824036,-1.38045,0.199491,
2.929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.31363,4.91994,26.3183,0.290435,0.633239,2.5053,0.199491,4.03157,5.21119,21.5489,0.198365,0.58613,2.49038,0.199491,2.42646,4.94567,23.8577,0.228879,0.756204,-2.16631,0.199491,1.15227,7.58111,22.0958,0.107723,0.704302,-2.31743,0.199491,2.21556,7.57497,23.6572,0.0238807,-0.861721,-1.54515,0.199645,0.131765,4.59172,22.1921,-0.0680161,-0.835156,-1.44916,0.199491,
2.9391,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.26108,4.89635,26.3549,0.233222,0.70081,2.46475,0.199491,4.02665,5.15985,21.6456,0.0297882,0.735112,2.38396,0.199491,2.43378,4.93515,23.9221,0.179151,0.725213,-2.19779,0.199491,1.17968,7.52183,22.1741,0.191111,0.756257,-2.26794,0.199491,2.21834,7.52926,23.7368,-0.000462673,-0.863343,-1.52937,0.199645,0.173355,4.55704,22.2798,0.277468,-0.835603,-1.70675,0.199491,
2.9492,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.20978,4.87335,26.3861,0.122141,0.802747,2.38342,0.199491,4.02328,5.12321,21.7338,0.165364,0.606322,2.46654,0.199491,2.43263,4.92115,23.9831,0.152735,0.703712,-2.21216,0.199491,1.2104,7.45948,22.2547,0.071706,0.669726,-2.34917,0.199491,2.21739,7.47936,23.8105,0.0727891,-0.866989,-1.58588,0.199645,0.212994,4.52678,22.3564,0.0143974,-0.842865,-1.51059,0.199491,
2.9593,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.16131,4.84921,26.4145,0.179264,0.769102,2.41827,0.199491,4.00968,5.1207,21.8132,0.171996,0.607028,2.47054,0.199491,2.4389,4.92688,24.0211,0.066805,0.64425,-2.26801,0.199491,1.22986,7.42062,22.331,0.171901,0.731702,-2.28529,0.199491,2.19822,7.45861,23.8685,-0.0140837,-0.864389,-1.51563,0.199645,0.246219,4.5209,22.4124,0.0586244,-0.844981,-1.53592,0.199491,
2.9694,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.1335,4.82311,26.4357,0.243948,0.727547,2.45704,0.199491,3.99045,5.12757,21.8725,0.0113238,0.755245,2.3714,0.199491,2.43071,4.9226,24.0541,0.119348,0.672787,-2.23502,0.199491,1.257,7.39733,22.4055,0.151263,0.710937,-2.30071,0.199491,2.18172,7.44672,23.9168,0.071177,-0.865604,-1.57666,0.199645,0.277229,4.53484,22.4755,0.172268,-0.846775,-1.61152,0.199491,
2.9795,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.11682,4.80279,26.4553,0.306175,0.681266,2.49421,0.199491,3.9732,5.14305,21.9291,0.222052,0.567238,2.50717,0.199491,2.4199,4.91236,24.0844,0.199739,0.713163,-2.18152,0.199491,1.28109,7.37856,22.4816,0.134886,0.691748,-2.3077,0.199491,2.16373,7.4399,23.9608,-0.0136317,-0.864599,-1.50717,0.199645,0.295273,4.55152,22.521,-0.000766292,-0.844126,-1.47317,0.199491,
2.9896,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.11058,4.79366,26.4793,0.28401,0.716396,2.47983,0.199491,3.97152,5.15962,21.9786,0.0645329,0.73646,2.41726,0.199491,2.42047,4.90114,24.1153,0.0688426,0.627354,-2.2607,0.199491,1.29042,7.36103,22.5553,0.231615,0.745074,-2.23243,0.199491,2.14199,7.43449,24.0075,0.0527067,-0.867011,-1.55284,0.199645,0.29166,4.55437,22.5506,0.0960579,-0.849913,-1.53752,0.199491,
2.9997,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.10829,4.78842,26.5073,0.202943,0.795659,2.4239,0.199491,3.97458,5.17334,22.016,0.229188,0.576747,2.52318,0.199491,2.41132,4.88266,24.1563,0.164255,0.679203,-2.19826,0.199491,1.28034,7.36051,22.6086,0.122828,0.668645,-2.29714,0.199491,2.13103,7.43049,24.0559,0.0035517,-0.869839,-1.5093,0.199645,0.284676,4.55179,22.5764,0.00878298,-0.846452,-1.46752,0.199491,
3.0098,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.11888,4.77914,26.5359,0.249335,0.764034,2.45499,0.199491,3.9805,5.17982,22.035,0.164173,0.649408,2.48777,0.199491,2.40152,4.86845,24.1987,0.150839,0.664816,-2.20343,0.199491,1.24737,7.39261,22.6364,0.260316,0.747862,-2.21078,0.199491,2.11739,7.44309,24.1122,-0.0421112,-0.870827,-1.47032,0.199645,0.288868,4.55247,22.6012,0.0315182,-0.847091,-1.48256,0.199491,
3.0199,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.14232,4.76258,26.5699,0.374297,0.646882,2.53332,0.199491,3.99685,5.18162,22.0427,0.150202,0.66199,2.47953,0.199491,2.39734,4.84939,24.2484,0.126346,0.645122,-2.21392,0.199491,1.2011,7.43637,22.6484,0.14197,0.670759,-2.29629,0.199491,2.11729,7.46497,24.1668,0.0872377,-0.880475,-1.56533,0.199645,0.282267,4.53594,22.6252,0.0213612,-0.846498,-1.47275,0.199491,
3.03,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.16518,4.74999,26.6023,0.390643,0.63844,2.54205,0.199491,4.01697,5.18909,22.0437,0.173612,0.632785,2.49544,0.199491,2.38631,4.82764,24.2946,0.243502,0.701555,-2.1359,0.199491,1.14545,7.48623,22.6532,0.171348,0.685041,-2.28071,0.199491,2.11438,7.48009,24.2215,-0.050207,-0.881554,-1.45397,0.199645,0.275128,4.51796,22.6389,0.197053,-0.849095,-1.60366,0.199491,
3.0401,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.18669,4.74466,26.6285,0.340441,0.705858,2.51191,0.199491,4.03587,5.20243,22.0461,0.118728,0.689308,2.46584,0.199491,2.37786,4.8031,24.3299,0.190812,0.665905,-2.16413,0.199491,1.08824,7.53351,22.6642,0.217862,0.70794,-2.2479,0.199491,2.10447,7.49583,24.2748,0.10156,-0.893269,-1.56584,0.199645,0.254185,4.49988,22.6359,0.00883733,-0.843284,-1.46034,0.199491,
3.0502,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.21477,4.73529,26.65,0.321153,0.73774,2.49897,0.199491,4.0531,5.21843,22.0433,0.189119,0.621905,2.5143,0.199491,2.37091,4.77312,24.3644,0.148672,0.634358,-2.18279,0.199491,1.03977,7.57391,22.6816,0.117184,0.633553,-2.30658,0.199491,2.09056,7.51276,24.3226,-0.0323854,-0.8938,-1.45528,0.199645,0.230528,4.48599,22.6311,0.0446503,-0.845067,-1.48304,0.199491,
3.0603,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.2363,4.72679,26.6689,0.356778,0.710123,2.52201,0.199491,4.06553,5.23657,22.039,0.181946,0.636128,2.51529,0.199491,2.35886,4.74496,24.3988,0.191811,0.650406,-2.15049,0.199491,0.993704,7.61273,22.7,0.261646,0.718972,-2.21532,0.199491,2.0752,7.53238,24.3705,-0.00621023,-0.900647,-1.46881,0.199645,0.216726,4.48709,22.6347,0.106001,-0.84733,-1.52473,0.199491,
3.0704,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.25263,4.72262,26.6867,0.358257,0.717117,2.52363,0.199491,4.06914,5.25903,22.0439,0.167343,0.65737,2.51114,0.199491,2.34511,4.72271,24.4278,0.217893,0.656524,-2.12996,0.199491,0.957236,7.65501,22.7219,0.150812,0.641967,-2.2857,0.199491,2.05584,7.55552,24.4219,0.0376152,-0.906281,-1.49816,0.199645,0.209906,4.49882,22.6402,-0.0718482,-0.833035,-1.38809,0.199491,
3.0805,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.26572,4.72137,26.7038,0.385787,0.693242,2.54249,0.199491,4.07079,5.28902,22.0549,0.229943,0.592228,2.55345,0.199491,2.33068,4.70373,24.4541,0.266201,0.673159,-2.09638,0.199491,0.929054,7.68879,22.752,0.190705,0.660487,-2.25826,0.199491,2.03763,7.57429,24.4648,-0.0281128,-0.905622,-1.43997,0.199645,0.201138,4.51606,22.6479,0.109291,-0.848189,-1.51744,0.199491,
3.0906,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.27843,4.71855,26.7181,0.37058,0.717604,2.5335,0.199491,4.07096,5.32301,22.0684,0.184171,0.65735,2.53265,0.199491,2.31858,4.68748,24.4762,0.242333,0.655545,-2.10822,0.199491,0.912229,7.71087,22.7926,0.266213,0.698192,-2.2052,0.199491,2.01657,7.58993,24.5028,0.0350595,-0.912697,-1.48346,0.199645,0.191394,4.53661,22.6558,-0.0227683,-0.839061,-1.41266,0.199491,
3.1007,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.28905,4.71643,26.7329,0.351391,0.745081,2.52158,0.199491,4.07044,5.34906,22.0879,0.22274,0.622645,2.55943,0.199491,2.31233,4.67746,24.497,0.164641,0.610215,-2.15165,0.199491,0.892771,7.72424,22.8322,0.134921,0.608197,-2.28097,0.199491,1.99599,7.60002,24.5379,-0.0791833,-0.905246,-1.38727,0.199645,0.17966,4.54646,22.6638,-0.0608496,-0.834971,-1.3791,0.199491,
3.1108,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.30028,4.70821,26.7455,0.372537,0.728731,2.53471,0.199491,4.06345,5.36376,22.1076,0.239477,0.602629,2.57069,0.199491,2.29879,4.67704,24.5195,0.2714,0.657392,-2.08579,0.199491,0.869913,7.73733,22.855,0.233167,0.666561,-2.2219,0.199491,1.97814,7.60561,24.5729,-0.0561941,-0.91031,-1.40146,0.199645,0.172362,4.54798,22.6789,0.0398559,-0.846846,-1.45007,0.199491,
3.1209,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.31376,4.69799,26.7541,0.414452,0.686273,2.56015,0.199491,4.05238,5.36673,22.1317,0.191007,0.6575,2.54118,0.199491,2.27963,4.67907,24.5405,0.230832,0.63417,-2.10996,0.199491,0.843817,7.74934,22.868,0.260505,0.678623,-2.20883,0.199491,1.95845,7.60721,24.6047,0.036593,-0.92065,-1.47319,0.199645,0.170558,4.54658,22.6968,-0.0968749,-0.831895,-1.34698,0.199491,
3.131,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.32916,4.68586,26.7621,0.477235,0.609296,2.59513,0.199491,4.04038,5.36486,22.1544,0.255309,0.576383,2.57635,0.199491,2.26404,4.67745,24.5636,0.16875,0.599078,-2.14653,0.199491,0.82313,7.74508,22.8819,0.150733,0.604747,-2.27842,0.199491,1.93684,7.60443,24.6283,-0.0329315,-0.917604,-1.41622,0.199645,0.163134,4.53604,22.7143,0.0921148,-0.853494,-1.48644,0.199491,
3.1411,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.34649,4.67153,26.7746,0.45249,0.642469,2.57667,0.199491,4.0304,5.36012,22.1801,0.209068,0.637502,2.5469,0.199491,2.25108,4.66659,24.5815,0.256434,0.639937,-2.09911,0.199491,0.807288,7.72367,22.9,0.296549,0.692699,-2.19209,0.199491,1.912,7.59348,24.6406,0.0269393,-0.924187,-1.46192,0.199645,0.153905,4.5205,22.7299,-0.0931462,-0.835896,-1.34602,0.199491,
3.1512,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.35613,4.65652,26.7757,0.390608,0.718895,2.53441,0.199491,4.00862,5.35043,22.2022,0.228579,0.614151,2.5566,0.199491,2.23472,4.66722,24.5921,0.295448,0.654205,-2.07664,0.199491,0.795217,7.69549,22.9181,0.187142,0.622286,-2.26075,0.199491,1.88548,7.57476,24.6521,-0.04844,-0.919069,-1.40008,0.199645,0.147652,4.50669,22.7443,0.0928183,-0.85731,-1.48262,0.199491,
3.1613,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.36148,4.64205,26.7671,0.3767,0.735161,2.5215,0.199491,3.98026,5.34277,22.2342,0.25153,0.583513,2.56683,0.199491,2.21328,4.67304,24.5968,0.313605,0.658369,-2.0682,0.199491,0.790224,7.66841,22.9336,0.222178,0.640626,-2.24296,0.199491,1.85603,7.55668,24.6586,0.0119011,-0.925863,-1.44702,0.199645,0.147286,4.49912,22.7596,-0.0312879,-0.848991,-1.38657,0.199491,
3.1714,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.36872,4.62649,26.7554,0.404002,0.705486,2.53511,0.199491,3.95428,5.3365,22.2664,0.206952,0.636078,2.53725,0.199491,2.19146,4.68504,24.6003,0.281625,0.640575,-2.09178,0.199491,0.789869,7.6325,22.9512,0.282341,0.672472,-2.2098,0.199491,1.82572,7.53727,24.6601,0.021573,-0.928482,-1.4532,0.199645,0.150523,4.49371,22.777,0.0224935,-0.8582,-1.42488,0.199491,
3.1815,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.37565,4.60934,26.7415,0.423568,0.683241,2.54276,0.199491,3.92694,5.32731,22.301,0.261674,0.568492,2.56348,0.199491,2.17429,4.69769,24.6031,0.219421,0.606627,-2.13234,0.199491,0.79245,7.59066,22.9673,0.173141,0.597648,-2.27861,0.199491,1.79621,7.51557,24.6564,-0.0309357,-0.925534,-1.40987,0.199645,0.149675,4.48177,22.7931,0.0465766,-0.864924,-1.43997,0.199491,
3.1916,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.3802,4.59235,26.7247,0.411621,0.696352,2.5304,0.199491,3.89486,5.31488,22.3326,0.220204,0.616493,2.53556,0.199491,2.15184,4.71124,24.6018,0.214409,0.600297,-2.13954,0.199491,0.79406,7.54831,22.98,0.310571,0.680632,-2.20048,0.199491,1.76478,7.49038,24.652,0.0553675,-0.933429,-1.47834,0.199645,0.153243,4.47358,22.8083,0.014448,-0.865292,-1.41354,0.199491,
3.2017,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.38562,4.5758,26.7096,0.423324,0.682701,2.53308,0.199491,3.86182,5.3002,22.3629,0.248484,0.579101,2.54648,0.199491,2.12981,4.72474,24.6,0.237077,0.60919,-2.13089,0.199491,0.79601,7.50596,22.9902,0.202766,0.609827,-2.26976,0.199491,1.73437,7.46487,24.6454,-0.0197191,-0.928732,-1.41793,0.199645,0.152946,4.46107,22.8233,0.0779194,-0.874418,-1.46015,0.199491,
3.2118,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.39155,4.55943,26.6958,0.427942,0.677584,2.53148,0.199491,3.82942,5.28491,22.3912,0.23812,0.589286,2.53584,0.199491,2.11061,4.73812,24.5968,0.249565,0.613289,-2.12787,0.199491,0.795745,7.46539,22.9992,0.280024,0.657262,-2.22834,0.199491,1.70639,7.44089,24.6384,0.0631172,-0.935088,-1.48452,0.199645,0.151458,4.44922,22.8382,0.0580557,-0.876228,-1.44298,0.199491,
3.2219,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.39576,4.54507,26.6825,0.430055,0.674914,2.52875,0.199491,3.79979,5.27497,22.4141,0.23582,0.58995,2.52999,0.199491,2.09063,4.75096,24.594,0.266761,0.619674,-2.12197,0.199491,0.795856,7.43011,23.0076,0.238519,0.628009,-2.25719,0.199491,1.67863,7.4205,24.6322,0.000500197,-0.931267,-1.43368,0.199645,0.15076,4.44064,22.8506,0.103296,-0.882024,-1.47615,0.199491,
3.232,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.40109,4.53175,26.6722,0.43055,0.67493,2.52554,0.199491,3.77477,5.27024,22.4348,0.249993,0.57311,2.53409,0.199491,2.07572,4.76225,24.5903,0.242341,0.604903,-2.13962,0.199491,0.793621,7.4031,23.0151,0.269168,0.644922,-2.24208,0.199491,1.65472,7.40539,24.6264,0.0673512,-0.935905,-1.48644,0.199645,0.148463,4.4342,22.8594,0.0798259,-0.882934,-1.45558,0.199491,
3.2421,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.40617,4.52095,26.665,0.421512,0.686063,2.51722,0.199491,3.75685,5.27203,22.4467,0.236949,0.589841,2.52406,0.199491,2.06219,4.77129,24.5882,0.229439,0.595818,-2.14985,0.199491,0.787576,7.38513,23.0212,0.253693,0.632145,-2.25338,0.199491,1.63399,7.39657,24.623,0.0157585,-0.932926,-1.44302,0.199645,0.144192,4.42919,22.8653,0.110029,-0.886516,-1.47648,0.199491,
3.2522,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.41347,4.51196,26.6637,0.428013,0.681307,2.51945,0.199491,3.74383,5.27803,22.4519,0.256082,0.569987,2.5329,0.199491,2.05293,4.77614,24.5879,0.222124,0.590063,-2.15562,0.199491,0.775227,7.37975,23.0236,0.275619,0.644054,-2.2419,0.199491,1.6171,7.3945,24.6224,0.0621045,-0.935843,-1.47819,0.199645,0.138347,4.42739,22.8668,0.099198,-0.886114,-1.46579,0.199491,
3.2623,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.42172,4.50601,26.6679,0.428276,0.684696,2.51892,0.199491,3.73751,5.28849,22.4473,0.242723,0.589888,2.52487,0.199491,2.04633,4.77765,24.5895,0.236317,0.596639,-2.14833,0.199491,0.756506,7.38635,23.0235,0.25873,0.631866,-2.25308,0.199491,1.60425,7.40067,24.6263,0.0326732,-0.933474,-1.452,0.199645,0.128911,4.42604,22.8664,0.105084,-0.885727,-1.46813,0.199491,
3.2724,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.43184,4.50212,26.6777,0.441767,0.67455,2.52752,0.199491,3.7365,5.30445,22.4362,0.262124,0.572533,2.53613,0.199491,2.04358,4.77537,24.593,0.257279,0.607082,-2.13598,0.199491,0.731869,7.40488,23.021,0.277421,0.643056,-2.24216,0.199491,1.5955,7.41331,24.6322,0.0535303,-0.934116,-1.46577,0.199645,0.117612,4.42802,22.8623,0.110717,-0.884086,-1.47033,0.199491,
3.2825,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.44166,4.50096,26.691,0.441015,0.680981,2.52819,0.199491,3.74154,5.32684,22.418,0.246581,0.598471,2.52903,0.199491,2.04334,4.77106,24.5972,0.268259,0.612168,-2.12864,0.199491,0.703826,7.43208,23.0178,0.271365,0.638451,-2.24481,0.199491,1.58932,7.43254,24.6413,0.0428227,-0.932454,-1.45348,0.199645,0.104078,4.43191,22.8547,0.0962983,-0.880351,-1.4568,0.199491,
3.2926,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.45198,4.50116,26.707,0.443876,0.683845,2.53161,0.199491,3.7502,5.35484,22.3962,0.276483,0.571681,2.54798,0.199491,2.0465,4.76474,24.6017,0.263573,0.60936,-2.12968,0.199491,0.673682,7.46685,23.0144,0.263012,0.632296,-2.24814,0.199491,1.5858,7.45654,24.6505,0.0449861,-0.931536,-1.45092,0.199645,0.0896538,4.43903,22.8444,0.0933611,-0.876791,-1.45184,0.199491,
3.3027,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.46176,4.50288,26.7244,0.44035,0.694101,2.53146,0.199491,3.76158,5.38602,22.3702,0.251264,0.612252,2.53653,0.199491,2.05089,4.75817,24.6059,0.258119,0.606362,-2.13104,0.199491,0.641711,7.50549,23.0105,0.309105,0.660486,-2.21824,0.199491,1.58364,7.48431,24.6612,0.0362211,-0.929574,-1.43941,0.199645,0.0740513,4.44714,22.8325,0.0754405,-0.871583,-1.43539,0.199491,
3.3128,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.47216,4.50473,26.7434,0.443666,0.697014,2.53576,0.199491,3.77269,5.41737,22.3424,0.289195,0.575765,2.56054,0.199491,2.0564,4.75121,24.6098,0.265711,0.610533,-2.12472,0.199491,0.60836,7.54715,23.0044,0.229742,0.609868,-2.26351,0.199491,1.58271,7.51253,24.671,0.0464359,-0.928806,-1.4433,0.199645,0.0575917,4.45535,22.8198,0.0621807,-0.866141,-1.42286,0.199491,
3.3229,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.48216,4.5068,26.7625,0.449609,0.696838,2.54178,0.199491,3.78287,5.447,22.3133,0.264335,0.615918,2.5489,0.199491,2.0619,4.74539,24.6127,0.281974,0.619319,-2.11357,0.199491,0.573576,7.58844,22.996,0.339773,0.678715,-2.19569,0.199491,1.58221,7.54127,24.6805,0.019579,-0.924606,-1.41805,0.199645,0.0406583,4.4619,22.8076,0.0680236,-0.862521,-1.42513,0.199491,
